"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA"
1921,"V332007_L1738_1_P.jpg",NA,520.2828,0,NA,0,1,287.155,0,1,115.8792,0,0,0,0,0,5,172.154,2,302.6434,NA,0,711.9614,628.2117,570.2841,227.684,641.5232,NA
1922,"V332008_L1739_1_P.jpg",4106.4445,582.9434,0,NA,0,1,316.3037,0,1,NA,0,10,8,16,12,6,136.5284,0,NA,NA,0,713.3646,603.4037,618.6954,176.0454,633.2646,NA
1923,"V332009_L1740_1_P.jpg",2510.0841,328.7551,1,97.0824,0,1,NA,0,1,69.0652,0,8,8,16,12,5,101.1929,0,NA,NA,0,306.7898,297.5231,316.291,93.0376,652.1963,NA
1924,"V332010_L1741_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,123.6932,364.0055,219.9727,NA,632.8507,NA
1925,"V332011_L1742_1_P.jpg",NA,490.4611,0,NA,1,1,393.0458,0,1,165.9518,0,7,7,15,0,0,114.3547,2,310.8585,NA,0,843.4323,619.5781,NA,NA,NA,0
1926,"V332011_L1742_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,651.1106,0
1927,"V332012_L1743_2_P.jpg",NA,293.3547,0,NA,0,0,NA,0,1,111.3643,0,0,0,19,0,0,NA,0,NA,NA,0,133.154,NA,NA,NA,651.0553,NA
1928,"V332013_L1744_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,639.007,NA,221.2691,644.9372,0
1929,"V332014_L1745_1_P.jpg",3003.6608,415.1095,0,NA,0,0,NA,0,1,101.8676,0,7,8,19,10,5,100.1299,2,261.2757,NA,0,639.1408,493.0416,359.7624,102.1763,638.5491,NA
1930,"V332015_L1747_1_P.jpg",NA,319.6023,0,NA,0,0,NA,0,1,119.5492,0,0,0,0,0,5,78,2,234.7047,NA,0,NA,408.5841,352.3308,137.6735,638.1614,NA
1931,"V332017_L1749_1_P.jpg",3725.4519,488.9472,0,NA,0,0,NA,0,1,103.846,0,7,9,16,13,5,140.684,2,321.2974,260,0,NA,NA,NA,NA,NA,NA
1932,"V332017_L1749_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,632.582,576.125,361.0872,165.9397,648.469,NA
1933,"V332018_L1750_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,18,0,0,NA,0,NA,NA,0,NA,455.1406,NA,122.45,644.267,0
1934,"V332019_L1751_2_P.jpg",3183.7814,NA,0,NA,0,0,NA,0,1,84.0952,0,0,0,0,0,4,220.6898,0,NA,NA,0,141.3648,349.8571,396.0202,NA,726.9553,NA
1935,"V332020_L1752_1_P.jpg",3577.4337,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,652,0
1936,"V332024_L1756_1_P.jpg",2983.4423,346.8978,0,NA,0,1,NA,0,1,135.665,0,7,7,16,0,5,152.0855,2,285.5679,NA,0,524.8714,361.6587,343.8372,NA,642.4835,NA
1937,"V332025_L1757_1_P.jpg",1619.9568,243.1717,1,101.843,0,1,155.6663,0,1,87.1321,0,0,0,0,0,0,NA,2,140.3567,NA,0,232.112,182.044,NA,NA,639.2808,NA
1938,"V332026_L1758_1_P.jpg",2606.344,NA,0,NA,1,1,268.9312,0,1,NA,0,0,0,0,0,0,NA,2,306.3234,306.3234,0,499.0922,354.6223,305.897,119.7748,638.4364,NA
1939,"V332028_L1760_1_C.jpg",3527.1759,458.769,0,NA,0,1,187.1096,0,1,NA,0,8,7,18,14,4,NA,0,NA,NA,0,504.8029,523.9704,NA,NA,638.7746,NA
1940,"V332029_L1762_1_P.jpg",NA,339.49,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,69.9714,420.5615,329.4237,NA,661.855,NA
1941,"V332030_L1763_1_P.jpg",3931.4773,481.4837,0,NA,0,1,268.0298,0,1,103.2279,0,0,0,17,0,5,144.2221,2,327.5363,336.238,0,715.2286,584.8761,546.4943,NA,638.4606,NA
1942,"V332031_L1764_1_P.jpg",3250.49,399.2623,0,NA,1,1,250.2978,0,1,110.0636,0,8,9,18,0,0,159,2,NA,186.6762,0,668.7376,619.5781,477.7447,NA,655.5463,NA
1943,"V332032_L1765_1_C.jpg",NA,364.2051,1,189.1719,0,1,231,0,1,142.6184,0,0,0,0,0,0,NA,2,301.4963,NA,0,545.5135,449.7399,347.2881,NA,641.3548,NA
1944,"V332034_L1767_1_P.jpg",NA,517.0442,0,NA,1,1,240.8651,0,1,NA,0,0,0,17,13,0,NA,0,NA,NA,0,NA,662.4198,520.4613,NA,653.1769,0
1945,"V332035_L1768_1_P.jpg",NA,NA,0,NA,1,1,NA,0,1,160.1,0,9,9,17,0,0,NA,2,311.1784,NA,0,NA,582.2439,543.9118,NA,714.9266,NA
1946,"V332036_L1769_1_P.jpg",3796.6575,493.583,0,NA,0,1,210.5232,0,1,64.4981,0,0,0,0,11,6,172.1859,2,347.5399,343.4647,0,561.7259,340.6347,483.3218,144.2221,636.5532,NA
1947,"V332037_L1770_1_P.jpg",NA,NA,0,NA,0,1,234.4014,0,1,138.1593,0,0,0,0,0,5,120,0,NA,NA,0,325.5764,465.824,449.4441,NA,736.6953,NA
1948,"V332039_L1772_1_C.jpg",2627.2619,351.633,0,NA,0,0,NA,0,1,56.3649,0,9,7,15,11,4,84.4808,0,NA,NA,0,151.4629,NA,NA,134.3317,636.0071,NA
1949,"V332040_L1773_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,79.925,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1950,"V332040_L1773_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,7,7,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,646.1114,0
1951,"V332040_L1773_1_C.jpg",NA,395.285,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1952,"V332040_L1773_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,NA,2,382.697,401.1596,0,646.0248,711.6832,396.6926,124.3101,700.2607,NA
1953,"V332041_L1774_1_P.jpg",4124.5431,538.0552,1,164.7301,0,1,268.8345,0,1,150.5722,0,8,8,18,10,5,158.2403,2,378.312,NA,0,695.7011,669.1009,549.8509,196.1632,710.9205,NA
1954,"V332042_L1775_1_C.jpg",NA,507.5149,0,NA,1,1,NA,0,1,140.5845,0,0,0,17,0,0,202.4278,2,NA,NA,0,NA,NA,NA,NA,647.18,0
1955,"V332043_L1776_1_P.jpg",NA,488.0999,0,NA,0,0,NA,0,1,80.6226,0,9,9,18,0,0,NA,2,282.8993,NA,0,NA,NA,NA,NA,644.0497,NA
1956,"V332044_L1777_1_P.jpg",NA,298.7132,0,NA,0,0,NA,0,1,91.214,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,664.906,0
1957,"V332045_L1778_1_P.jpg",NA,618.4313,0,NA,0,0,NA,0,0,NA,0,0,0,17,9,5,239.6331,2,NA,NA,0,NA,NA,NA,NA,764.764,0
1958,"V332046_L1779_1_P.jpg",NA,597.4076,0,NA,0,0,NA,0,1,139.7176,0,9,7,0,0,0,156,0,NA,NA,0,NA,NA,NA,NA,727.1953,0
1959,"V332047_L1780_1_P.jpg",NA,470.8777,0,NA,0,0,NA,0,1,137.0839,0,0,0,0,0,6,164.7544,2,364.4846,340.3248,0,728.3577,569.289,543.5301,NA,709.6379,NA
1960,"V332048_L1781_2_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,318.352,NA,NA,NA,721.8227,NA
1961,"V332050_L1783_1_P.jpg",4156.9412,NA,0,NA,0,0,NA,0,1,118.7266,0,8,8,18,12,5,139.714,2,308.1039,312.41,0,637.4198,484.5947,508.8968,143.1084,663.5782,NA
1962,"V332051_L1784_1_P.jpg",NA,551.2928,0,NA,0,0,NA,0,1,90.05,0,8,0,0,0,5,124.7798,2,265.8007,NA,0,618.9604,697.0854,603.0672,236.753,706.6322,NA
1963,"V332053_L1786_1_P.jpg",NA,397.311,0,NA,0,0,NA,0,1,106.4519,0,0,0,0,13,4,140,0,NA,NA,0,NA,443.991,399.2493,103.7882,706.0198,0
1964,"V332055_L1788_1_P.jpg",NA,NA,0,NA,0,1,NA,0,1,109.1238,0,9,0,0,0,0,NA,0,NA,NA,0,NA,277.8921,463.4005,109.3435,657.2001,0
1965,"V332056_L1789_2_P.jpg",NA,669.8968,0,NA,0,0,NA,0,0,NA,0,0,0,15,0,0,NA,0,NA,NA,0,226.0619,NA,NA,237.8571,680.3881,NA
1966,"V332057_L1790_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,2,161.5549,NA,0,402.7158,259.617,NA,NA,657.137,NA
1967,"V332058_L1791_1_P.jpg",NA,412.8562,0,NA,0,1,NA,0,1,114.3547,0,8,9,0,12,5,144.2498,2,251.2847,NA,0,522.4567,436.3943,477.8671,NA,651.8014,NA
1968,"V332059_L1792_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,89.8999,0,0,0,0,0,5,162.3607,0,NA,NA,0,NA,456.0395,NA,NA,593.856,0
1969,"V332060_L1793_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,63.0714,0,0,0,0,0,0,NA,0,NA,NA,0,NA,376.6285,523.1539,NA,678.6435,0
1970,"V332061_L1794_1_P.jpg",3851.9086,490.8463,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,4,150.5722,0,NA,NA,0,NA,472.5082,524.3815,183.8695,669.4475,0
1971,"V332062_L1795_2_P.jpg",NA,377.6707,0,NA,0,0,NA,0,1,98.27,0,0,0,0,0,0,NA,0,NA,NA,0,NA,227.4071,292.2499,NA,666.7563,0
1972,"V332063_L1796_1_P.jpg",5464.9897,728.28,0,NA,0,0,NA,0,1,132.484,0,10,8,16,13,6,148.054,2,NA,NA,0,NA,NA,NA,NA,657.2184,0
1973,"V332064_L1797_1_P.jpg",4248.4614,NA,0,NA,0,0,NA,0,0,NA,1,10,9,0,0,0,NA,2,265.2395,NA,0,508.0157,348.023,464.7236,NA,652.1104,NA
1974,"V332065_L1798_1_P.jpg",NA,390.0602,0,NA,0,0,NA,0,1,76.8375,0,0,0,0,0,0,NA,2,NA,282.2552,0,555.462,NA,NA,NA,652.1672,NA
1975,"V332066_L1799_1_P.jpg",3003.9844,393.1942,0,NA,0,0,NA,0,1,76.8375,0,0,0,17,13,4,158.3193,2,254.9117,278.3541,0,502.7574,371.9032,357.1134,73.0548,660.9811,NA
1976,"V332067_L1800_1_C.jpg",NA,416.2371,1,82.4621,0,1,132.0606,0,1,152,0,9,0,0,12,4,123.4828,2,201.9109,NA,0,620.3096,340.846,NA,NA,652.9931,NA
1977,"V332068_L1801_1_P.jpg",NA,410.4788,0,NA,1,1,282.4819,0,1,99.2975,0,0,8,18,0,0,104.1729,2,336.8857,364.9932,0,NA,NA,NA,NA,674.8185,NA
1978,"V332069_L1802_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1979,"V332069_L1802_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,311.1913,NA,0,NA,446.8389,487.7561,NA,669.2421,0
1980,"V332070_L1803_1_P.jpg",5108.4671,577.7848,0,NA,0,1,330.1636,0,1,118.3385,0,7,9,17,0,0,180.3996,2,NA,NA,0,NA,NA,666.1081,263.5906,666.027,0
1981,"V332071_L1804_1_C.jpg",NA,344.9945,1,104.3552,0,1,NA,0,1,NA,0,0,0,0,0,0,NA,2,311.899,304.245,0,393.0801,318.6926,382.8733,93.0484,645.1116,NA
1982,"V332071_L1804_1_P.jpg",2682.9629,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,2,293.0188,301.4963,0,395.8409,363.743,371.0795,94.8683,639.3661,NA
1983,"V332072_L1805_1_P.jpg",NA,275.3713,0,NA,0,0,NA,0,1,68.4105,0,6,8,16,0,5,85.3288,2,169.2011,NA,0,347.2881,265.9361,NA,NA,679.1539,NA
1984,"V332073_L1806_1_C.jpg",NA,413.1257,0,NA,0,0,NA,0,1,107.7079,0,10,8,16,13,5,100.1299,0,NA,NA,0,163.6857,444.6684,455.1505,NA,648.368,NA
1985,"V332073_L1806_1_P.jpg",NA,435.5698,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,357.7555,405.7105,114.6298,657.0616,0
1986,"V332074_L1807_1_P.jpg",3438.9606,418.294,0,NA,0,0,NA,0,0,NA,0,0,0,18,12,4,143.028,0,NA,NA,0,462.1558,323.3605,361.8453,134.8332,666.7361,NA
1987,"V332075_L1808_1_P.jpg",NA,532.19,0,NA,0,0,NA,0,1,132.3065,0,0,0,0,0,0,120.1499,0,NA,NA,0,NA,NA,NA,NA,671.5847,0
1988,"V332076_L1809_1_P.jpg",2804.3181,373.2087,0,NA,0,0,NA,0,1,80.7775,0,9,7,16,14,5,97.1648,0,NA,NA,0,105.385,280.3034,347.0807,NA,668.3001,NA
1989,"V332077_L1810_1_P.jpg",NA,444.3192,0,NA,1,1,246.8947,0,1,114.6298,0,10,10,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,665.8175,0
1990,"V332079_L1812_1_P.jpg",NA,478.159,0,NA,0,0,NA,0,1,109.1788,0,10,0,0,0,5,120.5985,2,189.7367,NA,0,582.2439,533.4567,550.0982,125.028,651.9877,NA
1991,"V332080_L1813_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,562.7362,NA,NA,664.1084,0
1992,"V332081_L1814_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,598.2508,189.6945,656.5973,0
1993,"V332082_L1815_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,411.9624,NA,241.3462,NA,0
1994,"V332082_L1815_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,654,0
1995,"V332082_L1815_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,620.3225,NA,NA,NA,648.4443,NA
1996,"V332083_L1816_1_P.jpg",4320.037,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,368.5431,301.7284,0,471.61,531.3379,NA,NA,667.0772,NA
1997,"V332084_L1817_1_P.jpg",NA,499.2674,0,NA,0,0,NA,0,1,119.0966,0,9,8,0,11,6,129.0349,2,276,184.3963,0,738.8166,548.8934,568.0863,97.949,650.0662,NA
1998,"V332085_L1818_1_P.jpg",NA,476.629,1,181.2209,0,1,272.3564,0,1,113.4063,0,0,0,0,12,5,161.2762,2,360.7991,NA,0,552.1467,413.652,NA,180.025,666.4323,NA
1999,"V332086_L1819_1_P.jpg",NA,472.5301,1,262.084,0,1,303.8157,0,1,152.8398,0,0,0,0,14,4,203.2142,2,245.6013,NA,0,840.9233,527.1812,499.1032,170.1764,680.1059,NA
2000,"V332087_L1820_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,NA,NA,0,NA,500.132,634.8102,182.1318,655.332,0
2001,"V332087_L1820_1_P.jpg",NA,431.1514,0,NA,1,1,289.6135,0,1,156.3714,0,9,9,16,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,653.7645,0
2002,"V332088_L1821_1_P.jpg",NA,539.2358,1,224.3212,0,1,196.1632,0,1,153.9351,0,9,0,0,11,4,163.2667,2,NA,NA,0,564.6946,501.7888,NA,209.38,668.8617,NA
2003,"V332089_L1822_1_P.jpg",3914.5963,511.2998,0,NA,0,0,NA,0,0,NA,1,9,8,17,14,0,144.4991,2,NA,NA,0,976.2049,571.4543,580.9785,145.9863,686.1953,NA
2004,"V332090_L1823_1_P.jpg",4401.1362,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,648.0123,0
2005,"V332091_L1824_1_P.jpg",3666.0191,456.3259,0,NA,0,0,NA,0,1,144.4991,0,0,0,16,15,5,180.0444,2,326.5333,276.926,0,570.3192,446.6587,NA,NA,648.7896,NA
2006,"V332092_L1825_1_P.jpg",3268.2449,NA,0,NA,0,0,NA,0,1,107.2054,0,8,7,16,0,0,155.5956,2,282.1436,NA,0,NA,534.0337,502.1125,102.1763,653.4218,NA
2007,"V332093_L1826_1_P.jpg",4322.9619,548.2134,0,NA,0,0,NA,0,0,NA,0,10,8,17,0,3,NA,0,NA,NA,0,237.6215,600.4798,480.4165,177.6288,654.2905,NA
2008,"V332094_L1827_1_C.jpg",3132.3362,NA,0,NA,0,0,NA,0,1,112.9292,0,9,0,0,0,5,138.2932,0,NA,NA,0,144.7791,397.5538,NA,122.5602,NA,0
2009,"V332094_L1827_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,423.4678,NA,664.8504,0
2010,"V332095_L1828_1_P.jpg",2938.8243,381.8679,0,NA,0,0,NA,0,0,NA,0,7,6,16,9,5,134.1641,0,NA,NA,0,NA,441.4703,NA,89.4427,673.4508,0
2011,"V332096_L1829_1_P.jpg",NA,662.8788,0,NA,0,0,NA,0,1,115.4513,0,10,9,16,0,0,186.2901,0,NA,NA,0,NA,NA,NA,NA,750.7256,0
2012,"V332097_L1830_1_P.jpg",3403.8738,439.6871,0,NA,0,0,NA,0,1,130.2498,0,0,0,18,11,6,93.1933,2,315.5709,301.3918,0,537.0335,479.1179,414.3911,124.7798,652.3258,NA
2013,"V332098_L1831_1_P.jpg",NA,469.3831,0,NA,0,0,NA,0,0,NA,0,11,7,17,13,5,99,0,NA,NA,0,197.7726,510.0088,360.2124,NA,664.9045,NA
2014,"V332099_L1832_1_P.jpg",4317.6679,449.3998,0,NA,0,0,NA,0,1,112.9248,0,0,6,17,13,4,147.5127,0,NA,NA,0,NA,603.4037,NA,NA,744.0108,0
2015,"V332100_L1833_1_P.jpg",NA,435.3545,1,144.8033,0,1,220.1272,0,1,123.5476,0,10,10,16,13,0,NA,0,NA,NA,0,360.9432,589.2707,621.0346,NA,649.4367,NA
2016,"V332101_L1834_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,426.3801,631.206,531.6014,NA,656.0198,NA
2017,"V332102_L1835_1_P.jpg",NA,469.4353,1,268.881,0,1,372.0121,0,1,146.1095,0,10,10,18,13,6,234.4803,2,388.9602,NA,0,606.5789,529.5149,522.0086,NA,657.3355,NA
2018,"V332103_L1836_1_P.jpg",NA,471.6736,1,205.4069,0,1,282.4465,0,1,96.8401,0,5,6,14,0,5,175.5705,2,448.2165,NA,0,736.5657,341.236,461.8052,NA,675.24,NA
2019,"V332104_L1837_1_C.jpg",NA,576.5532,1,225.4994,0,1,320.3826,0,1,130.2498,0,0,0,0,11,6,188.0452,2,348.1293,317.2775,0,NA,NA,NA,NA,660.9811,NA
2020,"V332106_L1839_1_P.jpg",NA,531.0738,0,NA,0,0,NA,0,1,105.603,0,0,0,0,9,5,184.5644,2,195.059,288.9983,0,793.5439,649.3443,581.1162,230.7553,700.0114,NA
2021,"V332107_L1840_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,8,0,0,0,NA,0,NA,NA,0,158.66,565.4105,NA,NA,704.1889,NA
2022,"V332107_L1840_2_P.jpg",NA,463.5438,0,NA,0,0,NA,0,1,153.8831,0,0,0,0,14,5,195.3049,0,NA,NA,0,140.2284,373.3952,497.353,137.9275,696.6089,NA
2023,"V332108_L1841_1_P.jpg",NA,391.7839,0,NA,0,0,NA,0,1,82.9759,0,0,0,0,0,0,NA,2,224.1986,167.7051,0,NA,401.4735,345.013,NA,689.5694,NA
2024,"V332109_L1842_1_P.jpg",2779.0122,351.8237,0,NA,0,0,NA,0,1,104.7855,0,0,0,16,12,6,108,0,NA,NA,0,249.0723,398.5599,343.6801,NA,692.3503,NA
2025,"V332110_L1844_1_P.jpg",4652.0275,593.4449,0,NA,0,1,187.8297,0,1,104.9952,0,8,8,17,12,4,184.3909,0,NA,NA,0,NA,NA,NA,NA,NA,0
2026,"V332110_L1844_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,257.6509,181.0193,0,509.5724,482.8085,688.1046,234.4014,693.951,0
2027,"V332111_L1845_1_P.jpg",4265.5719,516.9946,0,NA,0,0,NA,0,1,159.3989,0,9,8,16,13,4,176.0454,0,NA,NA,0,286.8031,848.5753,688.9412,236.0339,692.0116,NA
2028,"V332112_L1846_1_P.jpg",3712.9675,526.9068,0,NA,0,1,275.1872,0,1,109.1788,0,9,0,17,12,4,113.1371,2,332.0241,NA,0,NA,537.4012,458.3448,230.2347,692.289,NA
2029,"V332113_L1847_1_P.jpg",NA,484.4289,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,0,NA,2,328.8769,304.6309,0,636.3144,NA,405.5613,NA,694.9532,NA
2030,"V332114_L1848_1_P.jpg",NA,412.4572,0,NA,0,1,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
2031,"V332114_L1848_1_P.jpg",NA,NA,0,NA,0,0,68.4763,0,1,120.6731,0,0,0,0,15,5,124.3101,2,NA,313.9554,0,616.4325,429.2936,377.7737,123.1463,705.5168,0
2032,"V332115_L1849_1_P.jpg",NA,434.1627,0,NA,1,0,NA,1,1,158.3193,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,721.5982,0
2033,"V332116_L1850_1_P.jpg",3203.5856,479.347,0,NA,0,0,NA,0,1,103.5761,0,8,7,19,0,6,138.1304,0,NA,NA,0,NA,417.1726,361.8453,153.0294,693.026,0
2034,"V332117_L1851_1_P.jpg",3789.117,489.8569,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,5,96.7471,0,NA,NA,0,282.8993,536.3133,373.9733,143.3876,NA,0
2035,"V332117_L1851_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.289,0
2036,"V332118_L1852_1_P.jpg",NA,469.6799,0,NA,0,0,NA,0,1,51.264,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,689.0668,0
2037,"V332120_L1854_1_P.jpg",4435.0928,543.18,0,NA,0,0,NA,0,1,128.0625,0,7,7,17,0,5,159.3989,2,352.4089,NA,0,859.0693,708.7228,641.4109,230.2694,692.4161,NA
2038,"V332121_L1855_1_P.jpg",4181.0123,476.5042,0,NA,0,0,NA,0,1,121.4578,0,0,0,16,13,5,124.0645,0,NA,NA,0,536.2388,NA,NA,211.0924,700.0457,NA
2039,"V332122_L1856_1_P.jpg",NA,583.353,0,NA,0,0,NA,0,1,70.8802,0,9,8,17,0,0,NA,0,NA,NA,0,272.2646,511.0773,533.8164,NA,712.0449,NA
2040,"V332123_L1857_1_P.jpg",3651.4762,464.1321,0,NA,0,0,NA,0,1,101.1929,0,0,0,16,12,5,186.2901,2,275.797,292.9846,0,708.1017,499.6319,468.7003,108.8118,696.563,NA
2041,"V332124_L1858_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,648.3949,578.3425,571.4543,223.0336,698.57,NA
2042,"V332124_L1858_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,334.5923,644.236,657.2184,270.1703,692.6933,NA
2043,"V332125_L1859_1_P.jpg",4988.3388,611.0278,0,NA,0,1,423.117,0,1,198.8165,0,8,7,17,0,6,135.3662,2,417.5069,NA,0,NA,NA,688.433,209.571,690.1043,NA
2044,"V332126_L1860_1_P.jpg",NA,547.5055,0,NA,1,1,388.8033,0,1,139.9428,0,10,9,17,0,0,NA,2,418.4925,NA,0,1087.8971,NA,NA,NA,714.5796,NA
2045,"V332127_L1861_2_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,469.3826,NA,0,958.0814,894.0157,805.6798,NA,724.1657,NA
2046,"V332128_L1862_1_P.jpg",NA,390.0456,0,NA,1,0,NA,1,1,152.3155,0,0,0,0,0,0,132.4236,2,397.2808,321.204,0,NA,NA,NA,NA,700.9536,NA
2047,"V332129_L1863_1_P.jpg",NA,368.8136,1,286.2761,0,1,411.1751,0,1,145.5232,0,7,6,18,0,0,153.7335,2,328.4692,NA,0,NA,NA,NA,NA,717.3075,NA
2048,"V332130_L1864_1_P.jpg",3915.8529,508.5327,0,NA,0,1,322.0186,0,1,148.054,0,8,7,17,0,5,117.6435,2,NA,NA,0,655.8292,544.5292,644.5464,139.1402,700.4113,NA
2049,"V332130_L1864_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,342.8119,331.4212,0,NA,NA,NA,NA,NA,NA
2050,"V332131_L1865_1_P.jpg",3974.8409,430.7862,0,NA,0,1,245.6013,0,1,165.215,0,7,6,17,0,5,162.8251,2,320.2499,335.4519,0,NA,757.2265,525.8745,150.6254,705.1354,NA
2051,"V332132_L1866_1_P.jpg",3239.912,455.1236,0,NA,0,0,NA,0,1,102,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,696.9304,0
2052,"V332133_L1867_1_P.jpg",NA,444.4794,0,NA,0,0,NA,0,1,117,0,0,0,0,12,0,NA,2,277.3662,280.9128,0,528.4174,288.7802,430.2046,NA,687.3143,NA
2053,"V332136_L1871_1_P.jpg",NA,462.3092,0,NA,0,0,NA,0,1,124.8519,0,7,7,0,13,5,166.4121,0,NA,NA,0,218.3415,546.7742,481.9461,NA,699.0258,NA
2054,"V332137_L1872_1_P.jpg",3744.3611,449.3717,0,NA,0,0,NA,0,1,112.712,0,0,0,16,13,5,131.0267,2,345.8786,265.0887,0,528.0758,342.9052,397.6129,NA,691.8613,NA
2055,"V332138_L1873_1_P.jpg",NA,505.8415,0,NA,0,1,94.2019,0,1,144.4991,0,9,9,16,13,5,185.5398,0,NA,NA,0,NA,NA,NA,NA,687.7332,0
2056,"V332139_L1874_1_P.jpg",NA,455.7148,1,64.4981,0,1,249.928,0,1,119.3315,0,10,9,0,0,5,171.7673,2,285.2367,332,0,572.5033,597.3006,561.4268,190.1578,692,NA
2057,"V332140_L1875_1_P.jpg",NA,4104.1579,0,NA,0,0,NA,0,1,NA,0,10,8,17,0,0,172.1859,2,332.7461,292.3286,0,646.4673,634.8417,NA,210.789,702.9196,NA
2058,"V332141_L1876_1_P.jpg",4252.2709,488.1196,0,NA,0,0,NA,0,1,136.0588,0,8,8,16,14,5,192.2082,2,359.2214,321.2227,0,600.0133,615.0382,597.6086,131.0267,699.0966,NA
2059,"V332142_L1877_1_P.jpg",4181.5002,531.5814,0,NA,0,0,NA,0,1,134.1044,0,10,9,17,10,5,168.0476,0,NA,NA,0,275.855,591.4863,661.6948,229.9565,712.0449,NA
