"fish_id","P_SL","P_CAV","P_MDS1","P_DS1","P_MDS1NA","P_MDS2","P_DS2","P_MDS2NA","P_MDS3","P_DS3","P_MDS3NA","P_MDF","P_MAF","P_MCV","P_MAV","P_MPT","P_LPT","P_MPSP","P_PSP.L","P_PSP.R","P_MPSPNA","P_TPG","P_ECT","P_CLE","P_PMX","P_Scale_10mm","C_SL","C_CAV","C_MDS1","C_DS1","C_MDS1NA","C_MDS2","C_DS2","C_MDS2NA","C_MDS3","C_DS3","C_MDS3NA","C_MDF","C_MAF","C_MCV","C_MAV","C_MPT","C_LPT","C_MPSP","C_PSP.L","C_PSP.R","C_MPSPNA","C_TPG","C_ECT","C_CLE","C_PMX","C_Scale_10mm","flag_SL","flag_CAV","flag_MDS1","flag_DS1","flag_MDS1NA","flag_MDS2","flag_DS2","flag_MDS2NA","flag_MDS3","flag_DS3","flag_MDS3NA","flag_MDF","flag_MAF","flag_MCV","flag_MAV","flag_MPT","flag_LPT","flag_MPSP","flag_PSP.L","flag_PSP.R","flag_MPSPNA","flag_TPG","flag_ECT","flag_CLE","flag_PMX","flag_Scale_10mm","keep_SL","keep_CAV","keep_MDS1","keep_DS1","keep_MDS1NA","keep_MDS2","keep_DS2","keep_MDS2NA","keep_MDS3","keep_DS3","keep_MDS3NA","keep_MDF","keep_MAF","keep_MCV","keep_MAV","keep_MPT","keep_LPT","keep_MPSP","keep_PSP.L","keep_PSP.R","keep_MPSPNA","keep_TPG","keep_ECT","keep_CLE","keep_PMX","keep_Scale_10mm"
"V330585_L236_1",4372.1021,619.8879,0,NA,0,0,NA,0,1,129.5531,0,9,7,16,10,5,184.1738,0,NA,NA,0,NA,NA,NA,107.7033,720,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,554.4006,621.7009,NA,704.5566,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330588_L239_1",NA,361.989,0,NA,0,0,NA,0,1,89.0449,0,8,7,17,12,4,153.2645,0,NA,NA,0,127.738,279.9018,385.3687,NA,708.1589,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,682.302,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330590_L241_1",NA,520.7012,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.3999,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,689.6724,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330591_L242_1",4005.487,510.5848,0,NA,0,1,419.6951,0,1,162.4315,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.731,4093.9612,568.2632,0,NA,0,1,392.3264,0,0,144.2775,0,0,0,0,0,0,135.8234,0,NA,NA,0,NA,614.9211,NA,76.4199,716.1787,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330592_L243_1",NA,407.7761,0,NA,0,0,NA,0,1,133.154,0,0,0,0,0,4,117.1537,0,NA,NA,0,NA,NA,NA,NA,708.3685,NA,516.7118,0,NA,0,0,NA,0,1,129.9731,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.1826,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330594_L245_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,728.0549,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,78.9177,NA,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330595_L246_1",3314.3959,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,716.774,NA,400.8361,0,NA,0,0,NA,0,1,99.1615,0,0,0,0,0,5,105.2616,0,NA,NA,0,NA,234.5464,449.9111,NA,707.6722,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330600_L251_2",NA,NA,0,NA,0,0,NA,0,0,113.7014,0,0,0,0,0,0,NA,0,NA,NA,0,NA,545.2339,461.7359,NA,709.3659,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.1021,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330601_L252_1",NA,419.6419,0,NA,0,0,NA,0,1,147.611,0,0,0,0,0,6,122.45,0,NA,NA,0,NA,NA,NA,NA,715.4418,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,103.6195,NA,NA,NA,723.3982,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330603_L254_1",NA,450.8351,0,NA,0,0,NA,0,1,106.4049,0,0,0,0,11,4,116.4989,0,NA,NA,0,NA,NA,NA,163.6857,721.5608,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,366.8787,479.1701,NA,706.3852,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330605_L256_1",4557.5713,601.3159,0,NA,0,0,NA,0,1,141.4214,0,0,0,15,11,5,161.2452,0,NA,NA,0,NA,640.05,658.5924,141.8732,717.8858,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,194.0309,704,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330607_L258_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,713.2812,3255.0515,430.8867,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,239.0684,302.9045,0,NA,NA,NA,139.6697,707.7241,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330610_L261_1",NA,483.6647,0,NA,0,1,257.9477,0,1,157.035,0,0,0,0,10,5,165.3269,2,357.0504,NA,0,685.4524,489.4507,586.3139,145.1206,695.4632,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,360.5385,0,NA,NA,NA,NA,694.3947,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330612_L263_1",NA,NA,0,NA,0,0,235.7626,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,250.4596,396.1818,342.3814,95.2943,712.6184,NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.9688,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330613_L264_1",NA,739.4091,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,213.3542,0,NA,NA,0,164.4384,NA,NA,NA,718.8992,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,10,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.0452,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330614_L265_1",NA,367.8345,0,NA,0,0,NA,0,1,135.2997,0,10,0,0,0,6,123.9113,0,NA,NA,0,NA,440.6733,412.3227,112.9292,712.6184,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,278.2894,NA,NA,702.0256,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330615_L266_1",2677.3786,343.8236,0,NA,0,0,NA,0,1,80.4984,0,6,6,0,0,5,60.6712,0,NA,NA,0,NA,399.0451,384.0117,57.6281,693.1039,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.5418,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330618_L269_1",NA,549.0725,1,170.5784,0,1,357.7555,0,1,117.8813,0,10,0,17,11,4,121.4907,0,NA,NA,0,203.8235,427.4026,381.425,NA,728.5554,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.0599,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330620_L271_1",NA,482.2837,0,NA,0,0,NA,0,1,96.933,0,0,0,0,0,0,114.3547,0,NA,NA,0,NA,543.7371,NA,NA,707.6058,NA,469.5178,0,NA,0,0,NA,0,1,74.4312,0,0,0,0,0,0,84.214,0,NA,NA,0,240.2166,453.5416,NA,NA,714.6748,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330631_L285_1",NA,347.5102,0,NA,1,0,NA,1,1,101.6071,0,0,0,0,0,0,88.7694,0,NA,NA,0,NA,NA,NA,NA,730.252,NA,368.2553,0,NA,0,0,NA,0,1,96.1041,0,0,0,0,0,4,91.0824,0,NA,NA,0,NA,407.0037,359.2548,NA,710.4365,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330634_L288_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,561.2005,464.6127,NA,699.7785,NA,520.071,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,138.1304,NA,NA,NA,692.8701,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330637_L291_1",4156.2772,518.9087,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,78.2304,0,NA,NA,0,165.0273,560.3258,411.1751,75.06,714.6426,NA,NA,0,NA,0,0,NA,0,1,105,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,703.8501,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330639_L293_1",NA,321.1013,0,NA,0,0,NA,0,1,114.0395,0,0,11,0,0,5,89.8999,0,NA,NA,0,NA,343.4705,346.3019,119.7748,673.6653,3167.8139,356.1524,0,NA,0,0,NA,0,1,127.6323,0,8,7,16,8,5,87.2067,0,NA,NA,0,118.072,576.6325,358.9234,88.2326,658.997,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330644_L298_1",3455.8401,380.5347,0,NA,0,1,251.0339,0,0,93.0484,0,0,0,0,0,0,88.2836,0,NA,NA,0,116.6919,500.6046,399.4621,82.7587,690.2347,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,415.389,401.542,176.2385,666.7953,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330649_L303_1",NA,557.897,0,NA,0,0,NA,0,1,147.5127,0,9,7,17,8,6,147.5669,0,NA,NA,0,NA,NA,NA,NA,691.2019,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,251.0527,NA,NA,NA,699.6829,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330651_L305_1",2632.7508,287.3686,0,NA,0,0,NA,0,1,87.4757,0,0,0,17,11,3,87.3613,0,NA,NA,0,120.0666,295.9189,310.4835,NA,666.1922,NA,309.6793,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,669.0269,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330661_L315_1",2976.8523,415.9945,0,NA,0,1,207.6945,0,1,84.8528,0,6,6,19,11,4,133.154,0,NA,NA,0,67.4166,287.1237,358.5596,84.534,673.6319,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,409.3324,340.8005,89.1964,683.0849,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330666_L321_1",3459.2045,381.525,0,NA,0,0,NA,0,1,116.619,0,0,0,17,11,4,194.6484,0,NA,NA,0,NA,NA,NA,136.0588,675.5265,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,462.9644,419.6475,109.3435,678.1445,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330671_L326_1",NA,431.5119,0,NA,0,0,NA,0,1,151.7893,0,6,6,17,0,0,92.7793,0,NA,NA,0,NA,NA,NA,109.8362,753.1587,3095.5654,402.8548,0,NA,0,0,NA,0,1,158.4045,0,0,0,18,0,4,166.3851,0,NA,NA,0,NA,450.6495,NA,86.3771,684.6576,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330674_L329_1",NA,347.0176,0,NA,0,0,NA,0,1,118.1524,0,0,0,0,0,0,108.9036,0,NA,NA,0,167.0449,324.0309,NA,NA,671.7738,NA,381.2364,0,NA,0,0,NA,0,1,115.9181,0,0,0,0,0,4,85.3815,0,NA,NA,0,134.4656,262.6671,NA,93.1933,678.2389,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330677_L332_1",NA,485.5141,0,NA,0,0,NA,0,1,109.4166,0,10,8,0,0,0,78.2304,0,NA,NA,0,164.1585,482.5971,367.2274,160.9969,746.4047,3170.1655,439.8412,0,NA,0,0,NA,0,1,102.528,0,9,8,15,11,5,87.0517,0,NA,NA,0,207.1956,386.9884,282,139.9428,677.4024,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330683_L340_1",NA,403.9453,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,75.2396,0,NA,NA,0,NA,331.3608,399.2819,137.6735,661.1513,NA,424.5379,0,NA,0,0,NA,0,1,130.9733,0,8,0,0,0,4,111.6468,0,NA,NA,0,NA,505.5067,415.8004,NA,762.9974,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330693_L350_1",1819.5745,219.173,0,NA,0,1,162.6038,0,1,80.2247,0,0,0,17,13,4,58.3095,0,NA,NA,0,NA,244.8265,165.469,44.0454,749.1782,1823.1282,241.5473,0,NA,0,1,137.4627,0,1,86.3481,0,0,0,18,13,4,42.0476,0,NA,NA,0,122.262,NA,NA,72.6911,747.6818,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330695_L352_1",4539.0959,533.6339,0,NA,0,0,NA,0,1,165.215,0,7,0,17,0,5,143.6106,0,NA,NA,0,228.3156,NA,526.1939,164.9242,661.6827,NA,601.047,0,NA,0,1,428.8963,0,1,148.4318,0,10,8,17,9,4,110.0545,0,NA,NA,0,446.1749,NA,NA,NA,760.4735,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330698_L356_1",NA,434.6186,0,NA,0,0,NA,0,1,123.0366,0,0,0,0,0,5,101.8676,0,NA,NA,0,177.1017,394.1434,375.5875,164.7544,764.7235,NA,NA,0,NA,0,0,NA,0,0,NA,0,10,7,0,0,0,NA,0,NA,NA,0,198.658,NA,393.9264,NA,766.5748,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG",NA,"FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330700_L358_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,306.6023,NA,773.5696,NA,363.1557,0,NA,0,0,NA,1,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,413.1404,NA,NA,766.9974,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330702_L360_1",NA,426.0953,1,160.2248,0,1,NA,0,1,NA,0,0,0,0,0,6,88.0909,0,NA,NA,0,117.3882,262.9373,263.7347,76.9675,717.6071,3057.0059,373.1234,0,NA,0,0,NA,0,0,NA,0,7,6,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,747.7286,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
