"X","n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","fish_id","bin","part_type","CSTRAT","ISTRAT","YEAR","INT"
1,1,"V330363_L2_1_C.jpg",NA,567.1192,0,0,0,0,0,0,1,125.9365,0,0,0,0,0,5,144.8862,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330363","L0002","C",119.85,667.4,21753.827,22000
2,2,"V330363_L2_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.4334,0,"V330363","L0002","C",119.85,667.4,21753.827,22000
3,3,"V330363_L2_1_P.jpg",4858.5405,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330363","L0002","P",119.85,667.4,21753.827,22000
4,4,"V330363_L2_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,11,9,18,11,0,NA,0,NA,NA,0,169.7528,467.2387,632.5219,127.2792,723.7928,0,"V330363","L0002","P",119.85,667.4,21753.827,22000
5,5,"V330365_L4_1_C.jpg",2205.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,75.7694,692.0759,0,"V330365","L0004","C",139.55,647.7,21115.884,21250
6,6,"V330365_L4_1_P.jpg",NA,NA,0,0,0,0,0,0,1,65.7647,0,0,0,15,9,4,NA,0,NA,NA,0,NA,NA,NA,NA,702.282,0,"V330365","L0004","P",139.55,647.7,21115.884,21250
7,7,"V330385_L25_1_C.jpg",NA,NA,0,NA,1,1,196.8248,0,0,NA,1,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,700.1028,0,"V330385","L0025","C",411.8,375.45,12299.639,12500
8,8,"V330385_L25_1_P.jpg",NA,456.8007,0,0,0,0,0,0,0,0,0,0,0,0,13,0,NA,0,NA,NA,0,187.8404,421.0855,392.4296,NA,704.1023,NA,"V330385","L0025","P",411.8,375.45,12299.639,12500
11,11,"V330390_L30_1_C.jpg",NA,527.0319,0,0,0,0,0,0,0,0,0,0,0,16,14,5,55.1725,2,286.531,274.4668,0,644.6984,537.3863,432.1342,NA,690.8835,NA,"V330390","L0030","C",458.45,328.8,10788.976,11000
12,12,"V330390_L30_1_P.jpg",4194.0043,NA,0,0,0,1,329.12,0,1,210.2189,0,7,7,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,123.3694,712.1798,0,"V330390","L0030","P",458.45,328.8,10788.976,11000
14,14,"V330392_L32_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.4738,0,"V330392","L0032","C",463.95,323.3,10610.87,10750
15,15,"V330392_L32_1_P.jpg",NA,NA,1,198.386,0,1,135.5323,0,0,NA,1,0,0,0,0,NA,NA,0,NA,NA,0,723.1494,631.3984,627.3731,161.5549,684.9599,NA,"V330392","L0032","P",463.95,323.3,10610.87,10750
17,17,"V330397_L37_1_C.jpg",NA,332.7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330397","L0037","C",498.5,288.75,9492.041,9500
18,18,"V330397_L37_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63.3877,2,314.6824,255.1235,0,NA,NA,NA,NA,NA,0,"V330397","L0037","C",498.5,288.75,9492.041,9500
19,19,"V330397_L37_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,553.1094,448.2912,281.3254,NA,NA,0,"V330397","L0037","C",498.5,288.75,9492.041,9500
20,20,"V330397_L37_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688.0465,0,"V330397","L0037","C",498.5,288.75,9492.041,9500
21,21,"V330397_L37_1_P.jpg",2979.8156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330397","L0037","P",498.5,288.75,9492.041,9500
22,22,"V330397_L37_1_P.jpg",NA,NA,0,0,0,0,0,0,1,99.7246,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330397","L0037","P",498.5,288.75,9492.041,9500
23,23,"V330397_L37_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,694.4595,0,"V330397","L0037","P",498.5,288.75,9492.041,9500
24,24,"V330399_L39_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688.4185,0,"V330399","L0039","C",498.8,288.45,9482.326,9500
25,25,"V330399_L39_1_C.jpg",NA,487.4651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330399","L0039","C",498.8,288.45,9482.326,9500
26,26,"V330399_L39_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330399","L0039","C",498.8,288.45,9482.326,9500
27,27,"V330399_L39_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,14,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330399","L0039","C",498.8,288.45,9482.326,9500
28,28,"V330399_L39_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138.5208,2,401.1384,363.8296,0,NA,NA,NA,NA,NA,0,"V330399","L0039","C",498.8,288.45,9482.326,9500
29,29,"V330399_L39_1_P.jpg",3981.3043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,875.7168,NA,361.884,83.5225,702.0997,NA,"V330399","L0039","P",498.8,288.45,9482.326,9500
30,30,"V330400_L40_1_C.jpg",3580.2145,422.7414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330400","L0040","C",497.2,290.05,9534.139,9750
31,31,"V330400_L40_1_C.jpg",NA,NA,0,0,0,0,0,0,1,141.1524,0,8,7,14,12,5,88.4081,2,363.4776,316.4806,0,565.2787,578.1661,495.7177,78.5875,693.1234,0,"V330400","L0040","C",497.2,290.05,9534.139,9750
32,32,"V330400_L40_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.0116,0,"V330400","L0040","P",497.2,290.05,9534.139,9750
33,33,"V330400_L40_1_P.jpg",3601.3975,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330400","L0040","P",497.2,290.05,9534.139,9750
36,36,"V330405_L45_1_C.jpg",4144.4853,501.3472,0,0,0,1,231.3871,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
37,37,"V330405_L45_1_C.jpg",NA,NA,0,0,0,0,0,0,1,110.4355,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
38,38,"V330405_L45_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,8,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
39,39,"V330405_L45_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,14,12,5,145.1206,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
40,40,"V330405_L45_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
41,41,"V330405_L45_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,657.3462,551.6013,454.3831,100.3195,695.9454,0,"V330405","L0045","C",508.4,278.85,9171.45,9250
42,42,"V330405_L45_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,264.1969,0,NA,NA,NA,NA,700.7326,NA,"V330405","L0045","P",508.4,278.85,9171.45,9250
43,43,"V330407_L47_1_C.jpg",3994.4653,NA,0,0,0,1,270.7028,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330407","L0047","C",526,261.25,8601.511,8750
44,44,"V330407_L47_1_C.jpg",NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,2,363.8901,NA,0,NA,739.7838,789.8962,NA,686.1953,0,"V330407","L0047","C",526,261.25,8601.511,8750
45,45,"V330407_L47_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,193.4942,686.743,0,"V330407","L0047","P",526,261.25,8601.511,8750
46,46,"V330411_L51_1_C.jpg",NA,NA,0,NA,1,1,400.4997,0,1,172.0465,0,0,0,0,0,NA,NA,2,513.8249,NA,0,NA,NA,NA,NA,NA,NA,"V330411","L0051","C",534.8,252.45,8316.542,8500
47,47,"V330411_L51_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,695.8448,1,"V330411","L0051","P",534.8,252.45,8316.542,8500
48,48,"V330424_L64_1_C.jpg",NA,479.7707,1,266.3682,0,1,281.3965,0,1,186.6869,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330424","L0064","C",606.15,181.1,6006.022,6250
49,49,"V330424_L64_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,8,6,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330424","L0064","C",606.15,181.1,6006.022,6250
50,50,"V330424_L64_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,10,5,171.2367,2,NA,369.4997,0,660.6134,444.4255,293.0188,NA,702.1602,0,"V330424","L0064","C",606.15,181.1,6006.022,6250
51,51,"V330424_L64_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,364.7794,NA,0,NA,NA,NA,NA,709.129,NA,"V330424","L0064","P",606.15,181.1,6006.022,6250
53,53,"V330450_L90_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,122.3765,690.2753,0,"V330450","L0090","C",733.1,54.15,1895.012,2000
54,54,"V330450_L90_2_P.jpg",NA,638.1455,0,0,0,1,299.8666,0,1,164.4384,0,0,0,0,11,5,126.3012,0,NA,NA,0,192.1666,430.8132,514.4006,89.4427,685.6238,NA,"V330450","L0090","P",733.1,54.15,1895.012,2000
55,55,"V330455_L95_1_C.jpg",NA,398.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330455","L0095","C",787.25,0,141.478,250
56,56,"V330455_L95_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,364.5339,NA,702.6023,0,"V330455","L0095","C",787.25,0,141.478,250
57,57,"V330455_L95_1_P.jpg",NA,NA,0,0,0,0,0,0,1,86.3771,0,0,0,15,14,NA,NA,0,NA,NA,0,NA,356.8991,286.2447,42.107,692.4868,0,"V330455","L0095","P",787.25,0,141.478,250
58,58,"V330458_L98_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,240.4683,713.2181,0,"V330458","L0098","C",245.9,541.35,17671.962,17750
59,59,"V330458_L98_1_P.jpg",4787.8115,578.802,0,0,0,0,0,0,0,0,0,7,6,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330458","L0098","P",245.9,541.35,17671.962,17750
60,60,"V330458_L98_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,17,10,4,172.676,0,NA,NA,0,259.9461,587.6402,NA,NA,NA,0,"V330458","L0098","P",245.9,541.35,17671.962,17750
61,61,"V330458_L98_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,707.8538,0,"V330458","L0098","P",245.9,541.35,17671.962,17750
64,64,"V330462_L102_1_C.jpg",NA,397.5113,0,0,0,0,0,0,1,68,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330462","L0102","C",241.85,545.4,17803.113,18000
65,65,"V330462_L102_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86.8304,0,NA,NA,0,133.0198,292.7267,NA,NA,704.409,0,"V330462","L0102","C",241.85,545.4,17803.113,18000
66,66,"V330462_L102_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,725.887,0,"V330462","L0102","P",241.85,545.4,17803.113,18000
67,67,"V330464_L104_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.8074,0,"V330464","L0104","C",248.15,539.1,17599.101,17750
68,68,"V330464_L104_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,126.5701,0,NA,NA,0,172.7078,327.7682,NA,NA,687.5173,NA,"V330464","L0104","P",248.15,539.1,17599.101,17750
69,69,"V330466_L106_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,155.0629,NA,588.8022,NA,702.519,NA,"V330466","L0106","C",251.85,535.4,17479.284,17500
70,70,"V330466_L106_1_P.jpg",4012.4849,NA,0,0,0,0,0,0,1,101.8234,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330466","L0106","P",251.85,535.4,17479.284,17500
71,71,"V330466_L106_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,9,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330466","L0106","P",251.85,535.4,17479.284,17500
72,72,"V330466_L106_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,142.2252,0,NA,NA,0,160.4244,413.4731,NA,NA,NA,0,"V330466","L0106","P",251.85,535.4,17479.284,17500
73,73,"V330466_L106_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,143.0245,619.9481,0,"V330466","L0106","P",251.85,535.4,17479.284,17500
74,74,"V330468_L108_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,713.2685,0,"V330468","L0108","C",348.2,439.05,14359.191,14500
75,75,"V330468_L108_1_P.jpg",3063.8903,371.5762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330468","L0108","P",348.2,439.05,14359.191,14500
76,76,"V330468_L108_1_P.jpg",NA,NA,0,0,0,0,0,0,1,120.075,0,9,8,17,12,5,99.7246,0,NA,NA,0,NA,479.4372,300.3748,49.6588,714.6363,0,"V330468","L0108","P",348.2,439.05,14359.191,14500
77,77,"V330470_L110_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.0113,0,"V330470","L0110","C",464.15,323.1,10604.394,10750
78,78,"V330470_L110_1_P.jpg",NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,229.0589,289.0329,0,NA,502.9075,359.5608,NA,694.2881,NA,"V330470","L0110","P",464.15,323.1,10604.394,10750
79,79,"V330473_L113_1_C.jpg",NA,535.8274,0,0,0,0,0,0,1,120.8119,0,0,0,0,12,4,89.4427,0,NA,NA,0,589.5354,NA,NA,NA,NA,0,"V330473","L0113","C",412.6,374.65,12273.732,12500
80,80,"V330473_L113_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,636.5532,116.4818,689.4055,0,"V330473","L0113","C",412.6,374.65,12273.732,12500
81,81,"V330473_L113_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688,0,"V330473","L0113","P",412.6,374.65,12273.732,12500
82,82,"V330474_L114_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,707.6722,0,"V330474","L0114","C",337.8,449.45,14695.974,14750
83,83,"V330474_L114_1_P.jpg",NA,404.9763,0,0,0,1,277.2003,0,1,116.8418,0,0,0,0,13,5,110.3087,0,NA,NA,0,169.2572,400.7842,323.444,67.9117,702.2535,NA,"V330474","L0114","P",337.8,449.45,14695.974,14750
84,84,"V330476_L116_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,89.958,707.6298,NA,"V330476","L0116","C",437.4,349.85,11470.637,11500
85,85,"V330476_L116_1_P.jpg",NA,388.5271,0,NA,1,0,NA,1,1,115.4777,0,0,0,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,145.2446,712.8646,1,"V330476","L0116","P",437.4,349.85,11470.637,11500
90,90,"V330481_L122_1_C.jpg",NA,496.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.6353,0,"V330481","L0122","C",409.9,377.35,12361.166,12500
91,91,"V330481_L122_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,13,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,694.0576,0,"V330481","L0122","P",409.9,377.35,12361.166,12500
92,92,"V330483_L125_1_C.jpg",NA,NA,0,0,0,1,243.3927,0,1,109.3435,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,691.238,0,"V330483","L0125","C",409.4,377.85,12377.358,12500
93,93,"V330483_L125_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,13,5,172.7021,0,NA,NA,0,141.5097,407.8787,NA,NA,690.1043,NA,"V330483","L0125","P",409.4,377.85,12377.358,12500
94,94,"V330484_L126_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,709.1629,0,"V330484","L0126","C",400.4,386.85,12668.804,12750
95,95,"V330484_L126_1_P.jpg",NA,568.7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,"V330484","L0126","P",400.4,386.85,12668.804,12750
96,96,"V330484_L126_1_P.jpg",NA,NA,0,0,0,0,0,0,1,137.884,0,10,9,18,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,679.0346,1,"V330484","L0126","P",400.4,386.85,12668.804,12750
99,99,"V330490_L132_1_C.jpg",1954.96,327.7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,697.6506,0,"V330490","L0132","C",428.65,358.6,11753.987,12000
100,100,"V330490_L132_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,16,13,4,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330490","L0132","P",428.65,358.6,11753.987,12000
101,101,"V330490_L132_1_P.jpg",NA,NA,0,0,0,0,0,0,1,70.4557,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,269.0725,201.1368,50.9902,708.0706,0,"V330490","L0132","P",428.65,358.6,11753.987,12000
102,102,"V330492_L134_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,697.1485,0,"V330492","L0134","C",413.5,373.75,12244.588,12250
103,103,"V330492_L134_1_C.jpg",NA,NA,0,0,0,0,0,0,1,105.7458,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330492","L0134","C",413.5,373.75,12244.588,12250
104,104,"V330492_L134_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,134.7264,0,287.1167,NA,0,NA,NA,NA,NA,NA,0,"V330492","L0134","C",413.5,373.75,12244.588,12250
105,105,"V330492_L134_1_P.jpg",3340.7893,395.9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330492","L0134","P",413.5,373.75,12244.588,12250
106,106,"V330492_L134_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,17,14,0,NA,2,NA,234.3075,0,489.6897,349.1361,302.1672,88.2836,686.3709,0,"V330492","L0134","P",413.5,373.75,12244.588,12250
107,107,"V330493_L135_1_C.jpg",NA,466.2384,0,0,0,0,0,0,1,135.3514,0,0,0,0,12,NA,NA,0,NA,NA,0,227.4379,412.0777,423.7924,88.3629,NA,0,"V330493","L0135","C",413.5,373.75,12244.588,12250
108,108,"V330493_L135_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,696.7819,0,"V330493","L0135","C",413.5,373.75,12244.588,12250
109,109,"V330493_L135_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.5826,0,"V330493","L0135","P",413.5,373.75,12244.588,12250
110,110,"V330494_L136_1_C.jpg",NA,353.2949,0,0,0,0,0,0,1,110.4975,0,0,0,0,0,5,93.1428,0,NA,NA,0,NA,NA,NA,55.0727,713.9811,0,"V330494","L0136","C",352.4,434.85,14223.183,14250
111,111,"V330494_L136_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,685.9738,0,"V330494","L0136","P",352.4,434.85,14223.183,14250
112,112,"V330495_L137_1_C.jpg",NA,360.448,0,0,0,0,0,0,1,124.4508,0,0,0,18,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,691.6676,0,"V330495","L0137","C",352.9,434.35,14206.992,14250
113,113,"V330495_L137_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,702.2307,0,"V330495","L0137","P",352.9,434.35,14206.992,14250
114,114,"V330496_L138_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,195,429.0105,545.8351,68.4105,721.4049,NA,"V330496","L0138","C",352.9,434.35,14206.992,14250
115,115,"V330496_L138_1_P.jpg",NA,NA,0,0,0,0,0,0,1,146.697,0,0,0,0,0,6,112.6055,0,NA,NA,0,NA,613.4175,456.0395,NA,695.0489,0,"V330496","L0138","P",352.9,434.35,14206.992,14250
119,119,"V330502_L144_1_C.jpg",3024.6443,404.4059,0,0,0,0,0,0,1,90.4489,0,9,6,17,13,4,84.4808,0,NA,NA,0,148.9463,360.9986,356.7856,77.4209,714.0567,NA,"V330502","L0144","C",332.6,454.65,14864.365,15000
120,120,"V330502_L144_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.0455,0,"V330502","L0144","P",332.6,454.65,14864.365,15000
123,123,"V330507_L149_1_C.jpg",NA,435.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.3978,0,"V330507","L0149","C",339.1,448.15,14653.876,14750
124,124,"V330507_L149_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82.3772,0,NA,NA,0,NA,NA,NA,NA,709.2447,0,"V330507","L0149","P",339.1,448.15,14653.876,14750
125,125,"V330509_L151_1_C.jpg",4502.8963,548.429,0,0,0,0,0,0,1,123.4828,0,9,8,17,11,4,104.3072,0,NA,NA,0,189.0608,340.5877,495.9032,160.9969,707.6722,NA,"V330509","L0151","C",325.5,461.75,15094.283,15250
126,126,"V330509_L151_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.6312,0,"V330509","L0151","P",325.5,461.75,15094.283,15250
129,129,"V330513_L155_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,150.12,0,NA,NA,0,124.3101,676.4983,657.1918,113.2078,717.7527,NA,"V330513","L0155","C",136.55,650.7,21213.033,21250
130,130,"V330513_L155_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,202.4253,719.5248,0,"V330513","L0155","P",136.55,650.7,21213.033,21250
138,138,"V330525_L169_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,533.1866,104.3072,688.7438,0,"V330525","L0169","C",320,467.25,15272.389,15500
139,139,"V330525_L169_1_P.jpg",NA,540.0084,0,0,0,0,0,0,1,164.195,0,0,0,0,0,5,81.5843,0,NA,NA,0,137.6372,443.0621,497.9317,118.9285,713.448,NA,"V330525","L0169","P",320,467.25,15272.389,15500
140,140,"V330526_L170_1_C.jpg",NA,420.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,702.4101,0,"V330526","L0170","C",328,459.25,15013.326,15250
141,141,"V330526_L170_1_P.jpg",NA,NA,0,0,0,0,NA,1,1,127.059,0,0,0,0,0,5,100.9752,0,NA,NA,0,NA,NA,NA,NA,698.1805,0,"V330526","L0170","P",328,459.25,15013.326,15250
145,145,"V330533_L177_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,224.1428,0,NA,NA,NA,NA,NA,0,"V330533","L0177","C",329.4,457.85,14967.99,15000
146,146,"V330533_L177_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,214.4015,NA,0,514.389,333.7664,NA,NA,NA,0,"V330533","L0177","C",329.4,457.85,14967.99,15000
147,147,"V330533_L177_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,703.1472,0,"V330533","L0177","C",329.4,457.85,14967.99,15000
148,148,"V330533_L177_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,429.7953,NA,NA,0,"V330533","L0177","P",329.4,457.85,14967.99,15000
149,149,"V330533_L177_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,693.951,0,"V330533","L0177","P",329.4,457.85,14967.99,15000
150,150,"V330534_L178_1_C.jpg",3178.021,395.527,0,0,0,0,0,0,1,93.723,0,0,0,17,0,4,87.2067,0,NA,NA,0,160.8011,NA,394.4515,165.4358,695.4632,NA,"V330534","L0178","C",329.6,457.65,14961.513,15000
