"X","n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","fish_id","bin","part_type","CSTRAT","ISTRAT","YEAR","INT"
578,578,"V330836_L500_1_P.jpg",NA,410.9691,0,0,0,1,239.6414,0,1,118.2709,0,0,8,0,0,5,94.5304,0,NA,NA,0,NA,365.5845,NA,NA,700.4113,0,"V330836","L0500","P",355.4,431.85,14126.034,14250
582,582,"V330840_L505_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,173.77,437.1727,NA,NA,709.6253,NA,"V330840","L0505","C",358.8,428.45,14015.933,14250
583,583,"V330840_L505_1_P.jpg",2970.503,372.3849,0,0,0,0,0,0,1,86.1626,0,0,0,18,0,5,68.8186,0,NA,NA,0,144.5545,334.9746,398.5775,56.5685,703.4202,NA,"V330840","L0505","P",358.8,428.45,14015.933,14250
591,591,"V330848_L515_1_C.jpg",NA,510.3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.3202,0,"V330848","L0515","C",563.6,223.65,7383.914,7500
592,592,"V330848_L515_1_P.jpg",NA,NA,0,0,0,1,329.3175,0,1,126.5701,0,0,0,0,0,NA,NA,0,NA,NA,0,660.9811,434.6999,372.1089,NA,712.9656,NA,"V330848","L0515","P",563.6,223.65,7383.914,7500
599,599,"V330855_L523_1_C.jpg",3864.4058,549.6147,0,0,0,0,0,0,1,125.6025,0,0,0,0,0,5,132.2422,0,NA,NA,0,518.0563,516.4408,310.4178,98.8915,695.0364,NA,"V330855","L0523","C",460.55,326.7,10720.972,10750
600,600,"V330855_L523_1_P.jpg",3829.7171,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,699.9264,0,"V330855","L0523","P",460.55,326.7,10720.972,10750
607,607,"V330860_L528_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,598.6259,NA,NA,139.5887,711.1013,NA,"V330860","L0528","C",460.55,326.7,10720.972,10750
608,608,"V330860_L528_1_P.jpg",4414.2261,534.7884,0,0,0,0,0,0,1,116.2755,0,0,0,16,10,4,124,2,318.4965,NA,0,598.2642,529.4828,427.3079,NA,698.2492,NA,"V330860","L0528","P",460.55,326.7,10720.972,10750
613,613,"V330866_L534_1_C.jpg",NA,573.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,699,0,"V330866","L0534","C",460.55,326.7,10720.972,10750
614,614,"V330866_L534_1_P.jpg",NA,578.2484,0,0,0,0,0,0,1,129.5531,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330866","L0534","P",460.55,326.7,10720.972,10750
615,615,"V330866_L534_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,8,7,16,10,4,137.4627,0,NA,NA,0,290.7645,555.4098,400.6794,NA,692.4161,0,"V330866","L0534","P",460.55,326.7,10720.972,10750
619,619,"V330870_L538_1_C.jpg",2790.1613,323.9322,0,0,0,1,168.9083,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330870","L0538","C",356.6,430.65,14087.175,14250
620,620,"V330870_L538_1_C.jpg",NA,NA,0,0,0,0,0,0,1,80.4984,0,10,7,15,12,5,82.3772,0,NA,NA,0,84,380.6219,346.3019,95.2943,708.2161,0,"V330870","L0538","C",356.6,430.65,14087.175,14250
621,621,"V330870_L538_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,369.1951,114.0395,703.4408,0,"V330870","L0538","P",356.6,430.65,14087.175,14250
629,629,"V330876_L544_1_C.jpg",3387.6977,391.2905,0,0,0,0,0,0,1,101.1929,0,0,0,16,11,6,84.0952,0,NA,NA,0,164.9242,472.3558,382.8316,121.4578,708.2824,NA,"V330876","L0544","C",379.35,407.9,13350.464,13500
630,630,"V330876_L544_1_P.jpg",3385.9309,363.8669,0,0,0,0,0,0,1,107.7033,0,7,6,18,10,6,78.5875,0,NA,NA,0,167.0449,396.1818,354.1073,138.1014,716.9045,NA,"V330876","L0544","P",379.35,407.9,13350.464,13500
638,638,"V330885_L553_2_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,392.7251,NA,NA,700.7232,0,"V330885","L0553","C",NA,NA,NA,NA
639,639,"V330885_L553_2_P.jpg",4093.2647,567.3358,0,0,0,1,304.6309,0,1,177.6739,0,0,0,16,0,NA,NA,2,356.7408,412.6403,0,694.0432,NA,NA,NA,691.2713,NA,"V330885","L0553","P",NA,NA,NA,NA
642,642,"V330888_L556_1_C.jpg",NA,391.5331,0,0,0,0,0,0,1,76.4853,0,0,0,0,0,4,90.2497,0,NA,NA,0,NA,475.6017,379.8763,90.2497,700.3571,0,"V330888","L0556","C",383.15,404.1,13227.409,13250
643,643,"V330888_L556_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,703.6775,0,"V330888","L0556","C",383.15,404.1,13227.409,13250
644,644,"V330888_L556_1_P.jpg",NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,421.7321,423.967,72,714.2269,0,"V330888","L0556","P",383.15,404.1,13227.409,13250
645,645,"V330889_L557_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,89.1964,NA,NA,91.2414,732.4056,NA,"V330889","L0557","C",381.85,405.4,13269.507,13500
646,646,"V330889_L557_1_P.jpg",NA,393.2481,0,0,0,0,0,0,1,102.528,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,253.5843,284.684,NA,711.5125,0,"V330889","L0557","P",381.85,405.4,13269.507,13500
654,654,"V330896_L564_1_C.jpg",4525.7066,517.9996,0,0,0,1,248.129,0,1,142.9405,0,8,0,17,11,6,157.1751,0,NA,NA,0,NA,534.0861,479.4163,157.8354,680.9523,0,"V330896","L0564","C",359.5,427.75,13993.265,14000
655,655,"V330896_L565_1_P.jpg",NA,333.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,5,103.4456,0,NA,NA,0,140.0071,NA,342.1184,94.8683,690.2934,NA,"V330896","L0565","P",358.4,428.85,14028.886,14250
661,661,"V330904_L573_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,350.4868,NA,NA,NA,674.9133,NA,"V330904","L0573","C",423.95,363.3,11906.187,12000
662,662,"V330904_L573_1_P.jpg",3742.7092,417.6419,0,0,0,1,202.7807,0,1,141.7604,0,6,8,16,12,5,116,0,NA,NA,0,241.197,474.4007,316.8091,131.9394,675.0407,NA,"V330904","L0573","P",423.95,363.3,11906.187,12000
667,667,"V330908_L577_1_C.jpg",NA,NA,0,0,0,1,315.3569,0,1,125.1759,0,0,0,0,0,4,121.5648,0,NA,NA,0,132.8495,372.9303,321.9938,NA,689.0668,NA,"V330908","L0577","C",356.9,430.35,14077.46,14250
668,668,"V330908_L577_1_P.jpg",NA,342.2289,0,0,0,1,262.9677,0,1,121.6224,0,9,8,16,13,4,172.6268,0,NA,NA,0,216.9239,421.0701,345.3983,NA,669.4356,NA,"V330908","L0577","P",356.9,430.35,14077.46,14250
669,669,"V330909_L578_1_C.jpg",NA,200.9963,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45.607,0,NA,NA,0,NA,191.4158,157.6325,NA,672.5385,0,"V330909","L0578","C",380.25,407,13321.319,13500
670,670,"V330909_L578_1_P.jpg",NA,NA,0,0,0,0,0,0,1,71.1552,0,0,0,0,0,NA,NA,0,NA,NA,0,68.326,NA,NA,NA,676.2958,NA,"V330909","L0578","P",380.25,407,13321.319,13500
671,671,"V330910_L579_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,274.8818,121.4578,675.8254,0,"V330910","L0579","C",356.2,431.05,14100.128,14250
672,672,"V330910_L579_1_P.jpg",NA,384.1864,0,0,0,0,0,0,1,81.0555,0,0,0,15,9,5,99.7246,0,NA,NA,0,122.3765,339.4775,361.7084,NA,694.0641,NA,"V330910","L0579","P",356.2,431.05,14100.128,14250
673,673,"V330911_L580_1_C.jpg",NA,487.6685,0,0,0,1,223.6359,0,1,NA,0,0,0,0,0,4,113.565,0,NA,NA,0,189.3806,489.2484,475.4787,212.4924,684.9467,NA,"V330911","L0580","C",356.2,431.05,14100.128,14250
674,674,"V330911_L580_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,9,6,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,683.5591,0,"V330911","L0580","P",356.2,431.05,14100.128,14250
681,681,"V330917_L586_1_C.jpg",NA,504.5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,123.2234,259.5381,342.4617,NA,696.046,NA,"V330917","L0586","C",359.7,427.55,13986.788,14000
682,682,"V330917_L586_1_P.jpg",NA,NA,0,0,0,0,0,0,1,104.9571,0,0,0,0,0,5,63.6396,0,NA,NA,0,NA,NA,NA,138.2932,695.6896,0,"V330917","L0586","P",359.7,427.55,13986.788,14000
687,687,"V330921_L590_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,307.2621,0,NA,NA,NA,NA,665.9865,NA,"V330921","L0590","C",576.3,210.95,6972.651,7000
688,688,"V330921_L590_1_P.jpg",3748.3074,426.4657,1,265.9323,0,1,336.3807,0,1,158.2403,0,0,0,17,11,4,180.1777,2,343.1851,NA,0,411.1447,410.8138,357.2338,83.5225,654.0703,NA,"V330921","L0590","P",576.3,210.95,6972.651,7000
691,691,"V330924_L593_2_C.jpg",NA,509.1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,208.2787,556.8779,373.3765,NA,676.1923,NA,"V330924","L0593","C",465.75,321.5,10552.581,10750
692,692,"V330924_L593_2_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140.3567,0,NA,NA,0,NA,NA,NA,146.8605,678.1622,0,"V330924","L0593","P",465.75,321.5,10552.581,10750
703,703,"V330934_L603_1_C.jpg",NA,NA,0,0,0,0,0,0,1,93.3716,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,691.2891,0,"V330934","L0603","C",356.1,431.15,14103.366,14250
704,704,"V330934_L603_1_P.jpg",NA,NA,0,0,0,0,0,0,1,80.4487,0,0,0,0,0,6,84.214,2,227.2708,214.4575,0,398.221,216.2314,297.1128,86.093,700.2314,NA,"V330934","L0603","P",356.1,431.15,14103.366,14250
707,707,"V330937_L606_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,345.323,NA,0,506.4227,NA,NA,NA,680.7525,NA,"V330937","L0606","C",579.4,207.85,6872.264,7000
708,708,"V330937_L606_1_P.jpg",NA,3155.7063,0,0,0,0,0,0,0,0,0,7,5,0,0,5,157.6642,0,NA,NA,0,NA,377.4043,333.054,95.3415,715.1398,0,"V330937","L0606","P",579.4,207.85,6872.264,7000
710,710,"V330939_L608_1_C.jpg",NA,375.9919,1,107.6476,0,0,NA,1,1,97.2008,0,0,0,0,0,NA,NA,0,NA,NA,0,142.6184,353.8361,NA,NA,NA,0,"V330939","L0608","C",353.9,433.35,14174.609,14250
711,711,"V330939_L608_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,102.45,728.4641,0,"V330939","L0608","C",353.9,433.35,14174.609,14250
712,712,"V330939_L608_1_P.jpg",NA,397.1175,0,0,0,1,NA,0,1,110.4536,0,0,0,0,0,NA,NA,0,NA,NA,0,134.5362,401.1384,266.6608,NA,721.077,NA,"V330939","L0608","P",353.9,433.35,14174.609,14250
714,714,"V330941_L610_1_C.jpg",NA,NA,0,0,0,1,240.1874,0,1,144.7791,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,701.7948,0,"V330941","L0610","C",469.15,318.1,10442.479,10500
715,715,"V330941_L610_1_P.jpg",4370.8214,523.7417,0,0,0,1,282.3048,0,1,161.2452,0,0,0,16,0,4,207.1521,0,NA,NA,0,265.149,578.3425,437.9224,191.2067,731.1142,NA,"V330941","L0610","P",469.15,318.1,10442.479,10500
719,719,"V330944_L613_1_C.jpg",NA,618.8115,0,0,0,0,0,0,1,130.2498,0,0,0,0,0,5,146.5094,0,NA,NA,0,NA,NA,NA,NA,732.1475,0,"V330944","L0613","C",465.25,322,10568.773,10750
720,720,"V330944_L613_1_P.jpg",NA,594.3344,0,0,0,0,0,0,1,153.1535,0,0,0,0,0,6,193.3287,0,NA,NA,0,NA,NA,588.5576,237.8571,690.5071,0,"V330944","L0613","P",465.25,322,10568.773,10750
721,721,"V330945_L614_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,680.1323,NA,155.0484,725.6721,0,"V330945","L0614","C",353.3,433.95,14194.039,14250
722,722,"V330945_L614_1_P.jpg",NA,NA,0,0,0,1,248.5156,0,0,NA,1,0,0,0,0,NA,NA,0,NA,NA,0,168.3449,NA,NA,NA,NA,0,"V330945","L0614","P",353.3,433.95,14194.039,14250
723,723,"V330945_L614_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,698.4125,459.0643,87.7268,710.8136,0,"V330945","L0614","P",353.3,433.95,14194.039,14250
724,724,"V330946_L615_1_C.jpg",NA,NA,1,198.0707,0,1,121.0785,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,731.7732,0,"V330946","L0615","C",380.95,406.3,13298.651,13500
725,725,"V330946_L615_1_P.jpg",NA,NA,0,0,0,0,0,0,1,99.7246,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,712.6184,0,"V330946","L0615","P",380.95,406.3,13298.651,13500
726,726,"V330947_L616_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,131.727,721.0555,0,"V330947","L0616","C",426.15,361.1,11834.944,12000
727,727,"V330947_L616_1_P.jpg",NA,502.9062,0,0,0,1,112.0089,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,186.0242,518.167,NA,NA,707.7584,NA,"V330947","L0616","P",426.15,361.1,11834.944,12000
729,729,"V330949_L618_1_C.jpg",NA,NA,0,0,0,0,0,0,0,104.7855,0,0,0,0,0,0,NA,0,NA,NA,0,94.1488,NA,NA,NA,729.8548,NA,"V330949","L0618","C",356.1,431.15,14103.366,14250
730,730,"V330949_L618_1_P.jpg",1946.2996,238.6981,0,0,0,0,0,0,1,87.6185,0,7,7,17,12,6,77.1298,0,NA,NA,0,84.9058,271.0646,229.9848,90.05,711.0696,NA,"V330949","L0618","P",356.1,431.15,14103.366,14250
736,736,"V330954_L623_1_C.jpg",NA,NA,0,0,0,0,0,0,1,122.4132,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,726.3966,0,"V330954","L0623","C",351.3,435.95,14258.804,14500
737,737,"V330954_L623_1_P.jpg",3093.252,421.7636,0,0,0,0,0,0,1,131.2098,0,7,8,0,0,NA,NA,0,NA,NA,0,186.7619,441.905,389.1735,164.9242,709.129,NA,"V330954","L0623","P",351.3,435.95,14258.804,14500
740,740,"V330957_L628_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,63.5295,704.0256,0,"V330957","L0628","C",356,431.25,14106.605,14250
741,741,"V330957_L628_1_P.jpg",NA,215.5117,0,0,0,0,0,0,1,65.7875,0,0,0,0,0,5,46.1736,0,NA,NA,0,NA,NA,NA,NA,712.1798,0,"V330957","L0628","P",356,431.25,14106.605,14250
742,742,"V330959_L630_1_C.jpg",NA,NA,0,0,0,0,0,0,1,149.3452,0,0,0,0,0,NA,NA,0,NA,364.022,0,NA,NA,NA,NA,704.284,NA,"V330959","L0630","C",470,317.25,10414.954,10500
