"fish_id","total_flags","flagged_measurements","C_SL","P_SL","C_CAV","P_CAV","C_DS1","P_DS1","C_DS2","P_DS2","C_DS3","P_DS3","C_LPT","P_LPT","C_PSP.L","P_PSP.L","C_PSP.R","P_PSP.R","C_TPG","P_TPG","C_ECT","P_ECT","C_CLE","P_CLE","C_PMX","P_PMX"
"V332974_L2829_1",6,"DS1, DS2, LPT, PSP.R, TPG, PMX",NA,NA,NA,NA,312.8786,409.3702,501.0808,490.306,NA,NA,203.2265,136.5284,NA,516.31,532.6922,585.9693,776.7278,862.6842,NA,604.3707,NA,585.8191,131.727,244.2294
"V333065_L2920_1",6,"DS1, DS2, PSP.L, PSP.R, ECT, CLE",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,40.4969,NA,372.5802,387.2209,500.3998,351.141,NA,128.8255
"V334376_L4200_1",6,"CAV, DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,596.1366,612.3323,0,0,0,354.7393,156.8184,177.6739,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330363_L2_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4858.5405,567.1192,NA,0,0,0,0,125.9365,0,144.8862,NA,0,0,0,0,NA,169.7528,NA,467.2387,NA,632.5219,NA,127.2792
"V330365_L4_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",2205.1,NA,NA,NA,0,0,0,0,0,65.7647,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,75.7694,NA
"V330388_L28_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330390_L30_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4194.0043,527.0319,NA,0,0,0,329.12,0,210.2189,55.1725,NA,286.531,0,274.4668,0,644.6984,NA,537.3863,NA,432.1342,NA,NA,123.3694
"V330397_L37_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2979.8156,332.7197,NA,0,0,0,0,0,0,63.3877,NA,0,0,0,0,553.1094,NA,448.2912,NA,281.3254,NA,NA,NA
"V330399_L39_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3981.3043,487.4651,NA,0,0,0,0,0,0,138.5208,NA,0,0,0,0,NA,875.7168,NA,NA,NA,361.884,NA,83.5225
"V330407_L47_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",3994.4653,NA,NA,NA,0,0,270.7028,0,0,0,NA,NA,0,0,0,0,NA,NA,739.7838,NA,789.8962,NA,NA,193.4942
"V330424_L64_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,479.7707,NA,266.3682,0,281.3965,0,186.6869,0,171.2367,NA,0,0,0,0,660.6134,NA,444.4255,NA,293.0188,NA,NA,NA
"V330458_L98_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4787.8115,NA,578.802,0,0,0,0,0,0,NA,172.676,0,0,0,0,NA,259.9461,NA,587.6402,NA,NA,240.4683,NA
"V330462_L102_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,397.5113,NA,0,0,0,0,68,0,86.8304,NA,0,0,0,0,133.0198,NA,292.7267,NA,NA,NA,NA,NA
"V330464_L104_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,126.5701,0,0,0,0,NA,172.7078,NA,327.7682,NA,NA,NA,NA
"V330468_L108_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3063.8903,NA,371.5762,0,0,0,0,0,0,NA,99.7246,0,0,0,0,NA,NA,NA,479.4372,NA,300.3748,NA,49.6588
"V330473_L113_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,535.8274,NA,0,0,0,0,120.8119,0,89.4427,NA,0,0,0,0,589.5354,NA,NA,NA,636.5532,NA,116.4818,NA
"V330474_L114_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,404.9763,0,0,0,277.2003,0,116.8418,NA,110.3087,0,0,0,0,NA,169.2572,NA,400.7842,NA,323.444,NA,67.9117
"V330481_L122_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,496.1181,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330483_L125_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,243.3927,0,109.3435,0,NA,172.7021,0,0,0,0,NA,141.5097,NA,407.8787,NA,NA,NA,NA
"V330484_L126_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,568.7825,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330490_L132_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",1954.96,NA,327.7899,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,269.0725,NA,201.1368,NA,50.9902
"V330492_L134_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3340.7893,NA,395.9624,0,0,0,0,0,0,134.7264,NA,0,0,0,0,NA,489.6897,NA,349.1361,NA,302.1672,NA,88.2836
"V330493_L135_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,466.2384,NA,0,0,0,0,135.3514,0,NA,NA,0,0,0,0,227.4379,NA,412.0777,NA,423.7924,NA,88.3629,NA
"V330494_L136_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,353.2949,NA,0,0,0,0,110.4975,0,93.1428,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,55.0727,NA
"V330495_L137_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,360.448,NA,0,0,0,0,124.4508,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330502_L144_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",3024.6443,NA,404.4059,NA,0,0,0,0,90.4489,0,84.4808,NA,0,0,0,0,148.9463,NA,360.9986,NA,356.7856,NA,77.4209,NA
"V330504_L146_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330507_L149_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,435.9136,NA,0,0,0,0,0,0,NA,82.3772,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330509_L151_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",4502.8963,NA,548.429,NA,0,0,0,0,123.4828,0,104.3072,NA,0,0,0,0,189.0608,NA,340.5877,NA,495.9032,NA,160.9969,NA
"V330533_L177_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,224.1428,0,514.389,NA,333.7664,NA,NA,429.7953,NA,NA
"V330534_L178_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",3178.021,NA,395.527,NA,0,0,0,0,93.723,0,87.2067,NA,0,0,0,0,160.8011,NA,NA,407.3046,394.4515,NA,165.4358,NA
"V330536_L180_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",1993.0931,NA,NA,257.4936,0,0,0,0,0,78,NA,76,0,0,0,0,NA,110.6345,NA,223.6605,NA,231.7585,NA,51.8845
"V330548_L193_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2973.0658,416.316,NA,0,0,0,0,0,118.8486,NA,61.6604,0,0,0,0,67.8823,NA,346.8833,NA,311.1913,NA,90.6201,NA
"V330555_L201_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",4817.1029,NA,557.2685,NA,0,0,255.8124,261.3963,210.2189,0,NA,135.8308,0,0,0,0,NA,173.9224,668.766,NA,749.8907,NA,118.4567,NA
"V330561_L209_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,476.688,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,180.4882,NA,NA,NA,NA,NA,NA
"V330562_L210_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,91.0824,0,76.0263,NA,0,0,0,0,80.6226,NA,360.0889,NA,342.5318,NA,NA,NA
"V330565_L214_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,439.0368,0,0,0,0,0,0,NA,NA,0,0,0,0,148.1891,NA,NA,561.0321,NA,560.4463,NA,150.2698
"V330568_L217_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2939.4397,NA,363.2813,0,0,0,245.5239,0,117.1537,NA,110.0227,0,0,0,0,NA,121.5648,NA,342.4865,NA,337.2432,111.3239,NA
"V330569_L218_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,421.8085,0,0,256.3201,0,127.122,0,96.0833,NA,0,0,0,0,138.9244,NA,NA,NA,NA,NA,NA,NA
"V330572_L221_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3725.8929,NA,452.879,0,0,0,0,0,0,NA,184.0435,0,0,0,0,NA,152.3155,NA,376.0851,NA,NA,NA,118.9285
"V330576_L225_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,97.949
"V330578_L227_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3887.4132,NA,513.953,0,0,0,0,0,141.4214,NA,117.7115,0,0,0,0,NA,79.196,NA,538.5908,NA,436.8066,NA,95.4149
"V330579_L228_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,540.9906,0,0,0,0,0,128.8604,NA,99.363,0,0,0,0,NA,123.1463,NA,NA,NA,NA,NA,NA
"V330583_L232_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,355.4152,0,0,0,0,0,87.4643,NA,75,0,0,0,0,NA,NA,NA,320.0031,NA,NA,59.1692,NA
"V330585_L236_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4372.1021,NA,619.8879,0,0,0,0,0,129.5531,NA,184.1738,0,0,0,0,NA,NA,554.4006,NA,621.7009,NA,NA,107.7033
"V330588_L239_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,361.989,0,0,0,0,0,89.0449,NA,153.2645,0,0,0,0,NA,127.738,NA,279.9018,NA,385.3687,NA,NA
"V330595_L246_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3314.3959,400.8361,NA,0,0,0,0,99.1615,0,105.2616,NA,0,0,0,0,NA,NA,234.5464,NA,449.9111,NA,NA,NA
"V330600_L251_2",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,545.2339,NA,461.7359,NA,NA
"V330601_L252_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,419.6419,0,0,0,0,0,147.611,NA,122.45,0,0,0,0,103.6195,NA,NA,NA,NA,NA,NA,NA
"V330603_L254_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,450.8351,0,0,0,0,0,106.4049,NA,116.4989,0,0,0,0,NA,NA,366.8787,NA,479.1701,NA,NA,163.6857
"V330612_L263_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,250.4596,NA,396.1818,NA,342.3814,NA,95.2943
"V330613_L264_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,739.4091,0,0,0,0,0,0,NA,213.3542,0,0,0,0,NA,164.4384,NA,NA,NA,NA,NA,NA
"V330615_L266_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2677.3786,NA,343.8236,0,0,0,0,0,80.4984,NA,60.6712,0,0,0,0,NA,NA,NA,399.0451,NA,384.0117,NA,57.6281
"V330618_L269_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,549.0725,0,170.5784,0,357.7555,0,117.8813,NA,121.4907,0,0,0,0,NA,203.8235,NA,427.4026,NA,381.425,NA,NA
"V330631_L285_1",5,"CAV, DS3, LPT, PSP.L, PSP.R",NA,NA,368.2553,347.5102,0,NA,0,NA,96.1041,101.6071,91.0824,88.7694,0,0,0,0,NA,NA,407.0037,NA,359.2548,NA,NA,NA
"V330637_L291_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4156.2772,NA,518.9087,0,0,0,0,105,0,NA,78.2304,0,0,0,0,NA,165.0273,NA,560.3258,NA,411.1751,NA,75.06
"V330649_L303_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,557.897,0,0,0,0,0,147.5127,NA,147.5669,0,0,0,0,251.0527,NA,NA,NA,NA,NA,NA,NA
"V330700_L358_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,363.1557,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,413.1404,NA,NA,306.6023,NA,NA
"V330703_L361_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,499.9756,NA,0,0,0,268.881,0,130.6981,NA,171.1052,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330721_L376_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4747.7287,NA,553.1735,0,0,0,281.3112,0,130.292,NA,145.9863,0,0,0,0,191.8593,NA,397.1347,NA,346.9899,NA,NA,226.4509
"V330722_L377_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,424.3018,0,248.129,NA,NA,0,0,0,0,NA,NA,NA,444.6684,NA,358.522,NA,178.3171
"V330734_L391_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,353.1235,0,0,0,0,0,86.3771,107.0794,NA,0,0,0,0,NA,135.5655,NA,364.0275,NA,287.5622,NA,69.7782
"V330735_L392_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2954.1288,NA,353.4502,0,0,0,0,0,88.2326,NA,115.4123,0,0,0,0,NA,NA,NA,413.3038,336.0268,NA,NA,112.45
"V330737_L394_1",5,"DS1, DS2, PSP.L, PSP.R, TPG",NA,NA,NA,NA,0,0,174.631,164.2346,NA,82.9759,NA,NA,0,0,0,0,175.7271,152.0855,NA,394.2005,NA,NA,NA,NA
"V330740_L397_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3644.0549,NA,400.8865,0,0,0,153.1013,0,110.6345,NA,132,0,0,0,0,NA,263.6968,NA,468.615,384.4802,NA,NA,164.9242
"V330745_L402_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,241.9331,0,0,0,0,0,60,NA,100.7174,0,0,0,0,NA,NA,NA,314.5155,NA,NA,NA,NA
"V330746_L403_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,466.9187,0,0,0,0,0,73.0548,NA,NA,0,0,0,0,NA,0,NA,NA,426.2769,NA,100.2397,NA
"V330748_L405_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",2597.3158,NA,NA,333.512,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,88.2043,NA
"V330749_L406_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,443.1177,0,0,0,398.221,0,132.8157,NA,171.2104,0,0,0,0,NA,280.3034,NA,574.1376,NA,459.2254,133.2216,NA
"V330752_L409_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3282.0014,428.2879,NA,0,0,0,0,120.1499,0,158.3161,NA,0,0,0,0,NA,NA,385.1493,NA,NA,NA,NA,NA
"V330753_L410_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,408.0476,NA,0,0,0,0,0,106.066,NA,92.4175,0,0,0,0,NA,117.1537,NA,473.8576,NA,434.762,NA,87
"V330765_L423_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4764.426,NA,692.6999,0,0,0,157.5436,0,100.02,NA,NA,0,0,0,0,NA,NA,659.4695,NA,528.8024,NA,NA,NA
"V330766_L424_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2785.2056,NA,302.878,0,0,0,237.6826,0,0,83.1865,NA,0,0,0,0,NA,302.688,NA,396.84,NA,267.32,NA,65.521
"V330770_L428_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,450.547,0,72.8629,0,269.8629,0,119.4362,NA,110.6345,0,0,0,0,NA,180.05,549.8845,NA,NA,348.3231,134.4656,NA
"V330778_L437_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,220.6173,0,110.6345,NA,NA,0,0,0,0,NA,123.6932,352.2783,NA,NA,NA,113.4372,NA
"V330780_L441_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,526.6081,0,0,288.2013,0,0,169.7056,NA,144.0312,0,0,0,0,NA,180.8978,NA,NA,NA,NA,NA,NA
"V330788_L449_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4415.0379,NA,534.8382,0,0,0,0,0,0,NA,144.7791,0,0,0,0,NA,NA,478.5917,NA,NA,NA,NA,171.2367
"V330797_L458_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,413.8178,NA,0,0,0,206.8478,0,116.7305,NA,141.7956,0,0,0,0,NA,324.6798,NA,354.0508,NA,344.8434,NA,116.8461
"V330816_L478_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,359.0796,0,0,0,0,0,142.5237,NA,107.5407,0,0,0,0,NA,159.4522,NA,300.6742,315.5709,NA,NA,130.6981
"V330818_L480_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,513.1497,0,0,0,267.1516,0,145.6468,NA,NA,0,0,0,0,NA,NA,553.1727,NA,NA,NA,93.723,NA
"V330829_L492_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,2736.9636,NA,NA,0,0,0,209.6139,0,117.3456,NA,NA,0,0,0,0,142.9405,NA,384.4216,NA,360.1999,NA,NA,NA
"V330836_L500_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,410.9691,0,0,0,239.6414,0,118.2709,NA,94.5304,0,0,0,0,155.0484,NA,NA,365.5845,336.8679,NA,NA,NA
"V330848_L515_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,510.3814,NA,0,0,0,329.3175,0,126.5701,NA,NA,0,0,0,0,NA,660.9811,NA,434.6999,NA,372.1089,NA,NA
"V330860_L528_1",5,"DS1, DS2, DS3, PSP.L, TPG",NA,4414.2261,NA,534.7884,0,0,0,0,0,116.2755,NA,124,0,318.4965,0,NA,598.6259,598.2642,NA,529.4828,NA,427.3079,139.5887,NA
"V330885_L553_2",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4093.2647,NA,567.3358,0,0,0,304.6309,0,177.6739,NA,NA,0,356.7408,0,412.6403,NA,694.0432,392.7251,NA,NA,NA,NA,NA
"V330889_L557_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,393.2481,0,0,0,0,0,102.528,NA,NA,0,0,0,0,89.1964,NA,NA,253.5843,NA,284.684,91.2414,NA
"V330909_L578_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,200.9963,NA,0,0,0,0,0,71.1552,45.607,NA,0,0,0,0,NA,68.326,191.4158,NA,157.6325,NA,NA,NA
"V330917_L586_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,504.5255,NA,0,0,0,0,0,104.9571,NA,63.6396,0,0,0,0,123.2234,NA,259.5381,NA,342.4617,NA,NA,138.2932
"V330924_L593_2",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,509.1892,NA,0,0,0,0,0,0,NA,140.3567,0,0,0,0,208.2787,NA,556.8779,NA,373.3765,NA,NA,146.8605
"V330934_L603_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,0,93.3716,80.4487,NA,84.214,0,227.2708,0,214.4575,NA,398.221,NA,216.2314,NA,297.1128,NA,86.093
"V330941_L610_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4370.8214,NA,523.7417,0,0,240.1874,282.3048,144.7791,161.2452,NA,207.1521,0,0,0,0,NA,265.149,NA,578.3425,NA,437.9224,NA,191.2067
"V330946_L615_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,198.0707,0,121.0785,0,0,99.7246,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330954_L623_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3093.252,NA,421.7636,0,0,0,0,122.4132,131.2098,NA,NA,0,0,0,0,NA,186.7619,NA,441.905,NA,389.1735,NA,164.9242
"V330957_L628_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,215.5117,0,0,0,0,0,65.7875,NA,46.1736,0,0,0,0,NA,NA,NA,NA,NA,NA,63.5295,NA
"V330961_L632_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,313.9557,0,0,185.7848,163.7681,0,89.1964,NA,NA,0,0,0,0,NA,310.7571,NA,315.913,NA,290.4892,NA,96.7471
"V330964_L635_1",5,"CAV, DS1, DS2, DS3, LPT",NA,3116.0124,400.0076,377.1958,0,0,0,0,100.5783,129.5569,173.9224,181.2457,NA,0,NA,0,NA,495.2545,NA,455.773,NA,371.8306,NA,128.2653
"V331022_L696_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4033.7179,536.146,NA,0,0,0,0,0,130.5986,NA,223.7856,0,307.6101,0,296.4321,NA,640.5248,NA,484.2644,NA,409.8975,NA,121.918
"V331045_L719_1",5,"CAV, DS1, DS2, TPG, CLE",NA,NA,432.4083,401.6932,0,85.0412,230.8246,277.0415,135.9301,NA,NA,NA,259.0444,NA,NA,281.8226,688.0211,552.6373,631.4697,NA,383.308,401.278,NA,NA
"V331047_L721_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,3333.3827,NA,412.9545,0,0,0,0,76.8375,0,153.0294,NA,0,0,0,0,NA,520.3854,NA,414.3911,NA,334.5639,NA,84.9588
"V331064_L738_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,341.8198,NA,0,0,0,0,87.0517,0,129.5222,NA,0,0,0,0,151.0761,NA,376.9032,NA,297.8473,NA,NA,123.1463
"V331107_L782_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,5299.1773,NA,646.0767,0,0,0,0,0,100,180.0444,NA,0,0,0,0,NA,144.9966,NA,540.0148,NA,NA,NA,NA
"V331164_L840_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,571.8659,0,0,128.2498,0,0,142.0422,NA,140,0,0,0,0,225.282,NA,NA,NA,NA,649.3443,NA,NA
"V331205_L883_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,292.5115,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,127.0118,294.4622,NA,NA,246.9413,NA,NA
"V331250_L929_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",4285.2398,NA,541.8263,NA,0,0,0,0,150.7846,0,NA,NA,0,0,0,0,NA,NA,NA,447.0906,NA,543.2071,169.7528,NA
"V331309_L990_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,4578.3927,NA,574.6389,0,0,205.7693,0,0,293.3939,NA,156.7195,0,0,0,0,NA,986.9316,NA,826.6075,NA,518.1062,NA,218.1559
"V331507_L1220_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",3166.1955,NA,404.176,NA,0,0,0,226.8127,0,87.2067,NA,65.8635,0,0,0,0,123.3288,NA,460.6539,NA,366.7492,NA,145.3994,NA
"V331548_L1265_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,254.3108,136.0588,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,252.4639
"V331712_L1438_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,463.1705,NA,0,0,0,0,124.0202,0,141.8908,NA,287.2647,0,273,0,NA,NA,NA,471.3767,NA,384.0052,NA,86.764
"V331752_L1479_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,545.6186,NA,0,0,0,265.9361,0,123.6932,NA,144.1249,0,369.9257,0,347.301,NA,593.4619,NA,502.3545,NA,NA,NA,NA
"V332040_L1773_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,395.285,NA,0,0,0,0,79.925,0,NA,NA,0,382.697,0,401.1596,NA,646.0248,NA,711.6832,NA,396.6926,NA,124.3101
"V332479_L2222_1",5,"DS1, TPG, ECT, CLE, PMX",NA,NA,NA,554.5656,342.415,321.9938,NA,323.2089,NA,204.9,NA,177.6288,NA,503.4918,NA,512.0156,611.1105,887.0986,538.1004,720.2777,704.5907,704.1023,232.0345,261.5645
"V332554_L2299_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,328.4935,NA,260.2153,0,378.3385,0,141.3648,0,101.2719,NA,464.2155,0,378.7611,0,NA,NA,NA,400.5197,NA,454.4007,NA,130.5067
"V333030_L2885_1",5,"DS1, DS2, DS3, PSP.L, PSP.R",NA,NA,NA,423.2957,0,0,0,0,0,117.6138,NA,NA,0,0,0,0,NA,126.1428,551.4209,NA,NA,NA,NA,NA
"V333074_L2929_1",5,"DS1, DS3, LPT, PSP.L, PSP.R",NA,NA,402.8686,NA,0,0,NA,0,113.2254,69.3397,106.9205,160.798,0,0,0,0,NA,151.2217,NA,449.7555,NA,395.9899,NA,95.0368
"V333102_L2958_1",5,"CAV, DS1, DS3, PSP.L, PSP.R",NA,NA,650.0081,541.2435,0,0,0,NA,127.3499,134.4656,NA,NA,0,0,0,0,NA,185.1513,NA,NA,NA,NA,NA,NA
"V330392_L32_1",4,"DS1, DS2, PSP.L, PSP.R",NA,NA,NA,NA,0,198.386,0,135.5323,0,NA,NA,NA,0,0,0,0,NA,723.1494,NA,631.3984,NA,627.3731,NA,161.5549
"V330405_L45_1",4,"DS1, DS2, DS3, PSP.R",4144.4853,NA,501.3472,NA,0,0,231.3871,0,0,0,145.1206,NA,0,NA,0,264.1969,657.3462,NA,551.6013,NA,454.3831,NA,100.3195,NA
"V330526_L170_1",4,"DS1, DS3, PSP.L, PSP.R",NA,NA,420.028,NA,0,0,0,NA,0,127.059,NA,100.9752,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330541_L186_1",4,"DS1, DS2, DS3, ECT",NA,NA,429.8542,NA,0,0,268.3431,0,121.0785,0,87.3613,NA,NA,0,NA,0,NA,575.013,421.4356,448.8786,NA,NA,NA,NA
"V330610_L261_1",4,"DS1, DS2, DS3, PSP.L",NA,NA,NA,483.6647,0,0,0,257.9477,0,157.035,NA,165.3269,0,357.0504,0,NA,NA,685.4524,NA,489.4507,NA,586.3139,NA,145.1206
"V330634_L288_1",4,"DS1, DS2, PSP.L, PSP.R",NA,NA,520.071,NA,0,0,0,0,NA,0,NA,NA,0,0,0,0,138.1304,NA,NA,561.2005,NA,464.6127,NA,NA
"V330702_L360_1",4,"CAV, DS1, PSP.L, PSP.R",3057.0059,NA,373.1234,426.0953,0,160.2248,0,NA,0,NA,NA,88.0909,0,0,0,0,NA,117.3882,NA,262.9373,NA,263.7347,NA,76.9675
"V330718_L373_1",4,"DS1, DS2, DS3, PSP.L",NA,NA,455.6876,NA,0,0,0,0,0,0,NA,NA,0,321.84,0,NA,NA,363.1859,NA,234,NA,288.2499,NA,138.9748
