"fish_id","C_MDS1","P_MDS1","NA_MDS1","C_MDS2","P_MDS2","NA_MDS2","C_MDS3","P_MDS3","NA_MDS3","C_MPSP","P_MPSP","NA_MPSP","C_MDS1NA","P_MDS1NA","NA_MDS1NA","C_MDS2NA","P_MDS2NA","NA_MDS2NA","C_MDS3NA","P_MDS3NA","NA_MDS3NA","C_MPSPNA","P_MPSPNA","NA_MPSPNA","C_MDF","P_MDF","NA_MDF","C_MAF","P_MAF","NA_MAF","C_MCV","P_MCV","NA_MCV","C_MAV","P_MAV","NA_MAV","C_MPT","P_MPT","NA_MPT","C_SL","P_SL","NA_SL","C_CAV","P_CAV","NA_CAV","C_DS1","P_DS1","NA_DS1","C_DS2","P_DS2","NA_DS2","C_DS3","P_DS3","NA_DS3","C_LPT","P_LPT","NA_LPT","C_PSP.L","P_PSP.L","NA_PSP.L","C_PSP.R","P_PSP.R","NA_PSP.R","C_TPG","P_TPG","NA_TPG","C_ECT","P_ECT","NA_ECT","C_CLE","P_CLE","NA_CLE","C_PMX","P_PMX","NA_PMX","C_Scale_10mm","P_Scale_10mm","NA_Scale_10mm","C_row_count","P_row_count","NA_row_count","flag_SL","flag_CAV","flag_DS1","flag_DS2","flag_DS3","flag_LPT","flag_PSP.L","flag_PSP.R","flag_TPG","flag_ECT","flag_CLE","flag_PMX","total_flags","flagged_measurements"
"V331425_L1131_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,NA,NA,0,NA,NA,NA,NA,NA,599.4242,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,86.3713,NA,NA,696.2442,NA,NA,619.4514,NA,NA,138.2462,NA,NA,645.8792,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331426_L1132_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,16,NA,NA,12,NA,NA,4,NA,NA,3513.2037,NA,NA,458.3839,NA,NA,0,NA,NA,0,NA,NA,94.8683,NA,NA,114.6298,NA,NA,0,NA,NA,0,NA,NA,147.7329,NA,NA,459.0882,NA,NA,409.3764,NA,NA,156,NA,NA,663.6784,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331427_L1113_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,7,NA,NA,16,NA,NA,14,NA,NA,4,NA,NA,2766.6848,NA,NA,325.8241,NA,NA,0,NA,NA,0,NA,NA,101.5135,NA,NA,78,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,375.7672,NA,NA,252.9901,NA,NA,NA,NA,NA,636.9954,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331427_L1133_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,14,NA,NA,4,NA,NA,NA,NA,NA,308.2377,NA,NA,0,NA,NA,0,NA,NA,77.4024,NA,NA,121.9251,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,329.983,NA,NA,288.9274,NA,NA,NA,NA,NA,644.1106,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331428_L1134_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,19,NA,NA,13,NA,NA,5,NA,NA,3184.3583,NA,NA,392.8669,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,244.7897,NA,NA,0,NA,NA,0,NA,NA,190.9188,NA,NA,352.2797,NA,NA,392.4959,NA,NA,144.0312,NA,NA,640.4069,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331430_L1137_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,8,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,401.9221,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,89.822,NA,NA,NA,NA,NA,278.1151,NA,NA,531.2702,NA,NA,452.5483,NA,NA,319.462,NA,NA,NA,NA,NA,632.0791,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331431_L1139_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,19,NA,NA,14,NA,NA,6,NA,NA,2808.1026,NA,NA,345.733,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,96.1873,NA,NA,0,NA,NA,0,NA,NA,157.8924,NA,NA,395.5452,NA,NA,327.756,NA,NA,146.5401,NA,NA,640.0133,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331432_L1140_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,225,NA,NA,72.5603,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,445.9821,NA,NA,NA,NA,NA,152.4106,NA,NA,642.8476,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331433_L1141_1",0,0,NA,0,0,NA,0,1,NA,0,2,NA,1,0,NA,1,0,NA,1,0,NA,0,0,NA,0,9,NA,0,7,NA,0,17,NA,0,9,NA,0,6,NA,NA,NA,NA,352.9618,333.7831,NA,NA,0,NA,NA,0,NA,NA,110.1454,NA,NA,114.0395,NA,0,NA,NA,0,267.4715,NA,NA,521.0077,NA,NA,432.8429,NA,NA,315.9272,NA,NA,NA,NA,645.1201,661.8044,NA,1,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"CAV, PSP.R"
"V331434_L1142_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,4,NA,NA,NA,NA,NA,360.0699,NA,NA,0,NA,NA,0,NA,NA,68.4763,NA,NA,74.0945,NA,NA,0,NA,NA,0,NA,NA,189.8552,NA,NA,412.8353,NA,NA,360.2124,NA,NA,130.8014,NA,NA,639.007,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331435_L1143_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.9651,NA,NA,NA,NA,NA,699.1223,NA,NA,646.0666,NA,NA,504.2232,NA,NA,221.0452,NA,NA,642.1121,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331436_L1144_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,0,NA,NA,17,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,346.9496,NA,NA,0,NA,NA,0,NA,NA,103.2279,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,390.2884,NA,NA,340.9457,NA,NA,100.8464,NA,NA,639.1127,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331437_L1145_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,NA,NA,11,NA,NA,4,NA,NA,NA,NA,NA,347.0625,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,120.5985,NA,NA,0,NA,NA,0,NA,NA,158.3193,NA,NA,289.8845,NA,NA,348.7492,NA,NA,93.4345,NA,NA,636.8061,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331438_L1146_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4072.0177,NA,NA,520.6951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.6254,NA,NA,176.0454,NA,NA,647.8765,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331439_L1147_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,18,NA,NA,13,NA,NA,5,NA,NA,4272.5412,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,86.8332,NA,NA,101.8676,NA,NA,0,NA,NA,0,NA,NA,573.9495,NA,NA,574.9757,NA,NA,425.9789,NA,NA,117.652,NA,NA,641.1373,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331440_L1148_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,359.1713,NA,NA,0,NA,NA,244.8183,NA,NA,133.2216,NA,NA,110.1635,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.3978,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331441_L1149_1",0,0,NA,0,1,NA,0,1,NA,0,0,NA,0,0,NA,1,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,240.3934,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,183.3576,NA,NA,432.2268,NA,NA,330.7204,422.8298,NA,NA,105.513,NA,635.2606,648.3124,NA,1,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,"DS1, PSP.L, PSP.R, CLE"
"V331442_L1150_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,17,NA,NA,13,NA,NA,5,NA,NA,4317.0953,NA,NA,530.6252,NA,NA,0,NA,NA,0,NA,NA,118.2244,NA,NA,126.321,NA,NA,0,NA,NA,0,NA,NA,192.3746,NA,NA,724.3432,NA,NA,536.0271,NA,NA,148.553,NA,NA,642.7146,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331443_L1151_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,9,NA,NA,16,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,536.6233,NA,NA,0,NA,NA,0,NA,NA,183.393,NA,NA,135.5323,NA,NA,0,NA,NA,0,NA,NA,379.7104,NA,NA,702.6023,NA,NA,NA,NA,NA,237.9286,NA,NA,649.3597,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331444_L1152_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,579.4734,NA,NA,0,NA,NA,252.0714,NA,NA,189.4043,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,308.8689,NA,NA,647.8055,NA,NA,492.4114,NA,NA,NA,NA,NA,671.6785,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331445_L1153C_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,212.1509,NA,NA,474.721,NA,NA,354.2654,NA,NA,NA,NA,NA,524.0153,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331445_L1153D_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,241.2903,NA,NA,504.5443,NA,NA,442.9955,NA,NA,208.5809,NA,NA,525.3085,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331445_L1153E_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,4001.6097,NA,NA,512.1765,NA,NA,0,NA,NA,0,NA,NA,99.3579,NA,NA,90.6863,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,492,NA,NA,160.9969,NA,NA,528.3787,NA,NA,3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331446_L1154_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,17,NA,NA,12,NA,NA,4,NA,NA,3459.5584,NA,NA,441.5477,NA,NA,0,NA,NA,109.8362,NA,NA,105.6788,NA,NA,105.603,NA,NA,0,NA,NA,0,NA,NA,157.6325,NA,NA,565.4167,NA,NA,464.6203,NA,NA,160,NA,NA,700.5598,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331447_L1155_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,7,NA,NA,17,NA,NA,12,NA,NA,5,NA,NA,4115.8201,NA,NA,519.3337,NA,NA,0,NA,NA,0,NA,NA,148.4857,NA,NA,138.1014,NA,NA,0,NA,NA,392.3264,NA,NA,684.2923,NA,NA,561.8256,NA,NA,431.648,NA,NA,176.0454,NA,NA,688.5695,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331449_L1157_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,6,NA,NA,18,NA,NA,0,NA,NA,4,NA,NA,3780.1714,NA,NA,491.0702,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,188.3826,NA,NA,0,NA,NA,0,NA,NA,173.6663,NA,NA,407.8627,NA,NA,476.4032,NA,NA,151.4199,NA,NA,696.6089,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331450_L1158_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1153,NA,NA,NA,NA,NA,192.333,NA,NA,301.7018,NA,NA,557.2073,NA,NA,486.5224,NA,NA,NA,NA,NA,220.327,NA,NA,693.432,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331451_L1159_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,11,NA,NA,5,NA,NA,4617.7432,NA,NA,528.3289,NA,NA,0,NA,NA,NA,NA,NA,112.9292,NA,NA,102.1763,NA,NA,NA,NA,NA,NA,NA,NA,789.8607,NA,NA,477.0377,NA,NA,498.271,NA,NA,186.3867,NA,NA,697.0466,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331452_L1160_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,533.654,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,180.6239,NA,NA,435.6202,NA,NA,375.5875,NA,NA,114.0395,NA,NA,693.1234,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331453_L1161_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,11,NA,NA,4,NA,NA,NA,NA,NA,560.7728,NA,NA,0,NA,NA,0,NA,NA,128.8099,NA,NA,116.0689,NA,NA,0,NA,NA,0,NA,NA,191.0393,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,679.8235,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331454_L1162_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,211.4048,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,282.0284,NA,NA,334.903,NA,NA,274.6125,NA,NA,106.0754,NA,NA,682.6419,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331455_L1163_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,446.4801,NA,NA,0,NA,NA,0,NA,NA,105.5462,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.1861,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331457_L1165_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,7,NA,NA,17,NA,NA,12,NA,NA,6,NA,NA,3415.6143,NA,NA,469.7225,NA,NA,0,NA,NA,283.7816,NA,NA,120.1499,NA,NA,137.6735,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,480.2999,NA,NA,417.5608,NA,NA,104.1393,NA,NA,707.7457,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331458_L1166_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,7,NA,NA,10,NA,NA,17,NA,NA,13,NA,NA,5,NA,NA,3462.1612,NA,NA,442.4854,NA,NA,0,NA,NA,382.3349,NA,NA,NA,NA,NA,133.6862,NA,NA,0,NA,NA,0,NA,NA,187.6273,NA,NA,614.8333,NA,NA,486.7854,NA,NA,78.2304,NA,NA,694.6654,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331459_L1167_1",0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,1,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,7,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,649.1422,NA,0,0,NA,0,0,NA,135.4843,0,NA,191.0183,NA,NA,0,0,NA,0,0,NA,NA,161.1366,NA,NA,NA,NA,664.7255,524.2452,NA,140.8687,NA,NA,690.6113,696.1358,NA,1,2,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6,"DS1, DS2, DS3, PSP.L, PSP.R, CLE"
"V331461_L1169_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,18,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,558.4163,NA,NA,0,NA,NA,0,NA,NA,132.9662,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.767,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331462_L1170_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,509.8159,NA,NA,0,NA,NA,0,NA,NA,92.6121,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.8952,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331463_L1171_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,159.8499,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,228.8056,NA,NA,776.134,NA,NA,NA,NA,NA,216.3331,NA,NA,683.3447,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331464_L1172A_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,18,NA,NA,11,NA,NA,4,NA,NA,2217.5915,NA,NA,249.053,NA,NA,82.4621,NA,NA,194.6484,NA,NA,109.1788,NA,NA,78.6384,NA,NA,0,NA,NA,0,NA,NA,85.1587,NA,NA,297.8926,NA,NA,304.1381,NA,NA,53.3667,NA,NA,689.9768,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331464_L1172B_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,19,NA,NA,11,NA,NA,4,NA,NA,3669.3869,NA,NA,483.0834,NA,NA,0,NA,NA,NA,NA,NA,113.1371,NA,NA,105.9056,NA,NA,0,NA,NA,0,NA,NA,276.029,NA,NA,369.3887,NA,NA,466.0644,NA,NA,98.387,NA,NA,699.8057,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331465_L1173_1",0,0,NA,1,1,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,295.7854,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,204.7926,NA,NA,NA,499.7409,NA,NA,403.1178,NA,NA,135.7645,NA,685.9738,701.3651,NA,1,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DS1, PSP.L, PSP.R"
"V331466_L1174_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,5,NA,NA,18,NA,NA,8,NA,NA,0,NA,NA,1555.3173,NA,NA,193.6466,NA,NA,0,NA,NA,59.2284,NA,NA,70.9366,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,130.6139,NA,NA,220.2907,NA,NA,56.6039,NA,NA,691.8092,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
