n,ID,SL,CAV,MDS1,DS1,MDS1NA,MDS2,DS2,MDS2NA,MDS3,DS3,MDS3NA,MDF,MAF,MCV,MAV,MPT,LPT,MPSP,PSP-L,PSP-R,MPSPNA,TPG,ECT,CLE,PMX,Scale_10mm
2634,V332809_L2664_1_P.jpg,,673.4087,0,,0,0,,0,1,,0,7,0,0,0,0,,0,,,0,,,,247.9355,752.2659
2635,V332810_L2665_1_P.jpg,4293.9903,573.9136,0,,0,0,,0,1,26.4659,0,8,0,0,0,5,91.3893,0,,,0,,,,,740.5187
2636,V332812_L2667_1_P.jpg,4594.468,495.2077,0,,0,0,,0,1,152.8398,0,7,7,18,11,4,121.6553,0,,,0,146.8605,698.2722,661.5497,149.7732,
2637,V332812_L2667_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,742.159
2638,V332813_L2668_1_C.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,689.1618,604.053,214.8488,742.5039
2639,V332814_L2669_1_P.jpg,,,0,,0,0,,0,1,133.9627,0,0,0,0,0,0,,0,,,0,,,,,748.5406
2640,V332815_L2670_1_P.jpg,3073.4323,370.3306,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
2641,V332815_L2670_1_P.jpg,,,0,,0,1,300.6742,0,1,106.066,0,8,7,17,14,5,144.281,0,,,0,,504.0804,,116.6919,742.553
2642,V332816_L2671_1_P.jpg,4709.174,599.7651,1,441.1077,0,1,435.4124,0,1,173.2974,0,8,9,17,11,5,156.0513,2,472.0678,433.8479,0,844.0853,621.1731,570.0947,230.8246,
2643,V332816_L2671_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,743.1178
2644,V332817_L2672_1_P.jpg,,468.7619,0,,0,0,,0,1,93.145,0,10,0,17,0,0,159.6778,0,,,0,190.683,,,,729.0062
2645,V332818_L2673_1_P.jpg,,493.6546,1,339.7558,0,1,424.5292,0,1,187.1817,0,0,0,17,0,5,165.2453,2,528.9282,515.0311,0,,,,,
2646,V332818_L2673_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,812.69,,,,687.3209
2647,V332819_L2674_1_P.jpg,4605.4611,536.6203,1,361.884,0,1,474.721,0,1,193.8659,0,9,0,17,12,4,288.2499,2,579.2271,,0,812.7386,763.7905,505.0782,170.8801,757.2265
2648,V332820_L2675A_1_P.jpg,3746.3604,454.6255,0,,0,0,,0,0,,0,0,0,19,0,0,,0,,,0,,464.1551,631.2527,161.8394,659.6241
2649,V332820_L2675B_1_P.jpg,,436.0988,0,,0,0,,0,0,,0,10,9,17,0,0,,0,,,0,,,,,657.6093
2650,V332821_L2676_1_P.jpg,,,1,398.8985,0,1,472.8975,0,1,224.5707,0,0,0,0,0,0,,2,,,0,,688.2093,642.4204,200.04,743.8925
2651,V332822_L2675_1_P.jpg,4467.7905,518.0847,0,,0,0,,0,1,130.2306,0,10,8,17,0,5,140.2284,0,,,0,116,459.1645,453.2725,174.9514,785.2337
2652,V332822_L2677_1_P.jpg,2955.4888,366.4699,0,,0,0,,0,1,80.7217,0,8,6,0,13,5,89.0449,0,,,0,,450.8492,390.6917,118.072,748.3963
2653,V332823_L2678_1_P.jpg,,503.8118,0,,0,0,,0,0,,1,0,0,0,0,0,129.0271,0,,,0,,,,,746.1608
2654,V332824_L2679_1_P.jpg,,507.128,0,,0,0,,0,1,153.1176,0,8,0,0,0,5,174,0,,,0,170.4729,,630.6925,,769.6038
2655,V332825_L2680_1_P.jpg,,425.3547,1,401.9664,0,1,487.1191,0,1,189.8552,0,9,0,0,0,0,206.826,2,520.2471,,0,913.6219,,585,,736.0523
2656,V332826_L2681_1_P.jpg,,,1,390.5483,0,1,594.0774,0,1,266.8333,0,0,0,0,0,0,,2,589.5354,,0,914.9164,,,,713.9524
2657,V332828_L2683_1_P.jpg,,320.8333,1,152.9706,0,1,,0,1,,0,0,9,19,12,0,,2,414.6613,346,0,548.3648,357.7709,298.4292,,671.3151
2658,V332829_L2684A_1_P.jpg,4488.3868,512.9171,0,,0,0,,0,1,100,0,8,0,17,13,5,84.3801,0,,,0,,481.3315,476.4032,220.327,736.8799
2659,V332829_L2684B_1_P.jpg,4459.3686,532.7071,0,,0,0,,0,1,117.0385,0,9,8,17,13,5,144.1249,0,,,0,,555,492.6033,228.7094,
2660,V332829_L2684B_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,739.1942
2661,V332830_L2685_1_P.jpg,4412.0653,545.6373,0,,0,1,93.723,0,1,188.6796,0,9,8,18,0,5,202.5438,2,428.747,480.2832,0,1056.2803,631.8101,548.744,186.0753,744.5267
2662,V332831_L2686_1_P.jpg,5243.738,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
2663,V332831_L2686_1_P.jpg,,623.7055,0,,0,0,,0,0,,0,9,8,17,14,5,138.5208,0,,,0,288.562,677.6614,685.0584,,
2664,V332831_L2686_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,766.4281
2665,V332832_L2687_1_P.jpg,,656.8059,0,,0,0,,0,1,143.5618,0,10,8,16,0,0,171.4205,0,,,0,,,,,757.0588
2666,V332834_L2689_1_P.jpg,3976.5754,494.206,1,279.0842,0,1,334.903,0,1,166.5173,0,0,0,0,11,4,173.8505,2,423.7924,,0,772.7458,429.1946,495.2898,,609.8918
2667,V332835_L2690_1_P.jpg,4263.8071,511.786,0,,0,0,,0,1,107.4802,0,0,0,0,0,4,140.0571,0,,,0,,619.9355,487.2946,144.0555,
2668,V332835_L2690_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,760.3789
2669,V332836_L2691_1_P.jpg,2538.5665,363.5901,1,324.7214,0,1,362.6844,0,1,139.2695,0,9,7,16,0,4,48.7032,2,409.3556,390.0564,0,488.2008,329.4602,383.7186,,763.036
2670,V332837_L2692_1_C.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,123.3288,415.8654,491.1395,165.463,768.2109
2671,V332837_L2692_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,483.6238,543.3415,182.3952,770.6621
2672,V332838_L2693_1_P.jpg,3218.1835,405.849,0,,0,0,,0,0,,0,9,7,17,18,2,,0,,,0,,410.6824,,,
2673,V332838_L2693_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,403.2183,183.6627,603.0075
2674,V332839_L2694_1_P.jpg,4288.8544,499.2971,0,,0,0,,0,0,,0,0,0,17,12,5,96.7471,0,,,0,,597.0863,558.6842,92.7793,761.0519
2675,V332840_L2695_1_P.jpg,,499.2762,0,,0,0,,0,1,104.7855,0,0,0,0,0,5,84.0536,0,,,0,189.8552,,,208.3867,760.2855
2676,V332841_L2696_1_P.jpg,3431.545,444.0796,0,,0,0,,0,1,93.1933,0,0,0,15,14,5,128.2653,0,,,0,,505.747,495.0727,87.2067,748.3963
2677,V332842_L2697_1_P.jpg,4260.9088,527.0656,0,,0,0,,0,1,67.0522,0,9,7,15,12,5,141.7604,0,,,0,,600.3332,771.7513,221.8829,760.1684
2678,V332843_L2698_1_C.jpg,3195.0394,393.4524,0,,0,0,,0,1,53.4135,0,0,7,0,12,4,82.5409,0,,,0,,,412.5736,152.9706,648.0278
2679,V332843_L2698_1_P.jpg,3230.8384,410.5551,0,,0,0,,0,1,104.9571,0,0,0,15,13,4,112.0089,0,,,0,,,,,
2680,V332843_L2698_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,563.7606,485.4163,,637.3853
2681,V332844_L2699_1_C.jpg,,451.2724,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,745.8002
2682,V332844_L2699_1_P.jpg,3504.0205,464.2143,0,,0,0,,0,1,112.0089,0,7,7,17,12,7,75.9539,0,,,0,102.6158,,470.4551,178.3171,746.7289
2683,V332845_L2700_1_P.jpg,,420.9852,0,,0,0,,0,1,74.6726,0,8,0,0,13,5,81.0432,0,,,0,151.1688,419.7618,399.6999,101.9804,757.8074
2684,V332846_L2701_1_P.jpg,,552.5292,0,,0,0,,0,0,,0,0,0,0,0,5,105.513,0,,,0,240.6928,596.5853,597.7458,237.1708,642.8476
2685,V332847_L2702_1_P.jpg,2865.2654,316.5937,0,,0,0,,0,1,93.4345,0,0,0,18,12,5,102.3963,0,,,0,,388.4044,312.0577,88.8426,764.5469
2686,V332848_L2703_1_P.jpg,3341.5974,,0,,0,0,,0,1,87.4643,0,0,0,0,0,5,102.0441,0,,,0,145.9863,515.4852,473.0877,182.5075,748.1798
2687,V332849_L2704_1_P.jpg,,,0,,0,0,,0,1,93.1933,0,0,0,0,0,0,,0,,,0,,464.7967,616.0601,133.2216,702.5895
2688,V332850_L2705_1_P.jpg,1605.6151,,0,,0,0,,0,1,42.4264,0,0,0,0,0,0,,0,,,0,,170.2939,206.7365,,743.1178
2689,V332851_L2706_1_P.jpg,3535.7924,420.196,1,93.145,0,1,284.1778,0,1,84.8528,0,8,8,17,14,6,147.0918,0,,,0,,392.5876,478.5917,186.0967,753.3107
2690,V332852_L2707_1_P.jpg,3737.5607,,0,,0,0,,0,0,,0,0,0,17,12,5,120.0666,0,,,0,,457.4188,535.7163,136.7041,649.4921
2691,V332853_L2708_1_P.jpg,4616.1629,565.9939,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
2692,V332853_L2708_1_P.jpg,,,0,,0,0,,0,1,184.3909,0,0,0,17,12,5,136,0,,,0,118.4567,600.8261,586.597,210.2189,744.2688
2693,V332854_L2709_1_P.jpg,,709.5867,0,,0,0,,0,1,88.3629,0,0,9,0,13,5,120.3329,0,,,0,296.9714,636.704,656.8044,,727.6483
2694,V332855_L2710_1_P.jpg,3453.2698,443.6454,0,,0,0,,0,0,,0,0,8,16,10,4,80.7775,0,,,0,252.3569,444.4963,452.5925,108.4159,762.3602
2695,V332856_L2711_1_P.jpg,,472.6838,0,,0,0,,0,1,83.678,0,0,0,0,0,0,,0,,,0,,339.2123,413.1404,,710.7215
2696,V332857_L2712_1_C.jpg,,,0,,0,1,208.5809,0,1,79.2023,0,0,0,0,0,0,,0,,,0,270.749,484.8226,,,
2697,V332857_L2712_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,774.5812
2698,V332857_L2712_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,7,118.3765,0,,,0,,,,,
2699,V332857_L2712_1_P.jpg,,385.4682,0,,0,0,,0,0,,0,0,0,18,0,0,93.4345,0,,,0,213.3378,460.1847,,,771.0525
2700,V332858_L2713_1_P.jpg,,629.0111,1,243.3105,0,1,489.7183,0,1,209.8762,0,0,0,17,0,0,,2,609.078,,0,,808.0396,639.3246,,789.9873
2701,V332860_L2715_1_P.jpg,,708.7535,0,,0,0,,0,0,,1,0,7,0,0,0,,0,,,0,254.0551,,781.3834,339.2462,784.9484
2702,V332861_L2716_1_P.jpg,4443.9352,557.6639,0,,0,0,,0,1,127.3106,0,10,8,16,11,5,130.7823,0,,,0,245.5687,624.3332,,167.4754,784.6528
2703,V332862_L2717_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,198.0909,366.0123,530.6015,,
2704,V332862_L2717_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,768.3808
2705,V332863_L2718_2_P.jpg,,533.3381,0,,0,0,,0,1,98.0612,0,9,7,0,14,5,126.4911,0,,,0,,599.7333,545.2486,186.7619,785.9975
2706,V332864_L2719_1_P.jpg,4540.4493,574.2314,0,,0,0,,0,1,80.399,0,0,9,16,14,6,96.1665,0,,,0,123.4828,456.1579,625.5494,,
2707,V332864_L2719_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,120,
2708,V332864_L2719_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,753.0631
2709,V332866_L2721_1_P.jpg,,506.7846,1,383.308,0,1,440.1011,0,1,161.4714,0,0,0,0,0,5,195.0231,0,,,0,,366,,,771.2101
2710,V332866_L2721_2_P.jpg,,476.7229,0,,0,0,,0,0,,1,0,0,0,18,0,,0,,,0,803.8408,441.6877,406.133,,760.0105
2711,V332867_L2722_1_P.jpg,,605.8035,0,,0,0,,0,1,106.827,0,0,0,0,0,4,176.4653,0,,,0,190.5886,,,,749.1896
2712,V332869_L2724_1_P.jpg,,422.9084,1,,0,1,439.6089,0,1,159.7623,0,0,0,0,0,6,110.1635,2,446.7303,,0,702.524,380.7466,452.0973,,746.0107
2713,V332870_L2725_1_P.jpg,,560.6797,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,228.9651,,,,770.4804
2714,V332871_L2726_1_P.jpg,,579.7524,0,,0,0,,0,1,87.7268,0,0,0,0,0,4,110.6345,0,,,0,,,,,753.8806
2715,V332872_L2727_1_P.jpg,,416.3008,0,,0,0,,0,1,107.629,0,9,8,16,13,7,102.8397,0,,,0,144.9966,463.3962,667.4728,,
2716,V332872_L2727_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,761.5143
2717,V332873_L2728_1_P.jpg,,478.1927,0,,0,0,,0,1,,0,0,0,0,0,0,93.1933,2,408.5401,459.5487,0,804.677,450.14,557.0718,,780.4845
2718,V332874_L2729_1_P.jpg,5456.1085,720.452,0,,1,1,408.0441,0,1,180.4993,0,9,9,15,13,0,201.2461,2,565.5617,,0,,800.1625,750.5758,196.1734,762.3779
2719,V332875_L2730_1_P.jpg,,439.7607,0,,0,1,120.9339,0,1,88.8426,0,9,8,17,0,0,106.066,0,,,0,240.1874,,,,765.0941
2720,V332876_L2731_1_P.jpg,3586.9274,391.8395,0,,0,0,,0,1,108.6646,0,0,0,0,0,0,,0,,,0,,577.0269,669.8059,96.3328,743.1178
2721,V332877_L2732_1_P.jpg,,538.8504,0,,0,0,,0,0,,1,9,8,0,12,0,,0,,,0,342.0132,,,,756.9042
2722,V332879_L2734_1_P.jpg,,,0,,0,0,,0,1,66.2722,0,0,0,0,0,0,135.9301,0,,,0,162.3884,,701.1084,,762.1476
2723,V332880_L2735_1_P.jpg,,505.4714,1,325.5764,0,1,409.8975,0,1,192.3746,0,11,8,19,0,4,150.7846,2,523.6946,574.4006,0,,634.7409,545.2339,181.945,672.7615
2724,V332881_L2736_1_P.jpg,3776.7648,446.7528,1,300.2932,0,1,411.3004,0,1,164.4384,0,10,8,19,12,6,168.7602,0,,,0,805.7096,684.9467,616.4674,121.8524,680.4234
2725,V332882_L2737_1_P.jpg,3372.0013,,1,236.1631,0,1,,0,1,3,1,0,9,0,0,5,117.1537,2,321.0561,,0,672.6492,531.686,,130.2498,660.1704
2726,V332890_L2745_1_P.jpg,4812.2918,581.3052,0,,0,0,,0,1,109.252,0,9,7,15,14,4,101.2719,0,,,0,188.0425,615.8052,706.9031,159.6997,748.0963
2727,V332891_L2746_1_P.jpg,,553.8571,0,,0,0,,0,1,122.4418,0,8,0,0,14,6,156.4609,2,636.9929,,0,,,,,779.5178
2728,V332892_L2747_1_P.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,582.4946,589.4218,0,,,,,757.552
2729,V332893_L2748_1_C.jpg,3515.0605,434.3521,1,345.365,0,1,391.8418,0,1,120.9339,0,8,0,17,0,4,198,2,354.8126,368.402,0,,,,126.5701,756.0238
2730,V332894_L2749_1_P.jpg,,685.0189,1,308.1039,0,1,452.5483,0,1,196.652,0,9,8,17,0,6,204.0392,2,527.4694,,0,1020.1255,768.8433,646.5787,,755.4389
2731,V332895_L2750_1_P.jpg,,604.2712,1,397.7801,0,1,531.6014,0,1,110.3087,0,0,0,17,0,5,131.7953,2,,,0,,561.008,,,786.2061
2732,V332896_L2751_1_P.jpg,,492.6756,1,361.7955,0,1,348.633,0,1,185.5398,0,0,0,18,13,5,214.0327,2,,404.2994,0,663.8614,,,,756.0119
2733,V332897_L2752_1_P.jpg,3175.4094,417.1959,0,,0,0,,0,1,118.3765,0,0,0,17,0,4,,0,,,0,,,,,
2734,V332897_L2752_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,84.8528,0,,,0,,,,,769.3172
2735,V332899_L2754_1_P.jpg,,669.781,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,140.684,812.3251,782.3043,207.5379,754.0504
2736,V332901_L2756_1_P.jpg,4704.5051,564.9524,1,279.428,0,1,375.6807,0,1,182.1648,0,9,8,18,11,4,203.8431,2,463.6723,,0,668.3712,757.7335,581.4465,163.2176,772.0725
2737,V332902_L2757_1_C.jpg,3429.6207,337.6539,0,,0,0,,0,1,93.1933,0,0,0,0,0,7,75.9539,0,,,0,,,380.2907,88.6397,757.8192
2738,V332903_L2758_1_C.jpg,,508.2457,0,,1,1,459.0773,0,1,191.7081,0,8,8,20,0,0,,0,,,1,,,,,752.6805
2739,V332903_L2758_1_P.jpg,,,0,,1,1,483.7355,0,1,114.826,0,9,0,0,0,0,,0,,,1,,,,,768.1465
2740,V332904_L2759_1_P.jpg,,641.7817,0,,0,0,,0,1,142.6184,0,10,0,15,0,0,166.6283,0,,,0,,,,,760.9895
2741,V332905_L2760_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,545.1917,134.3317,765.2117
2742,V332906_L2761_1_P.jpg,5603.7109,,0,,0,0,,0,1,133.2216,0,10,0,0,0,0,100.5783,0,,,0,,583.6523,723.5226,282.7808,759.2905
2743,V332907_L2762_1_P.jpg,4232.2287,478.2818,0,,0,0,,0,1,62.6099,0,7,0,0,0,0,,0,,,0,,,,92.0869,748.5239
2744,V332908_L2763_1_P.jpg,,459.7697,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,,
2745,V332908_L2763_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,756.0106
2746,V332909_L2764_1_P.jpg,,381.7623,0,,0,0,,0,1,127.4559,0,0,0,0,16,5,87,0,,,0,114.3547,443.1986,467.9327,166.3851,755.3152
2747,V332912_L2767_1_P.jpg,,502.7187,0,,0,0,,0,1,115.3776,0,9,8,18,12,5,127.122,0,,,0,154.5057,604.4766,547.781,,755.8307
2748,V332914_L2769_1_P.jpg,,540.0943,0,,0,1,,0,1,93.4345,0,0,0,0,0,0,118.3765,0,,,0,235.9343,437.3214,440.5814,,762.2126
2749,V332916_L2771_1_P.jpg,3462.7486,411.4115,1,200.5517,0,1,315.7847,0,1,138.2932,0,7,7,17,13,6,114,2,329.3175,367.2397,0,631.32,481.133,377.1538,139.5564,669.3295
2750,V332917_L2772_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,406.0985,,,
2751,V332917_L2772_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,763.6387
2752,V332918_L2773_1_P.jpg,,597.4361,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,,630.2928
2753,V332919_L2774_1_P.jpg,,,0,,1,1,435.4124,0,1,189.0608,0,0,0,0,0,0,93.3809,2,544.7789,,0,,534.5353,,181.0193,754.9305
2754,V332920_L2775_1_P.jpg,,,0,,0,0,,0,1,112.2854,0,0,0,0,0,0,95.0789,0,,,0,173.5281,568.8023,,,713.2685
2755,V332921_L2776_1_P.jpg,2580.9225,312.5015,0,,0,0,,0,1,104.0096,0,8,9,0,0,5,99.4082,0,,,0,,357.8449,383.8151,117.8813,789.0253
2756,V332923_L2778_1_P.jpg,,442.4171,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,,519.1387,411.8313,,749.0694
2757,V332925_L2780_1_P.jpg,,635.8406,0,,0,0,,1,0,,1,0,7,0,0,0,,0,,,0,233.7884,726.7744,,,744.1512
2758,V332926_L2781_1_C.jpg,,405.7624,1,286.3564,0,1,378.3385,0,1,157.0987,0,0,0,0,0,6,169.4344,2,359.8944,438.4199,0,683.1252,516.8288,432.0046,,736.3912
2759,V332926_L2781_1_P.jpg,,445.3758,1,299.234,0,1,369,0,1,140.6165,0,0,0,0,0,0,,2,,,0,,,,157.8924,745.4562
2760,V332927_L2782_1_P.jpg,,532.4017,0,,0,0,,0,1,98.7927,0,11,0,0,12,6,128.5613,0,,,0,288.555,524.9762,,236.9135,740
2761,V332928_L2783_1_P.jpg,3316.8456,442.8821,0,,0,0,,0,1,101.5135,0,7,0,17,12,4,183.393,0,,,0,,454.6757,439.1184,,
2762,V332928_L2783_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,80.7775,738.4937
2763,V332929_L2784_1_P.jpg,,476.9611,0,,0,1,227.4071,0,1,164.2346,0,8,7,0,0,0,107.7079,2,154.8709,,0,,,,,743.8367
2764,V332931_L2786_1_P.jpg,,609.9874,1,491.3502,0,1,,0,1,207.7811,0,10,8,0,0,0,,2,472.4119,480.2343,0,842.8719,,,,756.482
2765,V332932_L2787_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,166.4121,483.9215,495.2272,,747.5721
2766,V332933_L2788_1_P.jpg,,580.1226,1,392.255,0,1,506.6093,0,1,195.9209,0,0,0,0,0,0,,2,534.1095,,0,1001.991,736.9566,613.2047,,740.9453
2767,V332934_L2789_1_P.jpg,,545.1658,0,,0,0,,0,1,24.1868,0,0,0,0,0,4,129.5222,0,,,0,,,,,753.0239
2768,V332935_L2790_1_P.jpg,,645.3185,0,,0,0,,0,1,116.2755,0,11,8,19,0,0,81.5843,0,,,0,,,,,749.8053
2769,V332936_L2791_1_P.jpg,3050.057,387.2635,0,,0,0,,0,0,,0,9,0,17,14,4,78.5175,0,,,0,141.0319,398.0176,425.8415,,740.1979
2770,V332937_L2792_1_P.jpg,,449.4812,0,,0,0,,0,1,99.0454,0,8,8,17,13,5,135.5323,0,,,0,,,,,739.3463
2771,V332938_L2793_1_P.jpg,,562.8596,0,,0,0,,0,1,78.7464,0,0,0,0,0,0,,0,,,0,291.3863,432.0417,729.8637,,690.2934
2772,V332939_L2794_1_P.jpg,,539.6052,0,,0,0,,0,1,110.6345,0,9,0,16,12,4,160.9969,0,,,0,,,,,732.5469
2773,V332940_L2795_1_P.jpg,,496.3206,1,409.695,0,1,446.8389,0,1,197.2258,0,7,0,18,13,5,219.1849,2,396.1023,,0,819.1978,,,,732.8847
2774,V332943_L2798_1_P.jpg,,310.0002,0,,0,0,,0,1,103.9423,0,9,9,18,15,6,138.5208,0,,,0,102.3914,300.5329,408.0882,,748.2513
2775,V332944_L2799_1_P.jpg,,472.6393,1,333.7664,0,1,404.9691,0,1,186.9438,0,9,10,18,0,4,148.0811,2,452.7339,,0,,,,,728.1566
2776,V332946_L2801_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,184.954,236.8459,431.4255,120.0666,730.6436
2777,V332947_L2802_1_P.jpg,,512.0377,1,257.8992,0,1,444.7921,0,1,220.6173,0,8,8,18,0,5,142.0422,2,472.6098,374.9773,0,783.5203,623.7564,652.9931,,718.7767
2778,V332949_L2804_1_P.jpg,,616.3644,0,,1,1,444.6684,0,1,,0,7,0,0,0,0,,2,504.8921,514.0603,0,866.299,703.946,538.9323,,734.9694
2779,V332950_L2805_1_P.jpg,,683.2538,0,,0,0,,0,1,170.552,0,0,0,0,13,5,239.3658,0,,,0,237.7562,716.7147,,254.2754,749.026
2780,V332951_L2806_1_P.jpg,,634.9324,0,,0,0,,0,1,162.8251,0,10,8,17,11,0,159.2482,0,,,0,186.4618,,,,748.2887
2781,V332952_L2807_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,237.2277,,,,738.6095
2782,V332953_L2808_1_P.jpg,,655.2315,1,,0,1,652.9931,0,1,212.0377,0,0,0,0,15,7,203.2142,2,,,0,661.211,846.9144,670.4029,,697.3894
2783,V332954_L2809_1_P.jpg,,538.9653,1,374.3635,0,1,395.6476,0,1,218.6916,0,0,0,0,0,0,,2,524.3825,552.269,0,924.9832,557.3545,694.4012,181.2209,999.2207
2784,V332955_L2810_1_P.jpg,,484.684,0,,0,1,277.3337,0,1,93.1933,0,0,0,0,12,6,120,0,,,0,,645.3069,475.1947,,736.8039
2785,V332956_L2811_1_P.jpg,,497.8623,0,,0,0,,0,1,113.4372,0,9,9,16,0,0,91.214,0,,,0,,,,,652
2786,V332957_L2812_1_P.jpg,6020.392,686.2958,0,,0,0,,0,1,117.0982,0,9,9,19,10,5,169.1863,0,,,0,,,563.6453,252.7924,754.6549
2787,V332958_L2813_1_P.jpg,4409.8526,640.282,1,388.1855,0,1,412.4852,0,1,197.5854,0,0,0,0,0,5,184.3909,2,522.9608,507.2908,0,875.3057,673.4389,667.8922,,734.3024
2788,V332960_L2815_1_P.jpg,3417.4583,419.6848,0,,0,0,,0,1,92.6607,0,0,0,17,13,5,93.4345,0,,,0,,266.3081,476.1029,130.2498,645.1116
2789,V332962_L2817_1_P.jpg,,442.0745,0,,0,0,,0,1,124.5793,0,8,0,16,0,6,119.8165,0,,,0,249.0703,,,,736.2853
2790,V332963_L2818_1_P.jpg,,415.1583,0,,0,1,223.8772,0,1,108.2081,0,9,0,15,0,0,83.5703,0,,,1,,,,,720.9119
2791,V332964_L2819_1_P.jpg,3234.4397,372.1961,0,,0,0,,0,1,110.0545,0,9,0,19,11,0,91.214,0,,,0,,203.8431,,75.1532,729.4491
2792,V332965_L2820_1_P.jpg,,593.8098,0,,0,0,,0,1,103.5761,0,7,10,0,12,4,173.0665,0,,,0,175.6474,535.9179,613.9088,,
2793,V332965_L2820_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,744.8946
2794,V332966_L2821_1_P.jpg,4733.7309,506.2238,0,,0,1,232.723,0,1,,0,0,0,18,0,6,,0,,,0,159.6997,628.3184,512.3905,,
2795,V332966_L2821_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,202.3858,730.4683
2796,V332967_L2822_1_P.jpg,,633.976,1,408.7053,0,1,485.5842,0,1,200.639,0,0,0,0,0,0,,2,,,0,,861.6264,,,
2797,V332967_L2822_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,668.9694
2798,V332968_L2823_2_P.jpg,,345.8247,0,,0,0,,0,1,92.1954,0,0,0,0,13,4,62.0322,0,,,0,,366.1912,297.3214,73.7564,730.8871
2799,V332969_L2824_1_P.jpg,3366.805,402.7062,0,,0,1,159.2985,0,1,76.4199,0,0,0,17,14,5,92.3472,0,,,0,145.3823,352.9306,314.5537,127.0945,743.0242
2800,V332970_L2825_1_P.jpg,,505.4772,1,441.4703,0,1,478.0795,0,1,181.593,0,0,0,0,12,5,196.0408,2,412.6403,,0,1050.2038,535.3728,608.4866,118.1863,672.4284
2801,V332971_L2826_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,386.9884,459,169.3871,725.2434
2802,V332973_L2828_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,206.6495,662.1178,,152.8398,713.6161
2803,V332974_L2829_1_C.jpg,,,1,312.8786,0,1,501.0808,0,1,,0,0,0,0,13,5,203.2265,2,,532.6922,0,776.7278,,,131.727,672.1674
2804,V332974_L2829_1_P.jpg,,,1,409.3702,0,1,490.306,0,1,,0,0,0,0,0,5,136.5284,2,516.31,585.9693,0,862.6842,604.3707,585.8191,244.2294,664.1084
