n,ID,SL,CAV,MDS1,DS1,MDS1NA,MDS2,DS2,MDS2NA,MDS3,DS3,MDS3NA,MDF,MAF,MCV,MAV,MPT,LPT,MPSP,PSP-L,PSP-R,MPSPNA,TPG,ECT,CLE,PMX,Scale_10mm
2461,V332616_L2467_1_P.jpg,,456.0355,1,124.4508,0,1,430.4602,0,1,216.8133,0,9,9,16,9,6,190.8298,2,545.8938,525.2809,0,661.211,412.6403,523.4959,,740.724
2462,V332617_L2468_1_P.jpg,,190.6569,0,,0,1,155.2233,0,1,96.2405,0,0,0,0,10,5,50.403,2,134.6933,154.6323,0,189.324,140.4058,252.4478,78.9373,
2463,V332617_L2468_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,725.6874
2464,V332618_L2469_1_P.jpg,,,1,313.7897,0,1,,0,1,,0,0,0,0,0,0,,2,598.5716,,0,895.1514,,,,742.7624
2465,V332619_L2470_1_P.jpg,,,1,371.1172,0,1,436.715,0,1,179.6886,0,8,9,16,0,0,,2,546.26,560.2571,0,932.309,,528,,747.6149
2466,V332620_L2471_1_P.jpg,5695.6436,721.7804,1,295.222,0,1,481.6845,0,1,207.239,0,7,0,18,0,4,156,2,501.1706,492.2195,0,722.4957,568.5772,828.6302,,735.2387
2467,V332621_L2472_1_P.jpg,,751.5332,1,236.3726,0,1,483.7355,0,1,235.2871,0,0,0,0,0,0,173.8505,2,374.0802,,0,893.9441,915.5457,,264.2726,733.8447
2468,V332622_L2473_1_P.jpg,3561.4154,,0,,0,1,350.2228,0,1,170.1764,0,0,0,14,0,4,170.8801,2,323.0108,,0,,,,,689.6376
2469,V332623_L2474_1_P.jpg,,584.2274,1,329.5573,0,1,358.7088,0,1,178.2134,0,11,9,18,12,6,211.0924,0,,,0,858.8364,416.9412,498.3814,,630.1746
2470,V332628_L2479_1_P.jpg,3362.3791,486.1602,0,,0,1,407.404,0,1,190.8009,0,9,8,17,12,5,157.4071,2,423.521,,0,692.1098,,399.6649,,639.1127
2471,V332630_L2482_1_P.jpg,4712.8081,554.3114,1,300,0,1,419.981,0,1,112.9248,0,8,10,18,0,5,188.1701,2,445.7084,,0,803.8408,,,216.3331,
2472,V332630_L2482_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,633.8202
2473,V332631_L2483_1_P.jpg,,,1,213.5884,0,1,255.0686,0,1,,0,0,0,0,0,0,,2,365.5626,,0,,470.0043,382.2983,,686.0466
2474,V332632_L2484_1_P.jpg,3856.6961,474.3514,1,325.5764,0,1,340.5877,0,1,181.1077,0,9,6,18,10,7,166.7093,2,336.1741,,0,696.2327,493.8714,422.276,82.9759,694.7186
2475,V332633_L2485_1_C.jpg,,,0,,1,0,,1,1,143.6941,0,0,0,0,0,0,,2,,,0,,,,,691.8092
2476,V332633_L2485_1_P.jpg,,411.5616,0,,1,1,324.8877,0,1,153.3232,0,7,7,20,0,0,192.0521,2,,,0,,,,,703.3776
2477,V332634_L2486_1_P.jpg,,474.4438,1,218.4033,0,1,343.8895,0,1,144.4991,0,0,0,0,0,5,216.0833,2,342.1184,,0,,,,,699.1609
2478,V332636_L2488_1_P.jpg,,,1,229.4559,0,1,,0,1,,0,0,0,0,0,0,,2,368.072,,0,651.5044,545.1917,,144,699.354
2479,V332637_L2489_1_P.jpg,2907.2662,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,,695.5926
2480,V332638_L2490_1_P.jpg,,410.6724,0,,0,0,,0,1,100.2646,0,0,0,0,13,4,,0,,,0,,466.8929,,157.6642,714.9133
2481,V332639_L2491_1_P.jpg,,488.555,1,260.4477,0,1,303.7269,0,1,165.2453,0,0,0,17,0,0,,2,432.0104,421.2838,0,783.7123,,,126.5701,675.1666
2482,V332640_L2492_1_P.jpg,,550.1561,1,337.6152,0,1,494.5948,0,1,211.3575,0,9,0,0,0,6,137.9275,2,366.6497,,0,816.637,684.5729,477.3594,,682.513
2483,V332641_L2493_1_P.jpg,,634.3068,0,,0,1,,0,1,,0,0,0,0,13,0,,0,,,0,,760.8522,610.3769,177.5387,693.951
2484,V332642_L2494_1_P.jpg,,575.0214,0,,0,0,,0,1,123.3288,0,7,7,16,12,4,194.3296,0,,,0,168.0268,,,,705.8612
2485,V332643_L2495_1_P.jpg,3672.8283,,0,,0,0,,0,1,250.6392,0,0,0,19,0,0,,2,395.6931,465.0871,0,951.4967,621.8979,507.2839,160.8011,689.6086
2486,V332644_L2496_1_P.jpg,,655.4404,0,,0,0,,0,1,117,0,0,0,17,0,5,132,0,,,0,173.1185,,,,696.7302
2487,V332645_L2497_1_C.jpg,,,1,55.8032,0,0,,0,0,,0,0,0,0,14,5,135.0333,0,,,0,216.541,,523.9275,146.1095,696.5235
2488,V332645_L2497_1_P.jpg,,482.098,0,,0,0,,0,1,126.1428,0,0,0,0,0,5,112.0893,0,,,0,,,,,685.0547
2489,V332646_L2498_1_C.jpg,,711.9969,0,,0,0,,1,0,,1,0,0,0,0,0,,2,361.5218,,0,832.5311,499.2995,579.5904,,687.3209
2490,V332647_L2499_1_P.jpg,,370.3528,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,454.4678,441.1632,,696.4266
2491,V332649_L2501_1_P.jpg,,578.7357,0,,0,0,,0,0,,0,0,0,15,9,3,140.0571,0,,,0,189.5257,454.0308,621.289,,705.9178
2492,V332650_L2502_1_C.jpg,4896.3791,,1,,0,1,485.0567,1,0,80.0999,1,10,10,18,0,0,128.0625,2,420.0762,,0,,,742.8593,,694.5041
2493,V332651_L2503_1_P.jpg,,582.9745,1,381.9437,0,1,303.7269,0,1,192.585,0,0,0,0,0,6,162.3607,2,413.3582,,0,760.8062,575.664,583.9529,207.0217,685.8003
2494,V332652_L2504_1_P.jpg,,,0,,0,0,,0,0,,0,0,8,18,0,0,132.8495,0,,,0,213.9276,354.2033,490.4335,,707.3132
2495,V332653_L2505_1_P.jpg,,397.2558,0,,0,0,,0,1,112.7298,0,9,7,16,0,0,,0,,,0,,,,,688.0727
2496,V332654_L2506_1_P.jpg,,532.0265,0,,0,0,,0,1,87,0,7,0,18,0,0,,0,,,0,,532.3542,,,692.1163
2497,V332656_L2508_1_P.jpg,,268.9523,0,,0,1,173.4042,0,1,,0,0,0,0,0,0,,0,,,0,,,,,691.0752
2498,V332657_L2509_1_P.jpg,,585.475,0,,0,0,,0,0,,1,0,0,15,0,0,,0,,,0,,,,,695.7155
2499,V332659_L2511_1_P.jpg,,520.7819,0,,0,0,,0,1,106.3203,0,0,0,0,0,0,211.154,0,,,0,144.8102,622.0426,688.1584,199.945,681.3237
2500,V332662_L2514_1_P.jpg,,561.8603,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,511.2651,,699.5885
2501,V332663_L2515_1_P.jpg,,430.8992,0,,0,0,,0,0,,0,0,0,0,0,5,76.4853,0,,,0,121.8236,,325.6762,91.8314,733.6764
2502,V332664_L2516_1_P.jpg,5152.7406,655.3919,1,294.9441,0,1,454.9637,0,1,195.3868,0,0,0,18,13,6,201.4349,0,,,0,,748.8658,454.4007,181.4166,687.3718
2503,V332665_L2517_1_P.jpg,5580.8677,673.6755,1,457.9301,0,1,491.0479,0,1,,0,0,0,0,13,0,,2,,,0,1064.218,1033.1157,,309.9742,657.5409
2504,V332666_L2518_1_P.jpg,,453.0671,0,,0,0,,0,0,,1,0,7,17,0,0,,0,,,0,193.0518,,,,659.8159
2505,V332667_L2519_1_P.jpg,,627.725,0,,0,0,,0,1,143.5618,0,0,0,0,0,5,201.5589,0,,,0,202.0718,,,291.2473,729.3024
2506,V332668_L2520_1_P.jpg,2414.9683,,0,,0,0,,0,1,46.669,0,16,0,0,0,4,,0,,,0,,,,,
2507,V332668_L2520_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,184.6185,160.1125,86.0233,673.1092
2508,V332670_L2522_1_P.jpg,3888.4502,522.7406,0,,1,1,334.2409,0,1,,0,0,0,18,0,0,,2,391.1521,,0,785.1751,570.8283,501.1078,144.9034,657.3355
2509,V332671_L2523_1_P.jpg,,,0,,1,1,351.2036,0,1,118.4567,0,0,0,0,0,0,136.9379,2,435.1184,,0,568.0563,,,,666.9453
2510,V332672_L2524_1_P.jpg,,449.8909,0,,0,1,227.1299,0,1,112.1606,0,8,0,0,0,5,174.4133,0,,,0,,,,,657.3888
2511,V332673_L2525_1_P.jpg,,,0,,0,1,215.0814,0,1,,0,0,0,0,0,0,,0,,,0,145.1206,,,205.8665,655.2099
2512,V332674_L2526_1_P.jpg,,415.9041,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,204.1984,298.8729,371.0795,88.6397,678.0066
2513,V332675_L2527_1_P.jpg,,,1,,0,0,,1,0,,1,0,0,0,0,0,,2,489.3312,,0,,,,,684.6576
2514,V332676_L2528_1_P.jpg,3392.8992,405.0644,0,,0,0,,0,1,94.1541,0,8,0,16,14,5,78.2304,0,,,0,,341.9737,364.0275,99.7246,670.0746
2515,V332677_L2529_1_P.jpg,2691.3212,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,671.6785
2516,V332678_L2530_1_P.jpg,1697.4722,212.8273,0,,0,0,,0,1,0,1,7,6,16,13,4,37.7359,0,,,0,112.4455,261.5033,301.2308,92.3472,675.2925
2517,V332679_L2531_1_P.jpg,,218.2263,0,,0,0,,0,0,,0,0,8,0,0,0,,0,,,0,,129.8769,188,26.8328,656.7952
2518,V332680_L2532_1_P.jpg,2340.6499,,0,,0,0,,0,1,84.4808,0,0,0,0,0,4,42.9535,0,,,0,95.3415,314.4281,322.5523,100.6231,663.9767
2519,V332681_L2533_1_P.jpg,,,1,392.3264,0,1,,0,1,,0,0,0,0,0,0,,0,,,0,,,,,
2520,V332681_L2533_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,2,316.1012,307.35,0,,,,,652.6745
2521,V332682_L2534_1_P.jpg,3002.8621,342.6228,0,,0,0,,0,1,96.7471,0,7,0,17,13,5,111.3643,0,,,0,,249.0181,,76.4853,660.5793
2522,V332684_L2537_1_P.jpg,,539.1893,0,,0,0,,0,1,107.4244,0,9,0,16,0,0,,0,,,0,,,,,660.9811
2523,V332685_L2538_1_P.jpg,,330.282,0,,0,0,,0,1,113.565,0,8,8,16,0,0,,0,,,0,,,,,651.0207
2524,V332688_L2541_1_P.jpg,2232.3407,272.2833,0,,0,0,,0,1,55.2489,0,0,0,17,14,4,146.721,0,,,0,,223.3401,342.459,74.7857,
2525,V332688_L2541_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,667.1624
2526,V332689_L2542_2_P.jpg,,209.758,0,,0,0,,0,1,64.4981,0,0,0,0,12,3,86.8332,0,,,0,,203.2142,259.6998,96.2081,664.012
2527,V332690_L2543_1_P.jpg,,583.4443,1,199.2787,0,1,369.3887,0,1,194.1958,0,10,8,17,0,7,117.6435,0,,,1,798.8992,461.7359,525.6006,260.4611,684.0468
2528,V332691_L2544_1_P.jpg,4200.0324,474.7656,1,120.0666,0,1,284.0282,0,1,116.0689,0,8,8,19,12,5,164.195,2,313.0495,,0,689.4055,,,196.1632,656.78
2529,V332692_L2545_1_P.jpg,3884.3481,,1,330.5511,0,1,421.9005,0,1,118.7266,0,9,0,0,0,4,244.1311,2,232.5511,,0,,,,176.5899,689.6724
2530,V332693_L2546_1_P.jpg,,502.7535,0,,0,0,,0,1,120.9339,0,0,0,17,0,6,132.5443,0,,,0,,,,,680.8495
2531,V332694_L2547_1_C.jpg,,583.6652,0,,0,0,,0,0,,0,0,0,0,0,4,249.0622,0,,,0,268.4772,517.7953,652.9931,,687.9651
2532,V332696_L2549_1_P.jpg,,,0,,0,0,,0,1,92.4175,0,0,0,19,0,11,60.2993,0,,,0,,475.1189,394.8278,80.05,669.8134
2533,V332697_L2550_1_P.jpg,,541.5781,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,192.2108,720.3312,622.6861,163.4656,682.4852
2534,V332698_L2551_1_P.jpg,,495.4452,1,409.8707,0,1,507.0089,0,1,210,0,0,0,16,0,0,134.7665,2,546.0494,,0,862.1752,675.6663,479.6718,,684.3223
2535,V332699_L2552_1_P.jpg,,336.7822,0,,0,0,,0,1,73.0548,0,8,9,18,12,5,67.6831,0,,,0,100.6231,355.8258,371.3826,,674.8667
2536,V332700_L2553_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,431.912,554.3789,,700.3371
2537,V332703_L2556_1_P.jpg,2187.1327,274.867,0,,0,0,,0,1,87.4643,0,0,0,18,12,3,127.3499,0,,,0,,309.9306,332.0392,81.6088,613.0579
2538,V332704_L2557_1_P.jpg,2845.615,384.7499,0,,0,0,,0,1,77.8845,0,0,0,17,14,4,73.2393,0,,,0,,305.9412,436.2499,107.0794,687.0589
2539,V332705_L2558_1_P.jpg,,162.8979,0,,0,0,,0,1,34.176,0,0,0,0,0,0,,0,,,0,,,,,
2540,V332705_L2558_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,676.3224
2541,V332707_L2560_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,246.9656,576.4998,614.5177,,649.9354
2542,V332708_L2561_1_P.jpg,,480.324,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,678.0265
2543,V332709_L2562_1_P.jpg,1061.6048,132.7639,0,,0,1,48.3322,0,1,35.4272,0,7,6,18,12,5,33.4395,0,,,0,,111.3949,148.3121,49.6211,632.3149
2544,V332710_L2563_1_P.jpg,3949.3291,480.8078,0,,0,1,232.9979,0,1,184.9108,0,11,9,17,13,5,109.1788,0,,,0,,,,168.2379,641.5107
2545,V332711_L2564_2_P.jpg,,339.6917,0,,0,0,,0,1,106.1697,0,0,8,0,13,4,98.4886,0,,,0,,379.6841,375.5583,86.0233,671.4075
2546,V332712_L2565_1_P.jpg,3738.5309,419.163,0,,0,0,,0,1,97.6729,0,7,0,18,13,5,114.2366,0,,,0,,,,,681.1652
2547,V332714_L2567_1_P.jpg,,,1,371.0795,0,1,328.2499,0,1,206.3904,0,0,0,0,0,6,201.2014,2,488.5949,466.1695,0,785.7767,,,,672.0119
2548,V332715_L2568_1_P.jpg,,272.1846,0,,0,0,,0,1,,0,0,0,0,0,4,52.7466,0,,,0,,,179.6886,,693.9103
2549,V332717_L2570_1_P.jpg,,540.5745,0,,0,0,,0,0,,0,0,0,17,0,4,78.7464,0,,,0,,,660.303,152.0526,644.0373
2550,V332718_L2571_1_P.jpg,,,0,,0,0,,0,1,155.3319,0,0,0,0,0,0,,2,624.0513,,0,,,,256.4995,693.1551
2551,V332719_L2572_1_P.jpg,2651.9135,351.1599,0,,0,0,,0,1,79.2591,1,9,9,18,12,4,127.847,0,,,0,130.9994,338.9764,346.9665,136.5543,690.7916
2552,V332721_L2574_1_P.jpg,,477.3545,0,,0,0,,0,1,108.2405,0,0,0,0,0,0,,0,,,0,174.631,373.3631,518.8025,134.2386,698.1834
2553,V332722_L2575_1_C.jpg,,463.1525,0,,0,0,,0,1,104.0192,0,9,8,0,0,4,116.8247,0,,,0,,,,,675.6123
2554,V332723_L2576_1_P.jpg,3530.1639,449.9858,0,,0,0,,0,0,,0,6,8,17,12,6,96.6075,0,,,0,,478.7703,414.0978,149.94,681
2555,V332724_L2577_1_P.jpg,,,0,,0,0,,0,1,83.678,0,0,0,0,0,6,73.7902,0,,,0,151.4629,592.2854,510.1412,,664.1596
2556,V332725_L2579_1_P.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,453.3277,,0,,,392.9198,,666.5201
2557,V332726_L2580_1_P.jpg,4098.7998,475.2477,0,,0,0,,0,1,76.9415,0,8,9,16,12,5,86.3481,0,,,0,,301.7018,424.4149,172.0465,681.2694
2558,V332729_L2583_1_P.jpg,3409.4904,472.5456,0,,0,0,,0,1,88.6397,0,7,0,17,12,5,122.4132,0,,,0,166.979,523.9275,,,729.7465
2559,V332730_L2584_1_P.jpg,,724.5439,1,397.633,0,1,451.0078,0,1,184.954,0,9,0,19,11,5,264.0303,2,,,0,1076.6021,,741.8248,,692.5662
2560,V332731_L2585A_1_P.jpg,2774.0674,363.1766,0,,0,0,,0,1,73.5459,0,0,0,0,0,4,105.513,0,,,0,,377.8809,375.6834,,688.4722
2561,V332731_L2585B_1_P.jpg,,301.5818,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,,,,,
2562,V332731_L2585B_1_P.jpg,,,0,,0,0,,0,0,96.0469,0,9,0,0,13,5,64.8999,0,,,0,,,422.0521,127.6323,661.4779
2563,V332732_L2586_1_P.jpg,,524.1508,0,,0,0,,0,1,144.2775,0,0,0,0,0,0,,0,,,0,,,,,772.5827
2564,V332732_L2586_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,5,110.0545,0,,,0,,,,,
2565,V332733_L2587_1_P.jpg,3888.3127,470.4438,0,,0,0,,0,1,75.8947,0,10,11,17,13,4,88.8144,0,,,0,158.7955,,,103.769,773.2529
2566,V332734_L2588_1_P.jpg,4520.9518,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,220.6898,701.5412,762.1443,157.5817,776.6595
2567,V332738_L2592_1_P.jpg,,512.6293,1,340.2822,0,1,507.6219,0,1,142.436,0,0,0,0,0,6,161.9877,2,452.8664,465.6694,0,888.1261,724.0994,580.0552,162.8251,781.24
2568,V332740_L2594_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,367.2274,336.6021,135.8308,770.1824
2569,V332741_L2595_1_P.jpg,3515.0993,,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,,,,,803.5123
2570,V332742_L2596_1_P.jpg,3298.7212,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,623.0762
2571,V332743_L2597_1_P.jpg,,554.837,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,181.1077,,,224.5707,765.4646
2572,V332744_L2598_1_P.jpg,4061.6253,513.3685,1,297.3214,0,1,469.553,0,1,192.333,0,0,0,18,0,6,113.1371,2,,,0,892.8875,,,147.5127,681.1755
2573,V332745_L2599_1_P.jpg,3505.664,392.2145,0,,0,1,261.5033,0,1,122.3765,0,10,8,16,15,5,,0,,,0,191.4158,514.8048,473.0328,230.8939,617.7378
2574,V332746_L2600_1_P.jpg,,401.9909,0,,1,0,,1,1,172.7542,0,11,9,18,0,0,,0,,,0,,,,,
2575,V332746_L2600_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,2,,,0,,,,,
2576,V332746_L2600_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,348.9413,,0,,,,,739.1346
2577,V332747_L2601_1_P.jpg,,,0,,0,0,,0,1,93.723,0,0,0,0,0,4,240.2998,0,,,0,182.8223,478.0293,,,756.9412
2578,V332748_L2602_1_P.jpg,,617.8038,0,,1,0,,1,1,96.0833,0,10,7,19,0,0,169.7056,2,484.2479,429.6603,0,898.1492,660.1939,590.5387,,716.1006
2579,V332749_L2603_1_P.jpg,,441.1093,1,355.0789,0,1,524.7256,0,1,247.259,0,9,9,16,0,5,220.4949,2,453.2483,462.3505,0,720.7559,404.3773,379.9474,150.4792,660.9811
2580,V332750_L2604_1_P.jpg,,,0,,0,1,205.3412,0,1,106.066,0,0,0,0,0,0,,0,,,0,,,,,757.0053
2581,V332755_L2609_1_P.jpg,,369.3065,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,385.5088,,,759.6341
2582,V332756_L2610_1_P.jpg,2975.3664,351.7125,0,,0,0,,0,1,76.896,0,7,9,18,13,4,142.6184,0,,,0,,303.0149,299.1739,119.4362,756.8567
2583,V332757_L2611_1_P.jpg,,646.3645,0,,1,0,,1,0,,1,0,0,0,0,0,,2,533.4417,,0,1009.7524,704.1136,606.1551,,764.2617
2584,V332758_L2612_1_P.jpg,2765.4159,,0,,0,0,,0,1,75,0,9,0,0,0,5,107.7079,0,,,0,,374.2192,291.6025,138.1304,730.0425
2585,V332760_L2614_1_P.jpg,,,1,131.8939,0,1,215.1279,0,1,100.4988,0,0,0,0,0,4,94.0213,2,246.7144,,0,292.9846,235.2275,232.7746,68.8767,744.2177
2586,V332761_L2615_1_P.jpg,,401.2065,0,,0,0,,0,0,,0,8,7,0,0,4,82.8734,0,,,0,,418.3061,376.6909,,705.762
2587,V332762_L2616_1_P.jpg,,472.944,0,,0,0,,0,1,105.1713,0,8,7,16,0,0,91.7824,0,,,0,126.321,,,,753.0538
2588,V332763_L2617_1_P.jpg,3737.5714,454.6519,0,,0,0,,0,1,97.4064,0,0,9,0,0,0,,0,,,0,,524.3815,,,762.0604
2589,V332765_L2619_1_P.jpg,,,0,,0,0,,0,1,107.5407,0,0,0,0,0,6,177.4063,0,,,0,,,,,771.0934
2590,V332766_L2620_1_P.jpg,2090.806,,0,,0,1,177.2907,0,1,90.1998,0,9,0,20,10,5,71.3863,0,,,0,,,280.0286,80.2247,781.4986
2591,V332767_L2621_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,470.4551,,103.9663,777.8335
2592,V332769_L2624_1_P.jpg,,747.8936,0,,0,0,,0,1,114.5426,0,0,0,0,0,5,172.7426,0,,,0,292.0274,628.1146,737.314,207.4608,785.0197
2593,V332770_L2625_1_P.jpg,,462.3579,1,320.9299,0,1,449.5698,0,1,211.4734,0,8,0,0,13,4,156.8694,2,,,0,,,,,
2594,V332770_L2625_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,808.3564,395.1405,420.5948,,781.7033
2595,V332771_L2626_1_P.jpg,,430.5906,1,280.9128,0,1,402.005,0,1,228.1403,0,0,0,0,16,5,84.9706,2,214.7557,229.1201,0,645.7771,467.1488,,,772.8389
2596,V332772_L2627_1_P.jpg,,575.9118,1,303.5342,0,1,473.9715,0,1,,0,0,0,0,13,4,,2,,,0,570.8283,642.2523,563.6488,166.7093,675.0267
2597,V332773_L2628_1_P.jpg,3219.6765,393.0884,0,,0,0,,0,1,87.4643,0,9,6,15,13,3,192.0937,0,,,0,129.1395,399.1015,,146.1095,786.5838
2598,V332774_L2629_1_C.jpg,,292.9325,0,,0,0,,0,1,111.0856,0,0,0,16,0,0,123.3207,0,,,0,,,,,
2599,V332774_L2629_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,780.1128
2600,V332774_L2629_1_P.jpg,,299.2408,0,,0,0,,0,1,105.5462,0,0,0,0,0,0,,0,,,0,,,,,764.9967
2601,V332775_L2630_1_P.jpg,,,0,,0,0,,0,1,93.723,0,0,0,0,0,4,111.4854,0,,,0,,392.9198,431.0406,,774.2848
2602,V332776_L2631_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,388.5614,,102.8008,748.9967
2603,V332777_L2632_1_P.jpg,3079.5332,400.2778,0,,0,0,,0,1,123.3288,0,0,0,14,0,4,75.06,0,,,0,,345.1174,423.8608,163.2176,754.0093
2604,V332778_L2633_1_P.jpg,2631.9046,,0,,0,0,,0,1,99.3177,0,0,0,0,0,0,,0,,,0,,,,125.032,778.117
2605,V332779_L2634_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,399.0113,444.5773,108.1665,778.8511
2606,V332780_L2635A_1_P.jpg,2715.3166,,0,,0,0,,0,1,105.2236,0,0,0,0,12,4,108.6646,0,,,0,,385.0247,375.686,72.4431,766.1279
2607,V332780_L2635B_1_P.jpg,,343.7238,0,,0,0,,0,0,,0,0,0,16,0,0,,0,,,0,,,,,751.0612
2608,V332781_L2636_1_P.jpg,,501.4272,0,,0,0,,0,0,,0,0,0,0,0,5,148.9463,0,,,0,222.991,,547.4486,178.3928,750.3839
2609,V332782_L2637_1_P.jpg,3280.7048,344.257,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,,,,,
2610,V332782_L2637_1_P.jpg,,,0,,0,0,,0,0,114.6124,0,0,0,17,0,4,111.0856,1,,,0,,373.1488,395.8181,99.2975,797.5588
2611,V332783_L2638_1_P.jpg,3529.2294,405.8191,0,,0,1,377.0106,0,1,155.6824,0,0,0,17,0,0,144.281,2,437.0126,,0,725.2806,,,,
2612,V332783_L2638_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,681.1057
2613,V332784_L2639_1_P.jpg,,452.6713,0,,0,0,,0,1,75,0,8,7,16,11,4,93.0484,0,,,0,181.3202,,,,759.0237
2614,V332786_L2641_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,115.8016,615.8774,551.9022,224.0179,758.1695
2615,V332788_L2643_1_P.jpg,,592.2204,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,,,,,762.8604
2616,V332789_L2644B_1_P.jpg,3726.6306,431.6234,0,,0,0,,0,1,159.3989,0,0,0,18,12,4,90.4489,0,,,0,,486.2592,571.9388,177.1017,742.1105
2617,V332791_L2646_1_P.jpg,,336.0595,0,,0,0,,0,1,97.6729,0,0,0,0,0,0,,0,,,0,,,,,739.635
2618,V332792_L2647_1_P.jpg,,351.8247,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,,760.5393
2619,V332793_L2648_1_P.jpg,4386.1746,526.6249,0,,0,1,273.7882,0,1,144.2221,0,8,0,17,12,6,176.4086,0,,,0,493.3153,425.1306,496.0806,,764.5025
2620,V332794_L2649_1_P.jpg,,256.1064,1,,0,1,113.6486,0,1,,0,0,9,0,0,0,,2,237.6973,,0,,,,,732.4616
2621,V332795_L2650_1_P.jpg,4467.1835,506.2507,0,,0,0,,0,1,77.666,0,9,8,16,12,6,120.0666,0,,,0,202.5438,511.6249,520.9837,144.2221,
2622,V332795_L2650_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,743.6989
2623,V332796_L2651_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,72.1249,554.5133,568.8699,237.2277,759.9243
2624,V332798_L2653_1_P.jpg,,395.5784,0,,0,0,,0,0,,0,0,14,0,0,0,,0,,,0,,573.1885,,,737.9024
2625,V332799_L2654_1_P.jpg,1127.016,143.5089,0,,0,0,,0,1,32.249,0,0,0,17,15,3,23,0,,,0,,77.1298,149.3754,33.8378,734.9864
2626,V332800_L2655_2_P.jpg,,533.954,0,,0,0,,0,1,136.8941,0,7,8,0,10,4,154.6351,0,,,0,,,,,744.6153
2627,V332801_L2656_1_P.jpg,2283.5203,286.2829,0,,0,0,,0,1,100.8148,0,9,7,17,13,6,54.8129,0,,,0,,272.0064,302.1816,,726.1491
2628,V332802_L2657_1_P.jpg,,616.0693,0,,0,0,,0,1,151.6113,0,0,0,0,0,7,148.7347,0,,,0,,554.5133,632.6231,222.991,747.3854
2629,V332803_L2658_1_P.jpg,,,0,,0,0,,0,1,69.0652,0,0,0,0,0,5,72,0,,,0,,399.0113,476.0557,,745.5468
2630,V332805_L2660_1_P.jpg,2724.5963,365.0963,0,,0,0,,0,1,102.1763,0,9,8,16,13,5,111,0,,,0,216.0208,282.7808,322.8452,121.4907,752.6832
2631,V332806_L2661_1_P.jpg,3995.0469,556.8681,0,,0,0,,0,1,164.7301,0,10,8,17,0,4,124.5793,0,,,0,,829.12,478.4642,,720.5442
2632,V332807_L2662_1_P.jpg,,485.964,0,,0,0,,0,1,91.2414,0,0,0,19,0,0,128.4056,0,,,0,,,,177,787.4414
2633,V332808_L2663_1_P.jpg,,504.0065,0,,0,0,,0,1,139.3126,0,7,8,0,12,4,174.631,0,,,0,,744.0108,601.4383,183.5211,763.1199
