"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"1102","L1219",403.5,383.75,12568.417,12750
"1103","L1220",403.5,383.75,12568.417,12750
"1104","L1221",403.5,383.75,12568.417,12750
"1105","L1222",446.1,341.15,11188.905,11250
"1106","L1223",404.1,383.15,12548.987,12750
"1107","L1224",449.7,337.55,11072.327,11250
"1108","L1225",448.2,339.05,11120.901,11250
"1109","L1226",401.7,385.55,12626.706,12750
"1110","L1227",402.9,384.35,12587.847,12750
"1111","L1228",403.4,383.85,12571.655,12750
"1112","L1229",451.2,336.05,11023.752,11250
"1113","L1230",451.2,336.05,11023.752,11250
"1114","L1231",403,384.25,12584.608,12750
"1115","L1232",401.5,385.75,12633.183,12750
"1116","L1233",401.5,385.75,12633.183,12750
"1117","L1234",401.5,385.75,12633.183,12750
"1118","L1235",401.6,385.65,12629.944,12750
"1119","L1236",476.3,310.95,10210.942,10250
"1120","L1237",451.2,336.05,11023.752,11250
"1121","L1238",403.9,383.35,12555.464,12750
"1122","L1239",451.2,336.05,11023.752,11250
"1123","L1240",403.7,383.55,12561.94,12750
"1124","L1241",412.7,374.55,12270.494,12500
"1125","L1242",472.9,314.35,10321.043,10500
"1126","L1243",403.5,383.75,12568.417,12750
"1127","L1244",403,384.25,12584.608,12750
"1128","L1245",403,384.25,12584.608,12750
"1129","L1246",404.2,383.05,12545.749,12750
"1130","L1247",404.2,383.05,12545.749,12750
"1131","L1248",404.2,383.05,12545.749,12750
"1132","L1249",404.3,382.95,12542.511,12750
"1133","L1250",404.3,382.95,12542.511,12750
"1134","L1251",402.4,384.85,12604.038,12750
"1135","L1252",402.4,384.85,12604.038,12750
"1136","L1253",479.3,307.95,10113.793,10250
"1137","L1254",451.3,335.95,11020.514,11250
"1138","L1255",450.7,336.55,11039.944,11250
"1139","L1256",404,383.25,12552.225,12750
"1140","L1257",404,383.25,12552.225,12750
"1141","L1258",403.8,383.45,12558.702,12750
"1142","L1259",481.3,305.95,10049.027,10250
"1143","L1260",404.3,382.95,12542.511,12750
"1144","L1261",480.1,307.15,10087.887,10250
"1145","L1262",405.1,382.15,12516.604,12750
"1146","L1263",480.8,306.45,10065.219,10250
"1147","L1264",405.3,381.95,12510.128,12750
"1148","L1265",405.4,381.85,12506.889,12750
"1149","L1266",402.7,384.55,12594.323,12750
"1150","L1267",402.7,384.55,12594.323,12750
"1151","L1268",402.9,384.35,12587.847,12750
"1152","L1269",453.95,333.3,10934.699,11000
"1153","L1270",454.25,333,10924.985,11000
"1154","L1271",454.25,333,10924.985,11000
"1155","L1272",454.25,333,10924.985,11000
"1156","L1273",480.3,306.95,10081.41,10250
"1157","L1274",405.1,382.15,12516.604,12750
"1158","L1275",404.6,382.65,12532.796,12750
"1159","L1276",456.85,330.4,10840.789,11000
"1160","L1277",456.55,330.7,10850.504,11000
"1161","L1278",404.6,382.65,12532.796,12750
"1162","L1279",403,384.25,12584.608,12750
"1163","L1280",453.55,333.7,10947.653,11000
"1164","L1281",477.9,309.35,10159.129,10250
"1165","L1282",404,383.25,12552.225,12750
"1166","L1283",453.45,333.8,10950.891,11000
"1167","L1285",405.4,381.85,12506.889,12750
"1168","L1286",455.35,331.9,10889.363,11000
"1169","L1287",692.25,95,3217.854,3250
"1170","L1288",405.3,381.95,12510.128,12750
"1171","L1289",404.2,383.05,12545.749,12750
"1172","L1290",404.7,382.55,12529.557,12750
"1173","L1291",481.9,305.35,10029.597,10250
"1174","L1292",456.65,330.6,10847.266,11000
"1175","L1293",455.85,331.4,10873.172,11000
"1176","L1294",486.3,300.95,9887.113,10000
"1177","L1295",453.85,333.4,10937.938,11000
"1178","L1296",455.45,331.8,10886.125,11000
"1179","L1297",406.7,380.55,12464.792,12500
"1180","L1298",404.4,382.85,12539.272,12750
"1181","L1299",405.4,381.85,12506.889,12750
"1182","L1300",405.7,381.55,12497.175,12500
"1183","L1301",406.5,380.75,12471.268,12500
"1184","L1302",404.9,382.35,12523.081,12750
"1185","L1303",405.4,381.85,12506.889,12750
"1186","L1304",483.7,303.55,9971.308,10000
"1187","L1305",455.25,332,10892.602,11000
"1188","L1306",456.75,330.5,10844.027,11000
"1189","L1307",405.7,381.55,12497.175,12500
"1190","L1308",455.15,332.1,10895.84,11000
"1191","L1309",407.5,379.75,12438.885,12500
"1192","L1310",455.35,331.9,10889.363,11000
"1193","L1311",407.2,380.05,12448.6,12500
"1194","L1312",484.8,302.45,9935.687,10000
"1195","L1313",486.3,300.95,9887.113,10000
"1196","L1314",455.75,331.5,10876.41,11000
"1197","L1315",456.15,331.1,10863.457,11000
"1198","L1316",407.2,380.05,12448.6,12500
"1199","L1317",485.1,302.15,9925.972,10000
"1200","L1318",406.1,381.15,12484.221,12500
"1201","L1319",405.3,381.95,12510.128,12750
"1202","L1320",485.8,301.45,9903.304,10000
"1203","L1321",578.6,208.65,6898.171,7000
"1204","L1322",485.8,301.45,9903.304,10000
"1205","L1323",578.3,208.95,6907.886,7000
"1206","L1324",406.9,380.35,12458.315,12500
"1207","L1325",579.3,207.95,6875.503,7000
"1208","L1326",405.5,381.75,12503.651,12750
"1209","L1327",405.4,381.85,12506.889,12750
"1210","L1328",406.6,380.65,12468.03,12500
"1211","L1329",579.6,207.65,6865.788,7000
"1212","L1330",483.2,304.05,9987.5,10000
"1213","L1331",482.6,304.65,10006.929,10250
"1214","L1332",578.9,208.35,6888.456,7000
"1215","L1333",408.6,378.65,12403.264,12500
"1216","L1334",408.5,378.75,12406.502,12500
"1217","L1335",408.5,378.75,12406.502,12500
"1218","L1336",486.6,300.65,9877.398,10000
"1219","L1337",569.8,217.45,7183.14,7250
"1220","L1338",408.9,378.35,12393.549,12500
"1221","L1339",569.6,217.65,7189.617,7250
"1222","L1340",570.5,216.75,7160.472,7250
"1223","L1341",486.6,300.65,9877.398,10000
"1224","L1342",486.6,300.65,9877.398,10000
"1225","L1343",570.7,216.55,7153.996,7250
"1226","L1344",408.1,379.15,12419.456,12500
"1227","L1345",570.2,217.05,7170.187,7250
"1228","L1346",408.1,379.15,12419.456,12500
"1229","L1347",458.85,328.4,10776.023,11000
"1230","L1348",408.1,379.15,12419.456,12500
"1231","L1349",569.8,217.45,7183.14,7250
"1232","L1350",486.6,300.65,9877.398,10000
"1233","L1351",570.5,216.75,7160.472,7250
"1234","L1352",407.9,379.35,12425.932,12500
"1235","L1353",457.65,329.6,10814.883,11000
"1236","L1354",458.85,328.4,10776.023,11000
"1237","L1355",459.45,327.8,10756.594,11000
"1238","L1356",407.7,379.55,12432.409,12500
"1239","L1357",407.8,379.45,12429.17,12500
"1240","L1358",408.1,379.15,12419.456,12500
"1241","L1359",407.5,379.75,12438.885,12500
"1242","L1360",486.6,300.65,9877.398,10000
"1243","L1361",408.8,378.45,12396.788,12500
"1244","L1362",457.35,329.9,10824.598,11000
"1245","L1363",458.05,329.2,10801.93,11000
"1246","L1364",453.95,333.3,10934.699,11000
"1247","L1365",408.4,378.85,12409.741,12500
"1248","L1366",408.1,379.15,12419.456,12500
"1249","L1367",408.7,378.55,12400.026,12500
"1250","L1368",408.6,378.65,12403.264,12500
"1251","L1369",408.7,378.55,12400.026,12500
"1252","L1370",484.9,302.35,9932.449,10000
"1253","L1371",408.1,379.15,12419.456,12500
"1254","L1372",408.1,379.15,12419.456,12500
"1255","L1373",407.9,379.35,12425.932,12500
"1256","L1374",486.6,300.65,9877.398,10000
"1257","L1375",486.7,300.55,9874.159,10000
"1258","L1376",408.9,378.35,12393.549,12500
"1259","L1377",409,378.25,12390.311,12500
"1260","L1378",486.6,300.65,9877.398,10000
"1261","L1379",486.6,300.65,9877.398,10000
"1262","L1380",409,378.25,12390.311,12500
"1263","L1381",408.9,378.35,12393.549,12500
"1264","L1382",577.2,210.05,6943.507,7000
"1265","L1383",578.2,209.05,6911.124,7000
"1266","L1384",570.7,216.55,7153.996,7250
"1267","L1385",573.3,213.95,7069.8,7250
"1268","L1386",577.2,210.05,6943.507,7000
"1269","L1387",572.3,214.95,7102.183,7250
"1270","L1388",486.6,300.65,9877.398,10000
"1271","L1389",486.7,300.55,9874.159,10000
"1272","L1391",451.5,335.75,11014.038,11250
"1273","L1392",486.6,300.65,9877.398,10000
"1274","L1393",476.8,310.45,10194.75,10250
"1275","L1394",411,376.25,12325.545,12500
"1276","L1395",410.3,376.95,12348.213,12500
"1277","L1396",577.1,210.15,6946.745,7000
"1278","L1397",483.7,303.55,9971.308,10000
"1279","L1398",410.9,376.35,12328.783,12500
"1280","L1399",411.2,376.05,12319.069,12500
"1281","L1400",410.9,376.35,12328.783,12500
"1282","L1401",411,376.25,12325.545,12500
"1283","L1402",410.8,376.45,12332.022,12500
"1284","L1403",409.2,378.05,12383.834,12500
"1285","L1404",578.2,209.05,6911.124,7000
"1286","L1405",577.9,209.35,6920.839,7000
"1287","L1406",577.2,210.05,6943.507,7000
"1288","L1407",577.9,209.35,6920.839,7000
"1289","L1408",578.3,208.95,6907.886,7000
"1290","L1409",578,209.25,6917.601,7000
"1291","L1410",459.05,328.2,10769.547,11000
"1292","L1411",486.6,300.65,9877.398,10000
"1293","L1412",411.2,376.05,12319.069,12500
"1294","L1413",485,302.25,9929.21,10000
"1295","L1414",484.1,303.15,9958.355,10000
"1296","L1415",577.7,209.55,6927.315,7000
"1297","L1416",577.4,209.85,6937.03,7000
"1298","L1417",577.4,209.85,6937.03,7000
"1299","L1418",459.35,327.9,10759.832,11000
"1300","L1419",459.35,327.9,10759.832,11000
"1301","L1420",482.3,304.95,10016.644,10250
"1302","L1421",577.9,209.35,6920.839,7000
"1303","L1422",577.2,210.05,6943.507,7000
"1304","L1423",482.5,304.75,10010.168,10250
"1305","L1424",458.85,328.4,10776.023,11000
"1306","L1425",458.85,328.4,10776.023,11000
"1307","L1426",578.9,208.35,6888.456,7000
"1308","L1427",578.9,208.35,6888.456,7000
"1309","L1428",578.9,208.35,6888.456,7000
"1310","L1429",580.5,206.75,6836.643,7000
"1311","L1430",411.5,375.75,12309.354,12500
"1312","L1431",411.3,375.95,12315.83,12500
"1313","L1432",411.5,375.75,12309.354,12500
"1314","L1433",411.5,375.75,12309.354,12500
"1315","L1434",579.8,207.45,6859.311,7000
"1316","L1435",579.4,207.85,6872.264,7000
"1317","L1436",411.5,375.75,12309.354,12500
"1318","L1437",412,375.25,12293.162,12500
"1319","L1438",458.75,328.5,10779.262,11000
"1320","L1439",412.2,375.05,12286.686,12500
"1321","L1440",412.2,375.05,12286.686,12500
"1322","L1441",413,374.25,12260.779,12500
"1323","L1442",413,374.25,12260.779,12500
"1324","L1443",484.6,302.65,9942.164,10000
"1325","L1444",412.7,374.55,12270.494,12500
"1326","L1445",459.05,328.2,10769.547,11000
"1327","L1446",581.5,205.75,6804.26,7000
"1328","L1447",580.4,206.85,6839.882,7000
"1329","L1448",580.7,206.55,6830.167,7000
"1330","L1449",580.7,206.55,6830.167,7000
"1331","L1450",412.3,374.95,12283.447,12500
"1332","L1451",412.6,374.65,12273.732,12500
"1333","L1452",460.25,327,10730.687,10750
"1334","L1453",411.4,375.85,12312.592,12500
"1335","L1454",412,375.25,12293.162,12500
"1336","L1455",411.2,376.05,12319.069,12500
"1337","L1456",413.2,374.05,12254.303,12500
"1338","L1457",411.8,375.45,12299.639,12500
"1339","L1458",413,374.25,12260.779,12500
"1340","L1459",489.6,297.65,9780.249,10000
"1341","L1460",580.5,206.75,6836.643,7000
"1342","L1461",412.4,374.85,12280.209,12500
"1343","L1462",412.6,374.65,12273.732,12500
"1344","L1463",490.8,296.45,9741.39,9750
"1345","L1464",413,374.25,12260.779,12500
"1346","L1465",491.7,295.55,9712.245,9750
"1347","L1466",460.75,326.5,10714.496,10750
"1348","L1467",460.75,326.5,10714.496,10750
"1349","L1468",460.75,326.5,10714.496,10750
"1350","L1469",490.4,296.85,9754.343,10000
"1351","L1470",582.2,205.05,6781.592,7000
"1352","L1471",418.45,368.8,12084.293,12250
"1353","L1472",460.75,326.5,10714.496,10750
"1354","L1473",583.6,203.65,6736.256,6750
"1355","L1474",460.85,326.4,10711.257,10750
"1356","L1475",417.35,369.9,12119.914,12250
"1357","L1476",413.3,373.95,12251.064,12500
"1358","L1477",413.3,373.95,12251.064,12500
"1359","L1478",413.3,373.95,12251.064,12500
"1360","L1479",493.8,293.45,9644.241,9750
"1361","L1480",493,294.25,9670.147,9750
"1362","L1481",460.75,326.5,10714.496,10750
"1363","L1482",460.75,326.5,10714.496,10750
"1364","L1483",460.75,326.5,10714.496,10750
"1365","L1484",493,294.25,9670.147,9750
"1366","L1485",493,294.25,9670.147,9750
"1367","L1486",413.9,373.35,12231.635,12250
"1368","L1487",413.9,373.35,12231.635,12250
"1369","L1488",413.8,373.45,12234.873,12250
"1370","L1489",413.9,373.35,12231.635,12250
"1371","L1490",413.7,373.55,12238.111,12250
"1372","L1491",586.3,200.95,6648.822,6750
"1373","L1492",491,296.25,9734.913,9750
"1374","L1493",490.7,296.55,9744.628,9750
"1375","L1494",495.9,291.35,9576.237,9750
"1376","L1495",421.35,365.9,11990.382,12000
"1377","L1496",413.4,373.85,12247.826,12250
"1378","L1497",417.05,370.2,12129.629,12250
"1379","L1498",416.95,370.3,12132.867,12250
"1380","L1499",416.75,370.5,12139.343,12250
"1381","L1500",412,375.25,12293.162,12500
"1382","L1501",413.1,374.15,12257.541,12500
"1383","L1502",584.3,202.95,6713.588,6750
"1384","L1503",584.5,202.75,6707.112,6750
"1385","L1504",584.5,202.75,6707.112,6750
"1386","L1505",418.65,368.6,12077.816,12250
"1387","L1506",496.9,290.35,9543.854,9750
"1388","L1507",495.3,291.95,9595.666,9750
"1389","L1508",495.4,291.85,9592.428,9750
"1390","L1509",460.75,326.5,10714.496,10750
"1391","L1510",460.75,326.5,10714.496,10750
"1392","L1511",460.75,326.5,10714.496,10750
"1393","L1512",460.75,326.5,10714.496,10750
"1394","L1513",419.75,367.5,12042.195,12250
"1395","L1514",417.35,369.9,12119.914,12250
"1396","L1515",419.45,367.8,12051.91,12250
"1397","L1516",417.35,369.9,12119.914,12250
"1398","L1517",417.35,369.9,12119.914,12250
"1399","L1518",460.75,326.5,10714.496,10750
"1400","L1519",460.75,326.5,10714.496,10750
"1401","L1520",460.75,326.5,10714.496,10750
"1402","L1521",585.6,201.65,6671.49,6750
"1403","L1522",588.3,198.95,6584.057,6750
"1404","L1523",587.4,199.85,6613.201,6750
"1405","L1524",496.9,290.35,9543.854,9750
"1406","L1525",497,290.25,9540.616,9750
"1407","L1526",497,290.25,9540.616,9750
"1408","L1527",419.85,367.4,12038.956,12250
"1409","L1528",420.15,367.1,12029.242,12250
"1410","L1529",460.75,326.5,10714.496,10750
"1411","L1530",460.75,326.5,10714.496,10750
"1412","L1531",417.05,370.2,12129.629,12250
"1413","L1532",412.9,374.35,12264.018,12500
"1414","L1533",413.4,373.85,12247.826,12250
"1415","L1534",413.4,373.85,12247.826,12250
"1416","L1535",496.1,291.15,9569.76,9750
"1417","L1536",498.2,289.05,9501.756,9750
"1418","L1537",498.4,288.85,9495.28,9500
"1419","L1538",419.85,367.4,12038.956,12250
"1420","L1539",419.95,367.3,12035.718,12250
"1421","L1540",419.75,367.5,12042.195,12250
"1422","L1541",414.2,373.05,12221.92,12250
"1423","L1542",420.15,367.1,12029.242,12250
"1424","L1543",420.15,367.1,12029.242,12250
"1425","L1544",420.15,367.1,12029.242,12250
"1426","L1545",420.15,367.1,12029.242,12250
"1427","L1546",587.3,199.95,6616.44,6750
"1428","L1547",461.55,325.7,10688.589,10750
"1429","L1548",591.15,196.1,6491.765,6500
"1430","L1549",590.35,196.9,6517.672,6750
"1431","L1550",417.45,369.8,12116.675,12250
"1432","L1551",418.85,368.4,12071.339,12250
"1433","L1552",590.05,197.2,6527.387,6750
"1434","L1553",589.75,197.5,6537.101,6750
"1435","L1554",497.5,289.75,9524.424,9750
"1436","L1555",497.1,290.15,9537.377,9750
"1437","L1556",497.1,290.15,9537.377,9750
"1438","L1557",420.75,366.5,12009.812,12250
"1439","L1558",420.35,366.9,12022.765,12250
"1440","L1559",420.15,367.1,12029.242,12250
"1441","L1560",462.95,324.3,10643.253,10750
"1442","L1561",497.6,289.65,9521.186,9750
"1443","L1562",420.95,366.3,12003.335,12250
"1444","L1563",497.8,289.45,9514.709,9750
"1445","L1564",418.25,369,12090.769,12250
"1446","L1565",417.95,369.3,12100.484,12250
"1447","L1566",417.55,369.7,12113.437,12250
"1448","L1567",417.45,369.8,12116.675,12250
"1449","L1568",422.45,364.8,11954.761,12000
"1450","L1569",422.45,364.8,11954.761,12000
"1451","L1570",591.45,195.8,6482.05,6500
"1452","L1571",590.35,196.9,6517.672,6750
"1453","L1572",591.45,195.8,6482.05,6500
"1454","L1573",591.45,195.8,6482.05,6500
"1455","L1574",497.8,289.45,9514.709,9750
"1456","L1575",498.6,288.65,9488.803,9500
"1457","L1576",590.85,196.4,6501.48,6750
"1458","L1577",422.25,365,11961.237,12000
"1459","L1578",422.15,365.1,11964.476,12000
"1460","L1579",463.15,324.1,10636.777,10750
"1461","L1580",498.6,288.65,9488.803,9500
"1462","L1581",464.05,323.2,10607.632,10750
"1463","L1582",417.55,369.7,12113.437,12250
"1464","L1583",420.55,366.7,12016.288,12250
"1465","L1584",591.45,195.8,6482.05,6500
"1466","L1585",590.35,196.9,6517.672,6750
"1467","L1586",589.35,197.9,6550.055,6750
"1468","L1587",591.15,196.1,6491.765,6500
"1469","L1588",420.85,366.4,12006.574,12250
"1470","L1589",499.6,287.65,9456.42,9500
"1471","L1590",420.85,366.4,12006.574,12250
"1472","L1591",420.95,366.3,12003.335,12250
"1473","L1592",420.45,366.8,12019.527,12250
"1474","L1593",463.75,323.5,10617.347,10750
"1475","L1594",418.15,369.1,12094.007,12250
"1476","L1595",417.85,369.4,12103.722,12250
"1477","L1596",417.55,369.7,12113.437,12250
"1478","L1597",418.05,369.2,12097.246,12250
"1479","L1598",421.15,366.1,11996.859,12000
"1480","L1599",420.85,366.4,12006.574,12250
"1481","L1600",420.25,367,12026.003,12250
"1482","L1601",420.35,366.9,12022.765,12250
"1483","L1602",420.35,366.9,12022.765,12250
"1484","L1603",499.2,288.05,9469.373,9500
"1485","L1604",590.45,196.8,6514.433,6750
"1486","L1605",590.35,196.9,6517.672,6750
"1487","L1607",592.25,195,6456.144,6500
"1488","L1608",590.35,196.9,6517.672,6750
"1489","L1609",420.45,366.8,12019.527,12250
"1490","L1610",420.85,366.4,12006.574,12250
"1491","L1611",421.15,366.1,11996.859,12000
"1492","L1612",592.15,195.1,6459.382,6500
"1493","L1613",420.45,366.8,12019.527,12250
"1494","L1614",499.8,287.45,9449.943,9500
"1495","L1615",420.15,367.1,12029.242,12250
"1496","L1616",420.85,366.4,12006.574,12250
"1497","L1617",421.15,366.1,11996.859,12000
"1498","L1618",418.45,368.8,12084.293,12250
"1499","L1619",418.15,369.1,12094.007,12250
"1500","L1620",418.95,368.3,12068.101,12250
"1501","L1621",421.15,366.1,11996.859,12000
"1502","L1622",463.55,323.7,10623.824,10750
"1503","L1623",463.95,323.3,10610.87,10750
"1504","L1624",504.5,282.75,9297.744,9500
"1505","L1625",422.05,365.2,11967.714,12000
"1506","L1626",422.25,365,11961.237,12000
"1507","L1627",594.15,193.1,6394.617,6500
"1508","L1628",594.25,193,6391.378,6500
"1509","L1629",592.95,194.3,6433.476,6500
"1510","L1630",594.55,192.7,6381.663,6500
"1511","L1631",593.45,193.8,6417.285,6500
"1512","L1632",592.85,194.4,6436.714,6500
"1513","L1633",468.75,318.5,10455.433,10500
"1514","L1634",467.95,319.3,10481.339,10500
"1515","L1635",505,282.25,9281.552,9500
"1516","L1636",504.6,282.65,9294.506,9500
"1517","L1637",422.25,365,11961.237,12000
"1518","L1638",426.05,361.2,11838.182,12000
"1519","L1639",505,282.25,9281.552,9500
"1520","L1640",505.8,281.45,9255.646,9500
"1521","L1641",505.9,281.35,9252.408,9500
"1522","L1642",505,282.25,9281.552,9500
"1523","L1643",419.05,368.2,12064.863,12250
"1524","L1644",418.45,368.8,12084.293,12250
"1525","L1645",418.45,368.8,12084.293,12250
"1526","L1646",419.35,367.9,12055.148,12250
"1527","L1647",593.75,193.5,6407.57,6500
"1528","L1648",593.65,193.6,6410.808,6500
"1529","L1649",593.75,193.5,6407.57,6500
"1530","L1650",426.45,360.8,11825.229,12000
"1531","L1651",426.35,360.9,11828.468,12000
"1532","L1652",426.35,360.9,11828.468,12000
"1533","L1653",424.95,362.3,11873.804,12000
"1534","L1654",506,281.25,9249.169,9250
"1535","L1655",506,281.25,9249.169,9250
"1536","L1657",423.65,363.6,11915.901,12000
"1537","L1658",517,270.25,8892.958,9000
"1538","L1659",597.05,190.2,6300.706,6500
"1539","L1660",595.15,192.1,6362.234,6500
"1540","L1661",597.15,190.1,6297.468,6500
"1541","L1662",426.85,360.4,11812.276,12000
"1542","L1663",423.35,363.9,11925.616,12000
"1543","L1664",517.7,269.55,8870.289,9000
"1544","L1665",517.6,269.65,8873.528,9000
"1545","L1666",517.8,269.45,8867.051,9000
"1546","L1667",466.35,320.9,10533.152,10750
"1547","L1668",467.95,319.3,10481.339,10500
"1548","L1669",467.25,320,10504.007,10750
"1549","L1670",467.65,319.6,10491.054,10500
"1550","L1671",467.65,319.6,10491.054,10500
"1551","L1672",467.25,320,10504.007,10750
"1552","L1673",468.75,318.5,10455.433,10500
"1553","L1674",467.35,319.9,10500.769,10750
"1554","L1675",596.25,191,6326.613,6500
"1555","L1676",595.95,191.3,6336.327,6500
"1556","L1677",597.55,189.7,6284.515,6500
"1557","L1678",595.85,191.4,6339.566,6500
"1558","L1679",516.2,271.05,8918.864,9000
"1559","L1680",425.85,361.4,11844.659,12000
"1560","L1681",424.25,363,11896.472,12000
"1561","L1682",424.15,363.1,11899.71,12000
"1562","L1683",423.65,363.6,11915.901,12000
"1563","L1684",426.15,361.1,11834.944,12000
"1564","L1685",467.95,319.3,10481.339,10500
"1565","L1686",466.35,320.9,10533.152,10750
"1566","L1687",468.45,318.8,10465.147,10500
"1567","L1688",597.35,189.9,6290.991,6500
"1568","L1689",596.85,190.4,6307.183,6500
"1569","L1690",425.15,362.1,11867.327,12000
"1570","L1691",425.15,362.1,11867.327,12000
"1571","L1692",425.15,362.1,11867.327,12000
"1572","L1693",424.45,362.8,11889.995,12000
"1573","L1694",423.95,363.3,11906.187,12000
"1574","L1695",423.95,363.3,11906.187,12000
"1575","L1696",423.25,364,11928.855,12000
"1576","L1697",424.55,362.7,11886.757,12000
"1577","L1698",517.9,269.35,8863.813,9000
"1578","L1699",518,269.25,8860.575,9000
"1579","L1700",516.7,270.55,8902.672,9000
"1580","L1701",517.7,269.55,8870.289,9000
"1581","L1702",516.3,270.95,8915.626,9000
"1582","L1703",517.3,269.95,8883.243,9000
"1583","L1704",594.85,192.4,6371.949,6500
"1584","L1705",598.05,189.2,6268.323,6500
"1585","L1706",595.45,191.8,6352.519,6500
"1586","L1707",597.05,190.2,6300.706,6500
"1587","L1708",518.1,269.15,8857.336,9000
"1588","L1710",427.15,360.1,11802.561,12000
"1589","L1711",426.35,360.9,11828.468,12000
"1590","L1712",427.65,359.6,11786.37,12000
"1591","L1713",427.75,359.5,11783.132,12000
"1592","L1714",425.45,361.8,11857.612,12000
"1593","L1715",427.85,359.4,11779.893,12000
"1594","L1716",427.85,359.4,11779.893,12000
"1595","L1717",596.65,190.6,6313.659,6500
"1596","L1718",518.7,268.55,8837.907,9000
"1597","L1719",520,267.25,8795.809,9000
"1598","L1720",427.55,359.7,11789.608,12000
"1599","L1721",427.15,360.1,11802.561,12000
"1600","L1722",596.75,190.5,6310.421,6500
"1601","L1723",597.55,189.7,6284.515,6500
"1602","L1724",595.45,191.8,6352.519,6500
"1603","L1725",497.4,289.85,9527.662,9750
"1604","L1726",497.3,289.95,9530.901,9750
"1605","L1727",428.45,358.8,11760.463,12000
"1606","L1728",428.15,359.1,11770.178,12000
"1607","L1729",467.45,319.8,10497.53,10500
"1608","L1730",498,289.25,9508.233,9750
"1609","L1731",467.75,319.5,10487.815,10500
"1610","L1732",428.65,358.6,11753.987,12000
"1611","L1733",598.05,189.2,6268.323,6500
"1612","L1734",600.75,186.5,6180.889,6250
"1613","L1735",600.25,187,6197.081,6250
"1614","L1736",601.55,185.7,6154.983,6250
"1615","L1737",498,289.25,9508.233,9750
"1616","L1738",498.3,288.95,9498.518,9500
"1617","L1739",498.3,288.95,9498.518,9500
"1618","L1740",429.3,357.95,11732.938,11750
"1619","L1741",428.95,358.3,11744.272,11750
"1620","L1742",601.95,185.3,6142.03,6250
"1621","L1743",430,357.25,11710.27,11750
"1622","L1744",428.95,358.3,11744.272,11750
"1623","L1745",497.6,289.65,9521.186,9750
"1624","L1746",497.6,289.65,9521.186,9750
"1625","L1747",497.9,289.35,9511.471,9750
"1626","L1748",497.8,289.45,9514.709,9750
"1627","L1749",499,288.25,9475.85,9500
"1628","L1750",433.8,353.45,11587.215,11750
"1629","L1751",430.6,356.65,11690.84,11750
"1630","L1752",467.75,319.5,10487.815,10500
"1631","L1753",467.65,319.6,10491.054,10500
"1632","L1754",467.95,319.3,10481.339,10500
"1633","L1755",466.45,320.8,10529.913,10750
"1634","L1756",600.05,187.2,6203.558,6250
"1635","L1757",600.15,187.1,6200.319,6250
"1636","L1758",497.3,289.95,9530.901,9750
"1637","L1759",497.8,289.45,9514.709,9750
"1638","L1760",497.8,289.45,9514.709,9750
"1639","L1761",469.35,317.9,10436.003,10500
"1640","L1762",468.05,319.2,10478.101,10500
"1641","L1764",601.85,185.4,6145.268,6250
"1642","L1765",601.85,185.4,6145.268,6250
"1643","L1766",601.85,185.4,6145.268,6250
"1644","L1767",601.75,185.5,6148.507,6250
"1645","L1768",601.85,185.4,6145.268,6250
"1646","L1769",498.2,289.05,9501.756,9750
"1647","L1770",432.6,354.65,11626.074,11750
"1648","L1771",434.7,352.55,11558.07,11750
"1649","L1772",429.5,357.75,11726.461,11750
"1650","L1773",498.2,289.05,9501.756,9750
"1651","L1774",602.05,185.2,6138.792,6250
"1652","L1775",601.75,185.5,6148.507,6250
"1653","L1776",498.3,288.95,9498.518,9500
"1654","L1777",433.5,353.75,11596.93,11750
"1655","L1778",434.7,352.55,11558.07,11750
"1656","L1779",468.45,318.8,10465.147,10500
"1657","L1780",469.05,318.2,10445.718,10500
"1658","L1781",470.2,317.05,10408.477,10500
"1659","L1782",468.05,319.2,10478.101,10500
"1660","L1783",470.4,316.85,10402.001,10500
"1661","L1784",498.7,288.55,9485.565,9500
"1662","L1785",498.8,288.45,9482.326,9500
"1663","L1786",470,317.25,10414.954,10500
"1664","L1787",433.8,353.45,11587.215,11750
"1665","L1788",NA,NA,NA,NA
"1666","L1790",434.5,352.75,11564.547,11750
"1667","L1791",498.3,288.95,9498.518,9500
"1668","L1792",434.5,352.75,11564.547,11750
"1669","L1793",434.5,352.75,11564.547,11750
"1670","L1794",433.9,353.35,11583.977,11750
"1671","L1795",434.5,352.75,11564.547,11750
"1672","L1796",470.1,317.15,10411.716,10500
"1673","L1797",469.95,317.3,10416.573,10500
"1674","L1798",500,287.25,9443.467,9500
"1675","L1799",470.8,316.45,10389.048,10500
"1676","L1800",601.55,185.7,6154.983,6250
"1677","L1801",601.55,185.7,6154.983,6250
"1678","L1802",601.35,185.9,6161.46,6250
"1679","L1803",601.75,185.5,6148.507,6250
"1680","L1804",601.55,185.7,6154.983,6250
"1681","L1805",433.9,353.35,11583.977,11750
"1682","L1806",471.2,316.05,10376.094,10500
"1683","L1807",432.2,355.05,11639.028,11750
"1684","L1808",471.6,315.65,10363.141,10500
"1685","L1809",431.2,356.05,11671.411,11750
"1686","L1810",434.8,352.45,11554.832,11750
"1687","L1811",470.7,316.55,10392.286,10500
"1688","L1812",499.3,287.95,9466.135,9500
