"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"4220","L4477",304.25,483,15782.42,16000
"4221","L4478",302.75,484.5,15830.994,16000
"4222","L4479",300.45,486.8,15905.475,16000
"4223","L4480",302.75,484.5,15830.994,16000
"4224","L4481",302.55,484.7,15837.471,16000
"4225","L4482",302.75,484.5,15830.994,16000
"4226","L4483",308.45,478.8,15646.412,15750
"4227","L4484",298.55,488.7,15967.002,16000
"4228","L4485",301.85,485.4,15860.139,16000
"4229","L4486",299.95,487.3,15921.666,16000
"4230","L4487",298.15,489.1,15979.956,16000
"4231","L4488",309.75,477.5,15604.314,15750
"4232","L4489",293.55,493.7,16128.917,16250
"4233","L4490",293.55,493.7,16128.917,16250
"4234","L4491",293.65,493.6,16125.679,16250
"4235","L4492",293.65,493.6,16125.679,16250
"4236","L4493",300.75,486.5,15895.76,16000
"4237","L4494",303.55,483.7,15805.088,16000
"4238","L4495",309.55,477.7,15610.791,15750
"4239","L4496",307.05,480.2,15691.748,15750
"4240","L4497",301.25,486,15879.569,16000
"4241","L4498",301.95,485.3,15856.901,16000
"4242","L4499",302.05,485.2,15853.662,16000
"4243","L4500",304.85,482.4,15762.99,16000
"4244","L4501",307.15,480.1,15688.509,15750
"4245","L4502",302.75,484.5,15830.994,16000
"4246","L4503",302.75,484.5,15830.994,16000
"4247","L4504",302.75,484.5,15830.994,16000
"4248","L4505",302.75,484.5,15830.994,16000
"4249","L4506",302.75,484.5,15830.994,16000
"4250","L4507",301.65,485.6,15866.615,16000
"4251","L4508",305.65,481.6,15737.084,15750
"4252","L4509",304.65,482.6,15769.467,16000
"4253","L4510",304.55,482.7,15772.705,16000
"4254","L4511",305.45,481.8,15743.56,15750
"4255","L4512",305.25,482,15750.037,16000
"4256","L4513",301.95,485.3,15856.901,16000
"4257","L4514",305.65,481.6,15737.084,15750
"4258","L4515",321.8,465.45,15214.1,15250
"4259","L4516",319.6,467.65,15285.342,15500
"4260","L4517",302.45,484.8,15840.709,16000
"4261","L4518",302.35,484.9,15843.947,16000
"4262","L4519",322.3,464.95,15197.909,15250
"4263","L4520",307.15,480.1,15688.509,15750
"4264","L4521",304.25,483,15782.42,16000
"4265","L4522",306.95,480.3,15694.986,15750
"4266","L4523",307.65,479.6,15672.318,15750
"4267","L4524",306.95,480.3,15694.986,15750
"4268","L4525",306.75,480.5,15701.463,15750
"4269","L4526",306.85,480.4,15698.224,15750
"4270","L4527",306.45,480.8,15711.178,15750
"4271","L4528",308.25,479,15652.888,15750
"4272","L4529",307.25,480,15685.271,15750
"4273","L4530",308.85,478.4,15633.459,15750
"4274","L4531",305.95,481.3,15727.369,15750
"4275","L4532",321.7,465.55,15217.338,15250
"4276","L4533",306.95,480.3,15694.986,15750
"4277","L4534",307.05,480.2,15691.748,15750
"4278","L4535",318.7,468.55,15314.487,15500
"4279","L4536",294.95,492.3,16083.581,16250
"4280","L4537",321.8,465.45,15214.1,15250
"4281","L4538",295.55,491.7,16064.151,16250
"4282","L4539",296.05,491.2,16047.96,16250
"4283","L4540",295.95,491.3,16051.198,16250
"4284","L4541",321.2,466.05,15233.53,15250
"4285","L4542",294.15,493.1,16109.487,16250
"4286","L4543",304.15,483.1,15785.658,16000
"4287","L4544",327.1,460.15,15042.471,15250
"4288","L4545",291.65,495.6,16190.444,16250
"4289","L4546",291.65,495.6,16190.444,16250
"4290","L4547",291.65,495.6,16190.444,16250
"4291","L4548",318.5,468.75,15320.964,15500
"4292","L4549",306.35,480.9,15714.416,15750
"4293","L4550",322.1,465.15,15204.385,15250
"4294","L4551",323.6,463.65,15155.811,15250
"4295","L4552",323.6,463.65,15155.811,15250
"4296","L4553",293.25,494,16138.632,16250
"4297","L4554",294.25,493,16106.249,16250
"4298","L4555",324.3,462.95,15133.143,15250
"4299","L4556",308.95,478.3,15630.22,15750
"4300","L4557",324.3,462.95,15133.143,15250
"4301","L4558",302.55,484.7,15837.471,16000
"4302","L4559",322.2,465.05,15201.147,15250
"4303","L4560",296.95,490.3,16018.815,16250
"4304","L4561",326.8,460.45,15052.185,15250
"4305","L4562",306.65,480.6,15704.701,15750
"4306","L4563",323.7,463.55,15152.572,15250
"4307","L4564",322.5,464.75,15191.432,15250
"4308","L4565",298.15,489.1,15979.956,16000
"4309","L4566",306.65,480.6,15704.701,15750
"4310","L4568",325.1,462.15,15107.236,15250
"4311","L4569",322.7,464.55,15184.955,15250
"4312","L4570",303.85,483.4,15795.373,16000
"4313","L4571",323.6,463.65,15155.811,15250
"4314","L4572",300.65,486.6,15898.998,16000
"4315","L4573",323.3,463.95,15165.526,15250
"4316","L4574",301.75,485.5,15863.377,16000
"4317","L4575",306.25,481,15717.654,15750
"4318","L4576",306.55,480.7,15707.939,15750
"4319","L4577",307.05,480.2,15691.748,15750
"4320","L4578",306.55,480.7,15707.939,15750
"4321","L4579",306.45,480.8,15711.178,15750
"4322","L4580",326.1,461.15,15074.853,15250
"4323","L4581",325.8,461.45,15084.568,15250
"4324","L4582",327.4,459.85,15032.756,15250
"4325","L4583",302.25,485,15847.186,16000
"4326","L4584",328,459.25,15013.326,15250
"4327","L4585",317.9,469.35,15340.393,15500
"4328","L4586",318.7,468.55,15314.487,15500
"4329","L4587",325.2,462.05,15103.998,15250
"4330","L4588",305.65,481.6,15737.084,15750
"4331","L4589",304.75,482.5,15766.228,16000
"4332","L4590",318.6,468.65,15317.725,15500
"4333","L4591",327.1,460.15,15042.471,15250
"4334","L4592",321.7,465.55,15217.338,15250
"4335","L4593",320.2,467.05,15265.913,15500
"4336","L4594",330.7,456.55,14925.892,15000
"4337","L4595",322.6,464.65,15188.194,15250
"4338","L4596",325.3,461.95,15100.76,15250
"4339","L4597",304.95,482.3,15759.752,16000
"4340","L4598",330.1,457.15,14945.322,15000
"4341","L4599",322.4,464.85,15194.67,15250
"4342","L4600",325.3,461.95,15100.76,15250
"4343","L4601",319.6,467.65,15285.342,15500
"4344","L4602",322.1,465.15,15204.385,15250
"4345","L4603",322.4,464.85,15194.67,15250
"4346","L4604",320.8,466.45,15246.483,15250
"4347","L4605",327.2,460.05,15039.232,15250
"4348","L4606",331,456.25,14916.177,15000
"4349","L4607",321.3,465.95,15230.291,15250
"4350","L4608",300.95,486.3,15889.283,16000
"4351","L4609",318.9,468.35,15308.01,15500
"4352","L4610",302.45,484.8,15840.709,16000
"4353","L4611",330.7,456.55,14925.892,15000
"4354","L4612",319.4,467.85,15291.819,15500
"4355","L4613",325.3,461.95,15100.76,15250
"4356","L4614",324.6,462.65,15123.428,15250
"4357","L4615",322.3,464.95,15197.909,15250
"4358","L4616",324.7,462.55,15120.19,15250
"4359","L4617",324.4,462.85,15129.904,15250
"4360","L4618",319.6,467.65,15285.342,15500
"4361","L4619",323.5,463.75,15159.049,15250
"4362","L4620",318.4,468.85,15324.202,15500
"4363","L4621",323,464.25,15175.24,15250
"4364","L4622",330.9,456.35,14919.416,15000
"4365","L4623",324.1,463.15,15139.619,15250
"4366","L4624",331.5,455.75,14899.986,15000
"4367","L4625",333,454.25,14851.411,15000
"4368","L4626",335.4,451.85,14773.693,15000
"4369","L4627",329.6,457.65,14961.513,15000
"4370","L4628",319.3,467.95,15295.057,15500
"4371","L4629",331.1,456.15,14912.939,15000
"4372","L4630",329.3,457.95,14971.228,15000
"4373","L4631",330.9,456.35,14919.416,15000
"4374","L4632",320.2,467.05,15265.913,15500
"4375","L4633",329.6,457.65,14961.513,15000
"4376","L4634",329.2,458.05,14974.466,15000
"4377","L4635",323.5,463.75,15159.049,15250
"4378","L4636",322,465.25,15207.623,15250
"4379","L4637",329.7,457.55,14958.275,15000
"4380","L4638",333.4,453.85,14838.458,15000
"4381","L4639",333.2,454.05,14844.935,15000
"4382","L4640",321.2,466.05,15233.53,15250
"4383","L4641",324,463.25,15142.858,15250
"4384","L4642",330.5,456.75,14932.369,15000
"4385","L4643",331.6,455.65,14896.748,15000
"4386","L4644",332.4,454.85,14870.841,15000
"4387","L4645",332.6,454.65,14864.365,15000
"4388","L4646",328.9,458.35,14984.181,15000
"4389","L4647",328.9,458.35,14984.181,15000
"4390","L4648",331.5,455.75,14899.986,15000
"4391","L4649",330.8,456.45,14922.654,15000
"4392","L4650",328.9,458.35,14984.181,15000
"4393","L4651",328.5,458.75,14997.135,15000
"4394","L4652",334,453.25,14819.029,15000
"4395","L4653",319.6,467.65,15285.342,15500
"4396","L4654",337.3,449.95,14712.165,14750
"4397","L4655",335.4,451.85,14773.693,15000
"4398","L4656",330.5,456.75,14932.369,15000
"4399","L4657",323,464.25,15175.24,15250
"4400","L4658",320.2,467.05,15265.913,15500
"4401","L4659",331.1,456.15,14912.939,15000
"4402","L4660",328.3,458.95,15003.611,15250
"4403","L4661",329.1,458.15,14977.705,15000
"4404","L4662",328.7,458.55,14990.658,15000
"4405","L4663",328.9,458.35,14984.181,15000
"4406","L4664",319.6,467.65,15285.342,15500
"4407","L4665",329.5,457.75,14964.752,15000
"4408","L4666",319.9,467.35,15275.627,15500
"4409","L4667",328.8,458.45,14987.42,15000
"4410","L4668",322,465.25,15207.623,15250
"4411","L4669",328.7,458.55,14990.658,15000
"4412","L4670",329.1,458.15,14977.705,15000
"4413","L4671",322.2,465.05,15201.147,15250
"4414","L4672",321,466.25,15240.006,15250
"4415","L4673",329.3,457.95,14971.228,15000
"4416","L4674",320.3,466.95,15262.674,15500
"4417","L4676",305.25,482,15750.037,16000
"4418","L4677",330.1,457.15,14945.322,15000
"4419","L4678",330.5,456.75,14932.369,15000
"4420","L4679",330.3,456.95,14938.845,15000
"4421","L4680",318.7,468.55,15314.487,15500
"4422","L4681",328.9,458.35,14984.181,15000
"4423","L4682",329.4,457.85,14967.99,15000
