"LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"L1600",420.25,367,12026.003,12250
"L1601",420.35,366.9,12022.765,12250
"L1602",420.35,366.9,12022.765,12250
"L1603",499.2,288.05,9469.373,9500
"L1604",590.45,196.8,6514.433,6750
"L1605",590.35,196.9,6517.672,6750
"L1607",592.25,195,6456.144,6500
"L1608",590.35,196.9,6517.672,6750
"L1609",420.45,366.8,12019.527,12250
"L1610",420.85,366.4,12006.574,12250
"L1611",421.15,366.1,11996.859,12000
"L1612",592.15,195.1,6459.382,6500
"L1613",420.45,366.8,12019.527,12250
"L1614",499.8,287.45,9449.943,9500
"L1615",420.15,367.1,12029.242,12250
"L1616",420.85,366.4,12006.574,12250
"L1617",421.15,366.1,11996.859,12000
"L1618",418.45,368.8,12084.293,12250
"L1619",418.15,369.1,12094.007,12250
"L1620",418.95,368.3,12068.101,12250
"L1621",421.15,366.1,11996.859,12000
"L1622",463.55,323.7,10623.824,10750
"L1623",463.95,323.3,10610.87,10750
"L1624",504.5,282.75,9297.744,9500
"L1625",422.05,365.2,11967.714,12000
"L1626",422.25,365,11961.237,12000
"L1627",594.15,193.1,6394.617,6500
"L1628",594.25,193,6391.378,6500
"L1629",592.95,194.3,6433.476,6500
"L1630",594.55,192.7,6381.663,6500
"L1631",593.45,193.8,6417.285,6500
"L1632",592.85,194.4,6436.714,6500
"L1633",468.75,318.5,10455.433,10500
"L1634",467.95,319.3,10481.339,10500
"L1635",505,282.25,9281.552,9500
"L1636",504.6,282.65,9294.506,9500
"L1637",422.25,365,11961.237,12000
"L1638",426.05,361.2,11838.182,12000
"L1639",505,282.25,9281.552,9500
"L1640",505.8,281.45,9255.646,9500
"L1641",505.9,281.35,9252.408,9500
"L1642",505,282.25,9281.552,9500
"L1643",419.05,368.2,12064.863,12250
"L1644",418.45,368.8,12084.293,12250
"L1645",418.45,368.8,12084.293,12250
"L1646",419.35,367.9,12055.148,12250
"L1647",593.75,193.5,6407.57,6500
"L1648",593.65,193.6,6410.808,6500
"L1649",593.75,193.5,6407.57,6500
"L1650",426.45,360.8,11825.229,12000
"L1651",426.35,360.9,11828.468,12000
"L1652",426.35,360.9,11828.468,12000
"L1653",424.95,362.3,11873.804,12000
"L1654",506,281.25,9249.169,9250
"L1655",506,281.25,9249.169,9250
"L1657",423.65,363.6,11915.901,12000
"L1658",517,270.25,8892.958,9000
"L1659",597.05,190.2,6300.706,6500
"L1660",595.15,192.1,6362.234,6500
"L1661",597.15,190.1,6297.468,6500
"L1662",426.85,360.4,11812.276,12000
"L1663",423.35,363.9,11925.616,12000
"L1664",517.7,269.55,8870.289,9000
"L1665",517.6,269.65,8873.528,9000
"L1666",517.8,269.45,8867.051,9000
"L1667",466.35,320.9,10533.152,10750
"L1668",467.95,319.3,10481.339,10500
"L1669",467.25,320,10504.007,10750
"L1670",467.65,319.6,10491.054,10500
"L1671",467.65,319.6,10491.054,10500
"L1672",467.25,320,10504.007,10750
"L1673",468.75,318.5,10455.433,10500
"L1674",467.35,319.9,10500.769,10750
"L1675",596.25,191,6326.613,6500
"L1676",595.95,191.3,6336.327,6500
"L1677",597.55,189.7,6284.515,6500
"L1678",595.85,191.4,6339.566,6500
"L1679",516.2,271.05,8918.864,9000
"L1680",425.85,361.4,11844.659,12000
"L1681",424.25,363,11896.472,12000
"L1682",424.15,363.1,11899.71,12000
"L1683",423.65,363.6,11915.901,12000
"L1684",426.15,361.1,11834.944,12000
"L1685",467.95,319.3,10481.339,10500
"L1686",466.35,320.9,10533.152,10750
"L1687",468.45,318.8,10465.147,10500
"L1688",597.35,189.9,6290.991,6500
"L1689",596.85,190.4,6307.183,6500
"L1690",425.15,362.1,11867.327,12000
"L1691",425.15,362.1,11867.327,12000
"L1692",425.15,362.1,11867.327,12000
"L1693",424.45,362.8,11889.995,12000
"L1694",423.95,363.3,11906.187,12000
"L1695",423.95,363.3,11906.187,12000
"L1696",423.25,364,11928.855,12000
"L1697",424.55,362.7,11886.757,12000
"L1698",517.9,269.35,8863.813,9000
"L1699",518,269.25,8860.575,9000
"L1700",516.7,270.55,8902.672,9000
"L1701",517.7,269.55,8870.289,9000
"L1702",516.3,270.95,8915.626,9000
"L1703",517.3,269.95,8883.243,9000
"L1704",594.85,192.4,6371.949,6500
"L1705",598.05,189.2,6268.323,6500
"L1706",595.45,191.8,6352.519,6500
"L1707",597.05,190.2,6300.706,6500
"L1708",518.1,269.15,8857.336,9000
"L1710",427.15,360.1,11802.561,12000
"L1711",426.35,360.9,11828.468,12000
"L1712",427.65,359.6,11786.37,12000
"L1713",427.75,359.5,11783.132,12000
"L1714",425.45,361.8,11857.612,12000
"L1715",427.85,359.4,11779.893,12000
"L1716",427.85,359.4,11779.893,12000
"L1717",596.65,190.6,6313.659,6500
"L1718",518.7,268.55,8837.907,9000
"L1719",520,267.25,8795.809,9000
"L1720",427.55,359.7,11789.608,12000
"L1721",427.15,360.1,11802.561,12000
"L1722",596.75,190.5,6310.421,6500
"L1723",597.55,189.7,6284.515,6500
"L1724",595.45,191.8,6352.519,6500
"L1725",497.4,289.85,9527.662,9750
"L1726",497.3,289.95,9530.901,9750
"L1727",428.45,358.8,11760.463,12000
"L1728",428.15,359.1,11770.178,12000
"L1729",467.45,319.8,10497.53,10500
"L1730",498,289.25,9508.233,9750
"L1731",467.75,319.5,10487.815,10500
"L1732",428.65,358.6,11753.987,12000
"L1733",598.05,189.2,6268.323,6500
"L1734",600.75,186.5,6180.889,6250
"L1735",600.25,187,6197.081,6250
"L1736",601.55,185.7,6154.983,6250
"L1737",498,289.25,9508.233,9750
"L1738",498.3,288.95,9498.518,9500
"L1739",498.3,288.95,9498.518,9500
"L1740",429.3,357.95,11732.938,11750
"L1741",428.95,358.3,11744.272,11750
"L1742",601.95,185.3,6142.03,6250
"L1743",430,357.25,11710.27,11750
"L1744",428.95,358.3,11744.272,11750
"L1745",497.6,289.65,9521.186,9750
"L1746",497.6,289.65,9521.186,9750
"L1747",497.9,289.35,9511.471,9750
"L1748",497.8,289.45,9514.709,9750
"L1749",499,288.25,9475.85,9500
"L1750",433.8,353.45,11587.215,11750
"L1751",430.6,356.65,11690.84,11750
"L1752",467.75,319.5,10487.815,10500
"L1753",467.65,319.6,10491.054,10500
"L1754",467.95,319.3,10481.339,10500
"L1755",466.45,320.8,10529.913,10750
"L1756",600.05,187.2,6203.558,6250
"L1757",600.15,187.1,6200.319,6250
"L1758",497.3,289.95,9530.901,9750
"L1759",497.8,289.45,9514.709,9750
"L1760",497.8,289.45,9514.709,9750
"L1761",469.35,317.9,10436.003,10500
"L1762",468.05,319.2,10478.101,10500
"L1764",601.85,185.4,6145.268,6250
"L1765",601.85,185.4,6145.268,6250
"L1766",601.85,185.4,6145.268,6250
"L1767",601.75,185.5,6148.507,6250
"L1768",601.85,185.4,6145.268,6250
"L1769",498.2,289.05,9501.756,9750
"L1770",432.6,354.65,11626.074,11750
"L1771",434.7,352.55,11558.07,11750
"L1772",429.5,357.75,11726.461,11750
"L1773",498.2,289.05,9501.756,9750
"L1774",602.05,185.2,6138.792,6250
"L1775",601.75,185.5,6148.507,6250
"L1776",498.3,288.95,9498.518,9500
"L1777",433.5,353.75,11596.93,11750
"L1778",434.7,352.55,11558.07,11750
"L1779",468.45,318.8,10465.147,10500
"L1780",469.05,318.2,10445.718,10500
"L1781",470.2,317.05,10408.477,10500
"L1782",468.05,319.2,10478.101,10500
"L1783",470.4,316.85,10402.001,10500
"L1784",498.7,288.55,9485.565,9500
"L1785",498.8,288.45,9482.326,9500
"L1786",470,317.25,10414.954,10500
"L1787",433.8,353.45,11587.215,11750
"L1788",NA,NA,NA,NA
"L1790",434.5,352.75,11564.547,11750
"L1791",498.3,288.95,9498.518,9500
"L1792",434.5,352.75,11564.547,11750
"L1793",434.5,352.75,11564.547,11750
"L1794",433.9,353.35,11583.977,11750
"L1795",434.5,352.75,11564.547,11750
"L1796",470.1,317.15,10411.716,10500
"L1797",469.95,317.3,10416.573,10500
"L1798",500,287.25,9443.467,9500
"L1799",470.8,316.45,10389.048,10500
"L1800",601.55,185.7,6154.983,6250
"L1801",601.55,185.7,6154.983,6250
"L1802",601.35,185.9,6161.46,6250
"L1803",601.75,185.5,6148.507,6250
"L1804",601.55,185.7,6154.983,6250
"L1805",433.9,353.35,11583.977,11750
"L1806",471.2,316.05,10376.094,10500
"L1807",432.2,355.05,11639.028,11750
"L1808",471.6,315.65,10363.141,10500
"L1809",431.2,356.05,11671.411,11750
"L1810",434.8,352.45,11554.832,11750
"L1811",470.7,316.55,10392.286,10500
"L1812",499.3,287.95,9466.135,9500
"L1813",480.1,307.15,10087.887,10250
"L1814",502.9,284.35,9349.556,9500
"L1815",503.3,283.95,9336.603,9500
"L1817",471.7,315.55,10359.903,10500
"L1818",601.65,185.6,6151.745,6250
"L1819",601.15,186.1,6167.936,6250
"L1820",601.75,185.5,6148.507,6250
"L1821",601.45,185.8,6158.221,6250
"L1822",601.45,185.8,6158.221,6250
"L1823",435.2,352.05,11541.879,11750
"L1824",435.2,352.05,11541.879,11750
"L1825",434.7,352.55,11558.07,11750
"L1826",434.7,352.55,11558.07,11750
"L1827",439.5,347.75,11402.632,11500
"L1828",440.2,347.05,11379.964,11500
"L1829",471.2,316.05,10376.094,10500
"L1830",434.7,352.55,11558.07,11750
"L1831",435.1,352.15,11545.117,11750
"L1832",435,352.25,11548.355,11750
"L1833",470.9,316.35,10385.809,10500
"L1834",469.95,317.3,10416.573,10500
"L1835",601.45,185.8,6158.221,6250
"L1836",601.15,186.1,6167.936,6250
"L1837",601.55,185.7,6154.983,6250
"L1838",503,284.25,9346.318,9500
"L1839",504.8,282.45,9288.029,9500
"L1840",434.9,352.35,11551.594,11750
"L1841",435.5,351.75,11532.164,11750
"L1842",435,352.25,11548.355,11750
"L1843",435.5,351.75,11532.164,11750
"L1844",470.3,316.95,10405.239,10500
"L1845",470.6,316.65,10395.524,10500
"L1846",470.8,316.45,10389.048,10500
"L1847",504.7,282.55,9291.267,9500
"L1848",504.7,282.55,9291.267,9500
"L1849",470.6,316.65,10395.524,10500
"L1850",470.8,316.45,10389.048,10500
"L1851",434.8,352.45,11554.832,11750
"L1852",434.8,352.45,11554.832,11750
"L1853",434.6,352.65,11561.309,11750
"L1854",504.4,282.85,9300.982,9500
"L1855",504.4,282.85,9300.982,9500
"L1856",438,349.25,11451.207,11500
"L1857",504.3,282.95,9304.22,9500
"L1858",470,317.25,10414.954,10500
"L1859",604.05,183.2,6074.026,6250
"L1860",602.45,184.8,6125.839,6250
"L1861",604.15,183.1,6070.788,6250
"L1862",603.75,183.5,6083.741,6250
"L1863",604.95,182.3,6044.881,6250
"L1864",504.4,282.85,9300.982,9500
"L1865",504.4,282.85,9300.982,9500
"L1866",435,352.25,11548.355,11750
"L1867",434.8,352.45,11554.832,11750
"L1869",437.9,349.35,11454.445,11500
"L1870",437.7,349.55,11460.922,11500
"L1871",470.6,316.65,10395.524,10500
"L1872",504.4,282.85,9300.982,9500
"L1873",504.4,282.85,9300.982,9500
"L1874",470.2,317.05,10408.477,10500
"L1875",504.4,282.85,9300.982,9500
"L1876",504.7,282.55,9291.267,9500
"L1877",470.7,316.55,10392.286,10500
"L1878",440.2,347.05,11379.964,11500
"L1879",440.2,347.05,11379.964,11500
"L1880",505.6,281.65,9262.123,9500
"L1881",504.7,282.55,9291.267,9500
"L1882",438.5,348.75,11435.015,11500
"L1883",436.2,351.05,11509.496,11750
"L1884",440.2,347.05,11379.964,11500
"L1885",605.05,182.2,6041.643,6250
"L1886",603.65,183.6,6086.979,6250
"L1887",602.65,184.6,6119.362,6250
"L1888",604.25,183,6067.549,6250
"L1889",605.15,182.1,6038.405,6250
"L1890",605.05,182.2,6041.643,6250
"L1891",605.65,181.6,6022.213,6250
"L1892",605.75,181.5,6018.975,6250
"L1893",505.6,281.65,9262.123,9500
"L1894",506.6,280.65,9229.74,9250
"L1895",603.75,183.5,6083.741,6250
"L1896",603.55,183.7,6090.217,6250
"L1897",604.45,182.8,6061.073,6250
"L1898",604.95,182.3,6044.881,6250
"L1899",510,277.25,9119.638,9250
"L1900",435,352.25,11548.355,11750
"L1901",435,352.25,11548.355,11750
"L1902",434.7,352.55,11558.07,11750
"L1903",440.2,347.05,11379.964,11500
"L1904",471.2,316.05,10376.094,10500
"L1905",471.1,316.15,10379.333,10500
"L1906",508.6,278.65,9164.974,9250
"L1907",440.2,347.05,11379.964,11500
"L1908",435.8,351.45,11522.449,11750
"L1909",438.4,348.85,11438.254,11500
"L1910",439,348.25,11418.824,11500
"L1911",605.55,181.7,6025.452,6250
"L1912",605.55,181.7,6025.452,6250
"L1913",605.55,181.7,6025.452,6250
"L1914",605.35,181.9,6031.928,6250
"L1915",605.45,181.8,6028.69,6250
"L1916",440.2,347.05,11379.964,11500
"L1917",508.2,279.05,9177.927,9250
"L1918",504.6,282.65,9294.506,9500
"L1919",440.2,347.05,11379.964,11500
"L1920",605.35,181.9,6031.928,6250
"L1922",605.55,181.7,6025.452,6250
"L1923",605.05,182.2,6041.643,6250
"L1924",605.65,181.6,6022.213,6250
"L1925",511.2,276.05,9080.778,9250
"L1926",511.9,275.35,9058.11,9250
"L1927",440.2,347.05,11379.964,11500
"L1928",435.9,351.35,11519.211,11750
"L1929",437.9,349.35,11454.445,11500
"L1930",473.6,313.65,10298.375,10500
"L1931",471.3,315.95,10372.856,10500
"L1932",473.7,313.55,10295.137,10500
"L1933",471.3,315.95,10372.856,10500
"L1934",440.2,347.05,11379.964,11500
"L1935",512.6,274.65,9035.442,9250
"L1936",512.3,274.95,9045.157,9250
"L1937",512.2,275.05,9048.395,9250
"L1938",471.8,315.45,10356.665,10500
"L1939",606.95,180.3,5980.116,6000
"L1940",605.85,181.4,6015.737,6250
"L1941",606.75,180.5,5986.592,6000
"L1942",606.55,180.7,5993.069,6000
"L1943",505.7,281.55,9258.884,9500
"L1944",441.5,345.75,11337.867,11500
"L1945",440.3,346.95,11376.726,11500
"L1946",472.5,314.75,10333.997,10500
"L1947",606.95,180.3,5980.116,6000
"L1948",607.55,179.7,5960.686,6000
"L1949",607.45,179.8,5963.924,6000
"L1950",507,280.25,9216.787,9250
"L1951",505.2,282.05,9275.076,9500
"L1952",506.5,280.75,9232.978,9250
"L1953",508.1,279.15,9181.165,9250
"L1954",473.6,313.65,10298.375,10500
"L1955",473.7,313.55,10295.137,10500
"L1956",442.4,344.85,11308.722,11500
"L1957",440.2,347.05,11379.964,11500
"L1958",445.8,341.45,11198.62,11250
"L1959",506.5,280.75,9232.978,9250
"L1960",473.8,313.45,10291.899,10500
"L1961",471.3,315.95,10372.856,10500
"L1962",474.2,313.05,10278.946,10500
"L1963",508,279.25,9184.404,9250
"L1964",607.95,179.3,5947.733,6000
"L1965",608.05,179.2,5944.494,6000
"L1966",605.85,181.4,6015.737,6250
"L1967",605.85,181.4,6015.737,6250
"L1968",508.2,279.05,9177.927,9250
"L1969",606.75,180.5,5986.592,6000
"L1970",606.35,180.9,5999.545,6000
"L1971",606.05,181.2,6009.26,6250
"L1972",607.95,179.3,5947.733,6000
"L1973",606.45,180.8,5996.307,6000
"L1974",606.15,181.1,6006.022,6250
"L1975",508.4,278.85,9171.45,9250
"L1977",445.8,341.45,11198.62,11250
"L1978",445.8,341.45,11198.62,11250
"L1979",510.3,276.95,9109.923,9250
"L1980",510.5,276.75,9103.446,9250
"L1981",510.3,276.95,9109.923,9250
"L1982",444.7,342.55,11234.241,11250
"L1983",445.8,341.45,11198.62,11250
"L1984",441.2,346.05,11347.581,11500
"L1985",441.2,346.05,11347.581,11500
"L1986",606.35,180.9,5999.545,6000
"L1987",606.75,180.5,5986.592,6000
"L1988",441.2,346.05,11347.581,11500
"L1989",441.2,346.05,11347.581,11500
"L1990",441.6,345.65,11334.628,11500
"L1991",440.8,346.45,11360.535,11500
"L1992",441.8,345.45,11328.152,11500
"L1993",441.6,345.65,11334.628,11500
"L1994",441.3,345.95,11344.343,11500
"L1995",441.8,345.45,11328.152,11500
"L1996",486.8,300.45,9870.921,10000
"L1997",487,300.25,9864.445,10000
"L1998",487,300.25,9864.445,10000
"L1999",442.3,344.95,11311.96,11500
"L2000",606.05,181.2,6009.26,6250
"L2001",608.7,178.55,5923.445,6000
"L2002",608.7,178.55,5923.445,6000
"L2003",608.25,179,5938.018,6000
"L2004",608.8,178.45,5920.207,6000
"L2005",609.2,178.05,5907.254,6000
"L2006",471.6,315.65,10363.141,10500
"L2007",475.1,312.15,10249.801,10250
"L2008",444.3,342.95,11247.194,11250
"L2009",442.4,344.85,11308.722,11500
"L2010",476.2,311.05,10214.18,10250
"L2011",445.9,341.35,11195.382,11250
"L2012",445.8,341.45,11198.62,11250
"L2013",445.8,341.45,11198.62,11250
"L2014",445.8,341.45,11198.62,11250
"L2015",445.8,341.45,11198.62,11250
"L2016",445.8,341.45,11198.62,11250
"L2017",445.8,341.45,11198.62,11250
"L2018",445.8,341.45,11198.62,11250
"L2019",445.8,341.45,11198.62,11250
"L2020",483.4,303.85,9981.023,10000
"L2021",483.9,303.35,9964.832,10000
"L2022",486.2,301.05,9890.351,10000
"L2023",608.05,179.2,5944.494,6000
"L2024",608.15,179.1,5941.256,6000
"L2025",608.9,178.35,5916.969,6000
"L2026",607.75,179.5,5954.209,6000
"L2027",607.95,179.3,5947.733,6000
"L2028",478,309.25,10155.891,10250
"L2029",476.8,310.45,10194.75,10250
"L2030",533.9,253.35,8345.686,8500
"L2031",482.6,304.65,10006.929,10250
"L2032",445.8,341.45,11198.62,11250
"L2033",477.5,309.75,10172.082,10250
"L2034",483.5,303.75,9977.785,10000
"L2035",486.4,300.85,9883.874,10000
"L2036",477.5,309.75,10172.082,10250
"L2037",477.5,309.75,10172.082,10250
"L2038",608.05,179.2,5944.494,6000
"L2039",608.05,179.2,5944.494,6000
"L2040",608.6,178.65,5926.684,6000
"L2041",609,178.25,5913.731,6000
"L2042",607.75,179.5,5954.209,6000
"L2043",609.1,178.15,5910.492,6000
"L2044",608.05,179.2,5944.494,6000
"L2045",608.05,179.2,5944.494,6000
"L2046",441.5,345.75,11337.867,11500
"L2047",441.3,345.95,11344.343,11500
"L2048",441.1,346.15,11350.82,11500
"L2049",441.1,346.15,11350.82,11500
"L2050",441.8,345.45,11328.152,11500
"L2051",441.8,345.45,11328.152,11500
"L2052",475.5,311.75,10236.848,10250
"L2053",488.7,298.55,9809.394,10000
"L2054",477.1,310.15,10185.035,10250
"L2056",441.8,345.45,11328.152,11500
"L2057",441.5,345.75,11337.867,11500
"L2058",441.9,345.35,11324.913,11500
"L2059",608.3,178.95,5936.399,6000
"L2060",608.7,178.55,5923.445,6000
"L2061",609.4,177.85,5900.777,6000
"L2062",610.7,176.55,5858.68,6000
"L2063",610.6,176.65,5861.918,6000
"L2064",610.7,176.55,5858.68,6000
"L2065",441.8,345.45,11328.152,11500
"L2066",441.8,345.45,11328.152,11500
"L2067",474.5,312.75,10269.231,10500
"L2068",441.3,345.95,11344.343,11500
"L2069",441.1,346.15,11350.82,11500
"L2070",441.5,345.75,11337.867,11500
"L2071",610.1,177.15,5878.109,6000
"L2072",611.7,175.55,5826.297,6000
"L2073",610.3,176.95,5871.633,6000
"L2074",612.7,174.55,5793.914,6000
"L2075",446.7,340.55,11169.476,11250
"L2076",446.7,340.55,11169.476,11250
"L2077",446.7,340.55,11169.476,11250
"L2078",446.7,340.55,11169.476,11250
"L2079",443.1,344.15,11286.054,11500
"L2080",442,345.25,11321.675,11500
"L2081",446.2,341.05,11185.667,11250
"L2082",446.7,340.55,11169.476,11250
"L2083",479.1,308.15,10120.27,10250
"L2084",479.5,307.75,10107.316,10250
"L2085",480,307.25,10091.125,10250
"L2086",479.5,307.75,10107.316,10250
"L2087",479.8,307.45,10097.601,10250
"L2088",478.5,308.75,10139.699,10250
"L2089",479.5,307.75,10107.316,10250
"L2090",614.2,173.05,5745.339,5750
"L2091",613.9,173.35,5755.054,6000
"L2092",610.5,176.75,5865.156,6000
"L2093",613.9,173.35,5755.054,6000
"L2094",542,245.25,8083.385,8250
"L2095",542,245.25,8083.385,8250
"L2096",541.9,245.35,8086.623,8250
"L2097",614.5,172.75,5735.625,5750
"L2098",612.7,174.55,5793.914,6000
"L2099",480.1,307.15,10087.887,10250
"L2100",479.9,307.35,10094.363,10250
"L2101",542.1,245.15,8080.147,8250
"L2102",611.5,175.75,5832.773,6000
"L2103",609,178.25,5913.731,6000
"L2104",439.8,347.45,11392.918,11500
"L2105",611.3,175.95,5839.25,6000
"L2106",443.6,343.65,11269.863,11500
"L2107",445.8,341.45,11198.62,11250
"L2108",446.1,341.15,11188.905,11250
"L2109",445.8,341.45,11198.62,11250
"L2111",446,341.25,11192.144,11250
"L2112",442,345.25,11321.675,11500
"L2113",445.5,341.75,11208.335,11250
"L2114",442,345.25,11321.675,11500
"L2115",447.6,339.65,11140.331,11250
"L2116",446.7,340.55,11169.476,11250
"L2117",446.7,340.55,11169.476,11250
"L2118",446.7,340.55,11169.476,11250
"L2119",446.7,340.55,11169.476,11250
"L2120",446.7,340.55,11169.476,11250
"L2121",446.7,340.55,11169.476,11250
"L2122",484.2,303.05,9955.117,10000
"L2123",483.3,303.95,9984.261,10000
"L2124",484.2,303.05,9955.117,10000
"L2125",480.4,306.85,10078.172,10250
"L2126",482.8,304.45,10000.453,10250
"L2127",485.5,301.75,9913.019,10000
"L2128",542,245.25,8083.385,8250
"L2129",541.8,245.45,8089.862,8250
"L2130",541.7,245.55,8093.1,8250
"L2131",610.8,176.45,5855.441,6000
"L2132",612.8,174.45,5790.676,6000
"L2133",610.7,176.55,5858.68,6000
"L2134",612.7,174.55,5793.914,6000
"L2135",611,176.25,5848.965,6000
"L2136",486.1,301.15,9893.589,10000
"L2137",485.3,301.95,9919.496,10000
"L2138",486.2,301.05,9890.351,10000
"L2139",486.2,301.05,9890.351,10000
"L2140",486.2,301.05,9890.351,10000
"L2141",486.2,301.05,9890.351,10000
"L2142",486.2,301.05,9890.351,10000
"L2143",486.2,301.05,9890.351,10000
"L2144",486.2,301.05,9890.351,10000
"L2145",446.1,341.15,11188.905,11250
"L2146",446.3,340.95,11182.429,11250
"L2147",445.9,341.35,11195.382,11250
"L2148",446.1,341.15,11188.905,11250
"L2149",446.2,341.05,11185.667,11250
"L2150",447.2,340.05,11153.284,11250
"L2151",447.6,339.65,11140.331,11250
"L2152",447.6,339.65,11140.331,11250
"L2153",446.7,340.55,11169.476,11250
"L2154",615.5,171.75,5703.242,5750
"L2155",614.5,172.75,5735.625,5750
"L2156",614.7,172.55,5729.148,5750
"L2157",614.6,172.65,5732.386,5750
"L2158",615.1,172.15,5716.195,5750
"L2159",447.9,339.35,11130.616,11250
"L2160",448.1,339.15,11124.139,11250
"L2161",448,339.25,11127.378,11250
"L2162",486.7,300.55,9874.159,10000
"L2163",629.9,157.35,5236.928,5250
"L2165",541.7,245.55,8093.1,8250
"L2166",541.1,246.15,8112.53,8250
"L2167",617.1,170.15,5651.429,5750
"L2168",616.3,170.95,5677.335,5750
"L2169",617.9,169.35,5625.523,5750
"L2170",616.4,170.85,5674.097,5750
"L2171",483.2,304.05,9987.5,10000
"L2172",484.2,303.05,9955.117,10000
"L2173",483.7,303.55,9971.308,10000
"L2174",483.9,303.35,9964.832,10000
"L2175",622.7,164.55,5470.085,5500
"L2176",620.5,166.75,5541.327,5750
"L2177",624.5,162.75,5411.796,5500
"L2178",622.9,164.35,5463.608,5500
"L2179",626.5,160.75,5347.03,5500
"L2180",628.9,158.35,5269.311,5500
"L2181",625.1,162.15,5392.366,5500
"L2182",620.8,166.45,5531.612,5750
"L2183",624.3,162.95,5418.272,5500
"L2184",620.8,166.45,5531.612,5750
"L2185",626.5,160.75,5347.03,5500
"L2186",621.1,166.15,5521.897,5750
"L2187",616,171.25,5687.05,5750
"L2188",619.6,167.65,5570.472,5750
"L2189",620.3,166.95,5547.804,5750
"L2190",620.2,167.05,5551.042,5750
"L2191",620.7,166.55,5534.851,5750
"L2192",616.8,170.45,5661.144,5750
"L2193",621.6,165.65,5505.706,5750
"L2194",619.9,167.35,5560.757,5750
"L2195",621.8,165.45,5499.229,5500
"L2196",621.9,165.35,5495.991,5500
"L2197",624.3,162.95,5418.272,5500
"L2198",623.8,163.45,5434.464,5500
"L2199",623.9,163.35,5431.225,5500
"L2200",630.5,156.75,5217.498,5250
"L2201",631.3,155.95,5191.592,5250
"L2202",625.5,161.75,5379.413,5500
"L2203",624.1,163.15,5424.749,5500
"L2204",625.9,161.35,5366.46,5500
"L2205",623.9,163.35,5431.225,5500
"L2206",623.9,163.35,5431.225,5500
"L2207",626.2,161.05,5356.745,5500
"L2208",482.5,304.75,10010.168,10250
"L2209",482.5,304.75,10010.168,10250
"L2210",486.5,300.75,9880.636,10000
"L2211",486.5,300.75,9880.636,10000
"L2212",486.5,300.75,9880.636,10000
"L2213",482.5,304.75,10010.168,10250
"L2214",486.1,301.15,9893.589,10000
"L2215",484.8,302.45,9935.687,10000
"L2216",540.1,247.15,8144.912,8250
"L2217",543.2,244.05,8044.525,8250
"L2218",543.6,243.65,8031.572,8250
"L2220",540.9,246.35,8119.006,8250
"L2221",636.7,150.55,5016.724,5250
"L2222",628.7,158.55,5275.787,5500
"L2223",635.5,151.75,5055.584,5250
"L2224",638.2,149.05,4968.15,5000
"L2225",624.3,162.95,5418.272,5500
"L2226",628.2,159.05,5291.979,5500
"L2227",629.3,157.95,5256.358,5500
"L2228",629.7,157.55,5243.404,5250
"L2229",626.6,160.65,5343.791,5500
"L2230",628.5,158.75,5282.264,5500
"L2231",629.1,158.15,5262.834,5500
"L2232",624.7,162.55,5405.319,5500
"L2233",624.7,162.55,5405.319,5500
"L2234",625.9,161.35,5366.46,5500
"L2235",625.8,161.45,5369.698,5500
"L2236",624.8,162.45,5402.081,5500
"L2237",624.3,162.95,5418.272,5500
"L2238",624.5,162.75,5411.796,5500
"L2239",623.5,163.75,5444.178,5500
"L2240",624.1,163.15,5424.749,5500
"L2241",626.3,160.95,5353.506,5500
"L2242",482.9,304.35,9997.214,10000
"L2243",487.5,299.75,9848.253,10000
"L2244",486.1,301.15,9893.589,10000
"L2245",488.1,299.15,9828.823,10000
"L2246",486.5,300.75,9880.636,10000
"L2247",487,300.25,9864.445,10000
"L2248",482.7,304.55,10003.691,10250
"L2249",485.6,301.65,9909.781,10000
"L2250",483.3,303.95,9984.261,10000
"L2251",616.6,170.65,5667.62,5750
"L2252",616.2,171.05,5680.574,5750
"L2253",621.4,165.85,5512.183,5750
"L2254",619.9,167.35,5560.757,5750
"L2255",619.9,167.35,5560.757,5750
"L2256",619.8,167.45,5563.995,5750
"L2257",625,162.25,5395.604,5500
"L2258",621.3,165.95,5515.421,5750
"L2259",623,164.25,5460.37,5500
"L2260",621.6,165.65,5505.706,5750
"L2261",622.1,165.15,5489.515,5500
"L2262",616.3,170.95,5677.335,5750
"L2263",642.65,144.6,4824.046,5000
"L2264",641.95,145.3,4846.714,5000
"L2265",637,150.25,5007.009,5250
"L2266",490.1,297.15,9764.058,10000
"L2267",489.1,298.15,9796.44,10000
"L2268",489.8,297.45,9773.772,10000
"L2269",488.1,299.15,9828.823,10000
"L2270",637.6,149.65,4987.58,5000
"L2271",637.2,150.05,5000.533,5250
"L2272",638,149.25,4974.626,5000
"L2273",635.9,151.35,5042.63,5250
"L2275",637.4,149.85,4994.056,5000
"L2276",637.4,149.85,4994.056,5000
"L2277",621.8,165.45,5499.229,5500
"L2278",620.4,166.85,5544.565,5750
"L2279",621.7,165.55,5502.468,5750
"L2280",621.4,165.85,5512.183,5750
"L2281",621.4,165.85,5512.183,5750
"L2282",620.3,166.95,5547.804,5750
"L2283",622.7,164.55,5470.085,5500
"L2284",623.1,164.15,5457.132,5500
