"LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"L3753",256.65,530.6,17323.846,17500
"L3754",692.65,94.6,3204.901,3250
"L3755",225.45,561.8,18334.193,18500
"L3756",230.25,557,18178.755,18250
"L3757",228.15,559.1,18246.759,18250
"L3758",225.65,561.6,18327.716,18500
"L3759",520.8,266.45,8769.902,9000
"L3760",229.75,557.5,18194.946,18250
"L3761",175.45,611.8,19953.338,20000
"L3762",175.45,611.8,19953.338,20000
"L3763",175.45,611.8,19953.338,20000
"L3764",668.5,118.75,3986.948,4000
"L3765",257.05,530.2,17310.893,17500
"L3766",692.75,94.5,3201.663,3250
"L3767",256.65,530.6,17323.846,17500
"L3768",256.65,530.6,17323.846,17500
"L3769",240.55,546.7,17845.211,18000
"L3770",257.45,529.8,17297.94,17500
"L3771",694.65,92.6,3140.135,3250
"L3772",664.5,122.75,4116.479,4250
"L3773",669.2,118.05,3964.28,4000
"L3774",664.5,122.75,4116.479,4250
"L3775",245.1,542.15,17697.869,17750
"L3776",669.2,118.05,3964.28,4000
"L3777",695.45,91.8,3114.229,3250
"L3778",239.85,547.4,17867.879,18000
"L3779",248.05,539.2,17602.339,17750
"L3780",694.75,92.5,3136.897,3250
"L3781",247.2,540.05,17629.864,17750
"L3782",695.35,91.9,3117.467,3250
"L3783",695.35,91.9,3117.467,3250
"L3784",525,262.25,8633.894,8750
"L3785",525.1,262.15,8630.656,8750
"L3786",670.1,117.15,3935.135,4000
"L3787",674.75,112.5,3784.555,4000
"L3788",247.1,540.15,17633.103,17750
"L3789",675.05,112.2,3774.84,4000
"L3790",250.05,537.2,17537.573,17750
"L3791",250.05,537.2,17537.573,17750
"L3792",250.15,537.1,17534.335,17750
"L3793",249.45,537.8,17557.003,17750
"L3794",230.25,557,18178.755,18250
"L3795",249.95,537.3,17540.811,17750
"L3796",523.5,263.75,8682.469,8750
"L3797",522.8,264.45,8705.137,8750
"L3798",675.35,111.9,3765.125,4000
"L3799",252.15,535.1,17469.569,17500
"L3800",521.9,265.35,8734.281,8750
"L3801",668.3,118.95,3993.424,4000
"L3802",696.15,91.1,3091.561,3250
"L3803",525.1,262.15,8630.656,8750
"L3804",252.45,534.8,17459.854,17500
"L3805",248.45,538.8,17589.386,17750
"L3806",251.55,535.7,17488.999,17500
"L3807",697.65,89.6,3042.986,3250
"L3808",669.8,117.45,3944.85,4000
"L3809",252.45,534.8,17459.854,17500
"L3810",525,262.25,8633.894,8750
"L3811",252.25,535,17466.331,17500
"L3812",681.35,105.9,3570.828,3750
"L3813",250.85,536.4,17511.667,17750
"L3814",695.95,91.3,3098.037,3250
"L3815",252.25,535,17466.331,17500
"L3816",697.35,89.9,3052.701,3250
"L3817",525.2,262.05,8627.418,8750
"L3818",250.25,537,17531.097,17750
"L3819",696.05,91.2,3094.799,3250
"L3820",255.85,531.4,17349.752,17500
"L3821",666.7,120.55,4045.237,4250
"L3822",666.7,120.55,4045.237,4250
"L3823",256.15,531.1,17340.037,17500
"L3824",697.25,90,3055.939,3250
"L3825",697.45,89.8,3049.463,3250
"L3826",253.15,534.1,17437.186,17500
"L3827",263,524.25,17118.215,17250
"L3828",262.5,524.75,17134.406,17250
"L3829",674.55,112.7,3791.031,4000
"L3830",674.75,112.5,3784.555,4000
"L3831",674.75,112.5,3784.555,4000
"L3832",263.6,523.65,17098.785,17250
"L3833",672.4,114.85,3860.655,4000
"L3834",672.3,114.95,3863.893,4000
"L3835",674.75,112.5,3784.555,4000
"L3836",526.7,260.55,8578.843,8750
"L3837",526.5,260.75,8585.32,8750
"L3838",696.15,91.1,3091.561,3250
"L3839",696.65,90.6,3075.369,3250
"L3840",525.3,261.95,8624.179,8750
"L3841",695.75,91.5,3104.514,3250
"L3842",667.4,119.85,4022.569,4250
"L3843",697.25,90,3055.939,3250
"L3844",261,526.25,17182.98,17250
"L3845",696.65,90.6,3075.369,3250
"L3846",698.35,88.9,3020.318,3250
"L3847",696.05,91.2,3094.799,3250
"L3848",703.15,84.1,2864.88,3000
"L3849",526.7,260.55,8578.843,8750
"L3850",526.6,260.65,8582.082,8750
"L3851",252.95,534.3,17443.663,17500
"L3852",703.25,84,2861.642,3000
"L3853",695.95,91.3,3098.037,3250
"L3854",673.35,113.9,3829.891,4000
"L3855",671.4,115.85,3893.037,4000
"L3856",526.5,260.75,8585.32,8750
"L3857",705.25,82,2796.876,3000
"L3858",664.5,122.75,4116.479,4250
"L3859",696.05,91.2,3094.799,3250
"L3860",526.7,260.55,8578.843,8750
"L3861",697.95,89.3,3033.271,3250
"L3862",697.85,89.4,3036.51,3250
"L3863",669.5,117.75,3954.565,4000
"L3864",260.6,526.65,17195.934,17250
"L3865",697.55,89.7,3046.225,3250
"L3866",670.3,116.95,3928.659,4000
"L3867",669.7,117.55,3948.088,4000
"L3868",706.25,81,2764.493,3000
"L3869",705.85,81.4,2777.447,3000
"L3870",670,117.25,3938.374,4000
"L3871",697.55,89.7,3046.225,3250
"L3872",706.05,81.2,2770.97,3000
"L3873",527.3,259.95,8559.414,8750
"L3874",527.4,259.85,8556.175,8750
"L3875",669.7,117.55,3948.088,4000
"L3876",259.8,527.45,17221.84,17250
"L3877",705.65,81.6,2783.923,3000
"L3878",705.65,81.6,2783.923,3000
"L3879",673.55,113.7,3823.414,4000
"L3880",674.95,112.3,3778.078,4000
"L3881",697.35,89.9,3052.701,3250
"L3882",697.65,89.6,3042.986,3250
"L3883",675.75,111.5,3752.172,4000
"L3884",698.35,88.9,3020.318,3250
"L3885",704.95,82.3,2806.591,3000
"L3886",268.5,518.75,16940.109,17000
"L3887",675.25,112,3768.363,4000
"L3888",696.95,90.3,3065.654,3250
"L3889",529.4,257.85,8491.41,8500
"L3890",528.7,258.55,8514.078,8750
"L3891",697.55,89.7,3046.225,3250
"L3892",675.75,111.5,3752.172,4000
"L3893",705.25,82,2796.876,3000
"L3894",265.5,521.75,17037.257,17250
"L3895",265.5,521.75,17037.257,17250
"L3896",265.5,521.75,17037.257,17250
"L3897",265.5,521.75,17037.257,17250
"L3898",265.5,521.75,17037.257,17250
"L3899",674.85,112.4,3781.316,4000
"L3900",267,520.25,16988.683,17000
"L3901",675.75,111.5,3752.172,4000
"L3902",696.45,90.8,3081.846,3250
"L3903",266.3,520.95,17011.351,17250
"L3904",696.75,90.5,3072.131,3250
"L3905",696.75,90.5,3072.131,3250
"L3906",696.45,90.8,3081.846,3250
"L3907",695.75,91.5,3104.514,3250
"L3908",268.5,518.75,16940.109,17000
"L3909",265.9,521.35,17024.304,17250
"L3910",528.7,258.55,8514.078,8750
"L3911",697.65,89.6,3042.986,3250
"L3912",528.6,258.65,8517.316,8750
"L3913",528.7,258.55,8514.078,8750
"L3914",698.05,89.2,3030.033,3250
"L3915",697.75,89.5,3039.748,3250
"L3916",268.2,519.05,16949.824,17000
"L3917",695.25,92,3120.705,3250
"L3918",267.1,520.15,16985.445,17000
"L3919",267.8,519.45,16962.777,17000
"L3920",696.75,90.5,3072.131,3250
"L3921",677.75,109.5,3687.406,3750
"L3922",265.5,521.75,17037.257,17250
"L3923",674.75,112.5,3784.555,4000
"L3924",265.5,521.75,17037.257,17250
"L3925",265.7,521.55,17030.781,17250
"L3926",527.9,259.35,8539.984,8750
"L3927",527.8,259.45,8543.222,8750
"L3928",266.4,520.85,17008.113,17250
"L3929",711.1,76.15,2607.436,2750
"L3930",696.45,90.8,3081.846,3250
"L3931",267.4,519.85,16975.73,17000
"L3932",267,520.25,16988.683,17000
"L3933",712.6,74.65,2558.862,2750
"L3934",664.5,122.75,4116.479,4250
"L3935",670.7,116.55,3915.706,4000
"L3936",264.2,523.05,17079.355,17250
"L3937",711.9,75.35,2581.53,2750
"L3938",672.1,115.15,3870.369,4000
"L3939",697.55,89.7,3046.225,3250
"L3940",711.8,75.45,2584.768,2750
"L3941",670.4,116.85,3925.42,4000
"L3942",261.6,525.65,17163.551,17250
"L3943",259.8,527.45,17221.84,17250
"L3944",700.25,87,2958.791,3000
"L3945",258.7,528.55,17257.461,17500
"L3946",712,75.25,2578.292,2750
"L3947",258.6,528.65,17260.699,17500
"L3948",711.9,75.35,2581.53,2750
"L3949",678.15,109.1,3674.453,3750
"L3950",258.2,529.05,17273.653,17500
"L3951",711.4,75.85,2597.721,2750
"L3952",672.1,115.15,3870.369,4000
"L3953",260.6,526.65,17195.934,17250
"L3954",671.9,115.35,3876.846,4000
"L3955",711.8,75.45,2584.768,2750
"L3956",711.8,75.45,2584.768,2750
"L3957",670.5,116.75,3922.182,4000
"L3958",261,526.25,17182.98,17250
"L3959",711.4,75.85,2597.721,2750
"L3960",672.4,114.85,3860.655,4000
"L3961",672.3,114.95,3863.893,4000
"L3962",672.4,114.85,3860.655,4000
"L3963",671.3,115.95,3896.276,4000
"L3964",714.2,73.05,2507.049,2750
"L3965",661.4,125.85,4216.866,4250
"L3966",676.05,111.2,3742.457,3750
"L3967",263.7,523.55,17095.547,17250
"L3968",265.7,521.55,17030.781,17250
"L3969",674.45,112.8,3794.27,4000
"L3970",263.6,523.65,17098.785,17250
"L3971",266.2,521.05,17014.589,17250
"L3972",673.05,114.2,3839.606,4000
"L3973",719.6,67.65,2332.182,2500
"L3974",670.6,116.65,3918.944,4000
"L3975",265.8,521.45,17027.542,17250
"L3976",265.7,521.55,17030.781,17250
"L3977",670.8,116.45,3912.467,4000
"L3978",261.3,525.95,17173.266,17250
"L3979",671.8,115.45,3880.084,4000
"L3980",266.5,520.75,17004.874,17250
"L3981",718.1,69.15,2380.756,2500
"L3982",268.2,519.05,16949.824,17000
"L3983",718.4,68.85,2371.041,2500
"L3984",266.5,520.75,17004.874,17250
"L3985",268.3,518.95,16946.585,17000
"L3986",671.8,115.45,3880.084,4000
"L3987",674.75,112.5,3784.555,4000
"L3988",719.4,67.85,2338.658,2500
"L3989",673.25,114,3833.129,4000
"L3990",264.5,522.75,17069.64,17250
"L3991",264.5,522.75,17069.64,17250
"L3992",676.65,110.6,3723.027,3750
"L3993",719.4,67.85,2338.658,2500
"L3994",719.3,67.95,2341.896,2500
"L3995",278.8,508.45,16606.565,16750
"L3996",266.6,520.65,17001.636,17250
"L3997",266.6,520.65,17001.636,17250
"L3998",276.55,510.7,16679.426,16750
"L3999",265,522.25,17053.449,17250
"L4000",719.3,67.95,2341.896,2500
"L4001",674.15,113.1,3803.984,4000
"L4002",266.7,520.55,16998.398,17000
"L4003",719.6,67.65,2332.182,2500
"L4004",676.65,110.6,3723.027,3750
"L4005",719.4,67.85,2338.658,2500
"L4006",260.3,526.95,17205.648,17250
"L4007",265,522.25,17053.449,17250
"L4008",719.4,67.85,2338.658,2500
"L4009",676.45,110.8,3729.504,3750
"L4010",675.15,112.1,3771.602,4000
"L4011",279.8,507.45,16574.182,16750
"L4012",677.95,109.3,3680.929,3750
"L4013",264.4,522.85,17072.879,17250
"L4014",267.8,519.45,16962.777,17000
"L4015",678.25,109,3671.215,3750
"L4016",677.35,109.9,3700.359,3750
"L4017",720.3,66.95,2309.514,2500
"L4018",678.25,109,3671.215,3750
"L4019",278.7,508.55,16609.803,16750
"L4020",279.1,508.15,16596.85,16750
"L4021",677.85,109.4,3684.168,3750
"L4022",721,66.25,2286.846,2500
"L4023",719.6,67.65,2332.182,2500
"L4024",267,520.25,16988.683,17000
"L4025",279.2,508.05,16593.612,16750
"L4026",720.4,66.85,2306.275,2500
"L4027",677.35,109.9,3700.359,3750
"L4028",677.35,109.9,3700.359,3750
"L4029",678.75,108.5,3655.023,3750
"L4030",720.4,66.85,2306.275,2500
"L4031",720.4,66.85,2306.275,2500
"L4032",279,508.25,16600.088,16750
"L4033",270.45,516.8,16876.962,17000
"L4034",268.45,518.8,16941.728,17000
"L4035",269.05,518.2,16922.298,17000
"L4036",721.2,66.05,2280.369,2500
"L4037",678.85,108.4,3651.785,3750
"L4038",269.85,517.4,16896.392,17000
"L4039",277.25,510,16656.758,16750
"L4040",721.2,66.05,2280.369,2500
"L4041",678.75,108.5,3655.023,3750
"L4042",720.5,66.75,2303.037,2500
"L4043",264.4,522.85,17072.879,17250
"L4044",270.05,517.2,16889.915,17000
"L4045",264.1,523.15,17082.593,17250
"L4046",270.35,516.9,16880.2,17000
"L4047",696.65,90.6,3075.369,3250
"L4048",267.4,519.85,16975.73,17000
"L4049",267.4,519.85,16975.73,17000
"L4050",721.1,66.15,2283.607,2500
"L4051",678.75,108.5,3655.023,3750
"L4052",270.25,517,16883.439,17000
"L4053",702.45,84.8,2887.548,3000
"L4054",276.45,510.8,16682.665,16750
"L4055",276.75,510.5,16672.95,16750
"L4056",273.75,513.5,16770.098,17000
"L4057",277.05,510.2,16663.235,16750
"L4058",267.1,520.15,16985.445,17000
"L4059",277.65,509.6,16643.805,16750
"L4060",277.45,509.8,16650.282,16750
"L4061",261.2,526.05,17176.504,17250
"L4062",701.75,85.5,2910.216,3000
"L4063",721.8,65.45,2260.939,2500
"L4064",277.25,510,16656.758,16750
"L4065",701.75,85.5,2910.216,3000
"L4066",261.4,525.85,17170.027,17250
"L4067",261.5,525.75,17166.789,17250
"L4068",724.6,62.65,2170.267,2250
"L4069",293.65,493.6,16125.679,16250
"L4070",709.3,77.95,2665.725,2750
"L4071",272.45,514.8,16812.196,17000
"L4072",723.7,63.55,2199.412,2250
"L4073",703.55,83.7,2851.927,3000
"L4074",703.25,84,2861.642,3000
"L4075",723.1,64.15,2218.841,2250
"L4076",701.85,85.4,2906.978,3000
"L4077",703.15,84.1,2864.88,3000
"L4078",703.95,83.3,2838.974,3000
"L4079",702.65,84.6,2881.072,3000
"L4080",723,64.25,2222.08,2250
"L4081",698.35,88.9,3020.318,3250
"L4082",701.75,85.5,2910.216,3000
"L4083",277.8,509.45,16638.948,16750
"L4084",280.4,506.85,16554.752,16750
"L4085",705.95,81.3,2774.208,3000
"L4086",703.55,83.7,2851.927,3000
"L4087",272.65,514.6,16805.72,17000
"L4088",723.6,63.65,2202.65,2250
"L4089",724,63.25,2189.697,2250
"L4090",706.05,81.2,2770.97,3000
"L4091",280.4,506.85,16554.752,16750
"L4092",280.4,506.85,16554.752,16750
"L4093",280.4,506.85,16554.752,16750
"L4094",280.4,506.85,16554.752,16750
"L4095",281.6,505.65,16515.893,16750
"L4096",281.6,505.65,16515.893,16750
"L4097",705.45,81.8,2790.4,3000
"L4098",703.45,83.8,2855.165,3000
"L4099",704.75,82.5,2813.068,3000
"L4100",281.6,505.65,16515.893,16750
"L4101",282.6,504.65,16483.51,16500
"L4102",704.75,82.5,2813.068,3000
"L4103",308.75,478.5,15636.697,15750
"L4104",724.2,63.05,2183.22,2250
"L4105",705.85,81.4,2777.447,3000
"L4106",705.75,81.5,2780.685,3000
"L4107",704.55,82.7,2819.544,3000
"L4108",306.65,480.6,15704.701,15750
"L4109",725.3,61.95,2147.599,2250
"L4110",705.55,81.7,2787.161,3000
"L4111",280.4,506.85,16554.752,16750
"L4112",280.7,506.55,16545.037,16750
"L4113",280.4,506.85,16554.752,16750
"L4114",280.4,506.85,16554.752,16750
"L4115",280.4,506.85,16554.752,16750
"L4116",724.5,62.75,2173.505,2250
"L4117",705.65,81.6,2783.923,3000
"L4118",724.6,62.65,2170.267,2250
"L4119",302.05,485.2,15853.662,16000
"L4120",724.6,62.65,2170.267,2250
"L4121",706.35,80.9,2761.255,3000
"L4122",724.8,62.45,2163.791,2250
"L4123",724.8,62.45,2163.791,2250
"L4124",298.35,488.9,15973.479,16000
"L4125",280.5,506.75,16551.514,16750
"L4126",301.15,486.1,15882.807,16000
"L4127",281,506.25,16535.322,16750
"L4128",705.85,81.4,2777.447,3000
"L4129",302.25,485,15847.186,16000
"L4130",299.75,487.5,15928.143,16000
"L4131",299.45,487.8,15937.858,16000
"L4132",300.65,486.6,15898.998,16000
"L4133",704.85,82.4,2809.829,3000
"L4134",281.6,505.65,16515.893,16750
"L4135",281.6,505.65,16515.893,16750
"L4136",281.6,505.65,16515.893,16750
"L4137",281.6,505.65,16515.893,16750
"L4138",281.6,505.65,16515.893,16750
"L4139",281.6,505.65,16515.893,16750
"L4140",281.6,505.65,16515.893,16750
"L4141",303.95,483.3,15792.135,16000
"L4142",277.9,509.35,16635.709,16750
"L4143",725.8,61.45,2131.408,2250
"L4144",304.95,482.3,15759.752,16000
"L4145",704.15,83.1,2832.497,3000
"L4146",306.05,481.2,15724.131,15750
"L4147",306.05,481.2,15724.131,15750
"L4148",725.2,62.05,2150.837,2250
"L4149",278.2,509.05,16625.994,16750
"L4150",278.4,508.85,16619.518,16750
"L4151",279.4,507.85,16587.135,16750
"L4152",282.2,505.05,16496.463,16500
"L4153",278.7,508.55,16609.803,16750
"L4154",285.15,502.1,16400.933,16500
"L4155",277.2,510.05,16658.377,16750
"L4156",280.5,506.75,16551.514,16750
"L4157",280.5,506.75,16551.514,16750
"L4158",282,505.25,16502.939,16750
"L4159",282.1,505.15,16499.701,16500
"L4160",707.8,79.45,2714.3,2750
"L4161",277.5,509.75,16648.663,16750
"L4162",277.5,509.75,16648.663,16750
"L4163",284.1,503.15,16434.935,16500
"L4164",280.6,506.65,16548.276,16750
"L4165",280.6,506.65,16548.276,16750
"L4166",280.9,506.35,16538.561,16750
"L4167",280.7,506.55,16545.037,16750
"L4168",280.6,506.65,16548.276,16750
"L4169",285.15,502.1,16400.933,16500
"L4170",279.7,507.55,16577.42,16750
"L4171",278.6,508.65,16613.041,16750
"L4172",281,506.25,16535.322,16750
"L4173",280.8,506.45,16541.799,16750
"L4174",277.6,509.65,16645.424,16750
"L4175",277.9,509.35,16635.709,16750
"L4176",284.6,502.65,16418.744,16500
"L4177",279.9,507.35,16570.944,16750
"L4178",279.9,507.35,16570.944,16750
"L4179",279.9,507.35,16570.944,16750
"L4180",282.6,504.65,16483.51,16500
"L4181",279.2,508.05,16593.612,16750
"L4182",283.6,503.65,16451.127,16500
"L4183",283.5,503.75,16454.365,16500
"L4184",283.6,503.65,16451.127,16500
"L4185",707.4,79.85,2727.253,2750
"L4186",707.4,79.85,2727.253,2750
"L4187",278.9,508.35,16603.326,16750
"L4188",280.2,507.05,16561.229,16750
"L4189",278.7,508.55,16609.803,16750
"L4190",708.2,79.05,2701.347,2750
"L4191",708.6,78.65,2688.394,2750
"L4192",283.5,503.75,16454.365,16500
"L4193",284.3,502.95,16428.459,16500
"L4194",709.4,77.85,2662.487,2750
"L4195",708.6,78.65,2688.394,2750
"L4196",280.1,507.15,16564.467,16750
"L4197",283.5,503.75,16454.365,16500
"L4198",279.8,507.45,16574.182,16750
"L4199",279.1,508.15,16596.85,16750
"L4200",283.4,503.85,16457.603,16500
"L4201",279.8,507.45,16574.182,16750
"L4202",279.3,507.95,16590.373,16750
"L4203",278.9,508.35,16603.326,16750
"L4204",705.85,81.4,2777.447,3000
"L4205",278.9,508.35,16603.326,16750
"L4206",278.4,508.85,16619.518,16750
"L4207",278.9,508.35,16603.326,16750
"L4208",279.8,507.45,16574.182,16750
"L4209",279.2,508.05,16593.612,16750
"L4210",261.7,525.55,17160.312,17250
"L4211",709.3,77.95,2665.725,2750
"L4212",707.4,79.85,2727.253,2750
"L4213",284.2,503.05,16431.697,16500
"L4214",278.5,508.75,16616.28,16750
"L4215",277.8,509.45,16638.948,16750
"L4216",282.9,504.35,16473.795,16500
"L4217",277.8,509.45,16638.948,16750
"L4218",278.5,508.75,16616.28,16750
"L4219",278.5,508.75,16616.28,16750
"L4220",256.9,530.35,17315.75,17500
"L4221",260.2,527.05,17208.887,17250
"L4222",261.2,526.05,17176.504,17250
"L4223",710.6,76.65,2623.628,2750
"L4224",284.7,502.55,16415.506,16500
"L4225",285,502.25,16405.791,16500
"L4226",710.9,76.35,2613.913,2750
"L4227",280.4,506.85,16554.752,16750
"L4228",257.3,529.95,17302.797,17500
"L4229",277.9,509.35,16635.709,16750
"L4230",710.2,77.05,2636.581,2750
"L4231",280.4,506.85,16554.752,16750
"L4232",280.4,506.85,16554.752,16750
"L4233",258,529.25,17280.129,17500
"L4234",285,502.25,16405.791,16500
"L4235",278.7,508.55,16609.803,16750
"L4236",262.8,524.45,17124.691,17250
"L4237",283.3,503.95,16460.842,16500
"L4238",283.3,503.95,16460.842,16500
"L4239",281.8,505.45,16509.416,16750
"L4240",280.4,506.85,16554.752,16750
"L4241",282.8,504.45,16477.033,16500
"L4242",259.2,528.05,17241.27,17250
"L4243",259.2,528.05,17241.27,17250
"L4244",707.4,79.85,2727.253,2750
"L4245",707.4,79.85,2727.253,2750
"L4246",278.3,508.95,16622.756,16750
"L4247",281.7,505.55,16512.654,16750
"L4248",260,527.25,17215.363,17250
"L4249",282.2,505.05,16496.463,16500
"L4250",277.4,509.85,16651.901,16750
"L4251",280,507.25,16567.705,16750
"L4252",284.6,502.65,16418.744,16500
"L4253",284.4,502.85,16425.221,16500
"L4254",291.15,496.1,16206.636,16250
"L4255",261,526.25,17182.98,17250
"L4256",261.1,526.15,17179.742,17250
"L4257",277.4,509.85,16651.901,16750
"L4258",283.6,503.65,16451.127,16500
"L4259",262.7,524.55,17127.929,17250
"L4260",285.15,502.1,16400.933,16500
"L4261",288.85,498.4,16281.117,16500
"L4262",279,508.25,16600.088,16750
"L4263",278.7,508.55,16609.803,16750
"L4264",279.6,507.65,16580.658,16750
"L4265",276.9,510.35,16668.092,16750
"L4266",276.8,510.45,16671.331,16750
"L4267",281.2,506.05,16528.846,16750
"L4268",280.9,506.35,16538.561,16750
"L4269",285.25,502,16397.695,16500
"L4270",282.3,504.95,16493.225,16500
"L4271",293.65,493.6,16125.679,16250
"L4272",261.8,525.45,17157.074,17250
"L4273",292.55,494.7,16161.3,16250
"L4274",279,508.25,16600.088,16750
"L4275",284.9,502.35,16409.029,16500
"L4276",278.2,509.05,16625.994,16750
"L4277",276.8,510.45,16671.331,16750
"L4278",282.3,504.95,16493.225,16500
"L4279",296.85,490.4,16022.053,16250
"L4280",282.9,504.35,16473.795,16500
"L4281",262.1,525.15,17147.359,17250
"L4282",296.15,491.1,16044.721,16250
"L4283",261.4,525.85,17170.027,17250
"L4284",284.1,503.15,16434.935,16500
"L4285",286.85,500.4,16345.882,16500
"L4286",260.3,526.95,17205.648,17250
"L4287",285.55,501.7,16387.98,16500
"L4288",288.95,498.3,16277.878,16500
"L4289",286.65,500.6,16352.359,16500
"L4290",274.05,513.2,16760.384,17000
"L4291",281.5,505.75,16519.131,16750
"L4292",278.7,508.55,16609.803,16750
"L4293",284.3,502.95,16428.459,16500
"L4294",277.8,509.45,16638.948,16750
"L4295",278.7,508.55,16609.803,16750
"L4296",285.55,501.7,16387.98,16500
"L4297",284.6,502.65,16418.744,16500
"L4298",281.3,505.95,16525.607,16750
"L4299",277.7,509.55,16642.186,16750
"L4300",277.7,509.55,16642.186,16750
"L4301",277.8,509.45,16638.948,16750
"L4302",283.9,503.35,16441.412,16500
"L4303",289.75,497.5,16251.972,16500
"L4304",276.8,510.45,16671.331,16750
"L4305",280.4,506.85,16554.752,16750
"L4306",258.8,528.45,17254.223,17500
"L4307",278.5,508.75,16616.28,16750
"L4308",278.2,509.05,16625.994,16750
"L4309",280.4,506.85,16554.752,16750
"L4310",290.65,496.6,16222.827,16250
"L4311",278.9,508.35,16603.326,16750
"L4312",282.9,504.35,16473.795,16500
"L4313",258.3,528.95,17270.414,17500
"L4314",258.4,528.85,17267.176,17500
"L4315",280.9,506.35,16538.561,16750
"L4316",289.35,497.9,16264.925,16500
"L4317",289.75,497.5,16251.972,16500
"L4318",290.15,497.1,16239.019,16250
"L4319",288.55,498.7,16290.831,16500
"L4320",257.45,529.8,17297.94,17500
"L4321",289.65,497.6,16255.21,16500
"L4322",296.15,491.1,16044.721,16250
"L4323",279.6,507.65,16580.658,16750
"L4324",278.9,508.35,16603.326,16750
"L4325",257.1,530.15,17309.274,17500
"L4326",286.65,500.6,16352.359,16500
"L4327",278.8,508.45,16606.565,16750
"L4328",287.75,499.5,16316.738,16500
"L4329",286.65,500.6,16352.359,16500
"L4330",286.85,500.4,16345.882,16500
"L4331",279,508.25,16600.088,16750
"L4332",286.65,500.6,16352.359,16500
"L4333",269.55,517.7,16906.107,17000
"L4334",257.3,529.95,17302.797,17500
"L4335",269.45,517.8,16909.345,17000
"L4336",270.15,517.1,16886.677,17000
"L4337",270.55,516.7,16873.724,17000
"L4338",289.55,497.7,16258.449,16500
"L4339",289.75,497.5,16251.972,16500
"L4340",286.95,500.3,16342.644,16500
"L4341",286.95,500.3,16342.644,16500
"L4342",289.75,497.5,16251.972,16500
"L4343",289.75,497.5,16251.972,16500
"L4344",296.05,491.2,16047.96,16250
"L4345",289.15,498.1,16271.402,16500
"L4346",289.35,497.9,16264.925,16500
"L4347",289.35,497.9,16264.925,16500
"L4348",276.7,510.55,16674.569,16750
"L4349",276.8,510.45,16671.331,16750
"L4350",270.15,517.1,16886.677,17000
"L4351",293.65,493.6,16125.679,16250
"L4352",295.45,491.8,16067.389,16250
"L4353",270.45,516.8,16876.962,17000
"L4354",289.25,498,16268.163,16500
"L4355",270.15,517.1,16886.677,17000
"L4356",270.45,516.8,16876.962,17000
"L4357",270.65,516.6,16870.485,17000
"L4358",288.95,498.3,16277.878,16500
"L4359",270.05,517.2,16889.915,17000
"L4360",268.75,518.5,16932.013,17000
"L4361",285.85,501.4,16378.265,16500
"L4362",269.45,517.8,16909.345,17000
"L4363",289.15,498.1,16271.402,16500
"L4364",269.45,517.8,16909.345,17000
"L4365",289.05,498.2,16274.64,16500
"L4366",270.45,516.8,16876.962,17000
"L4367",270.25,517,16883.439,17000
"L4368",270.65,516.6,16870.485,17000
"L4369",269.75,517.5,16899.63,17000
"L4370",269.85,517.4,16896.392,17000
"L4371",285.95,501.3,16375.027,16500
"L4372",269.45,517.8,16909.345,17000
"L4373",296.55,490.7,16031.768,16250
"L4374",285.95,501.3,16375.027,16500
"L4375",299.45,487.8,15937.858,16000
"L4376",297.85,489.4,15989.67,16000
"L4377",285.85,501.4,16378.265,16500
"L4378",269.15,518.1,16919.06,17000
"L4379",270.15,517.1,16886.677,17000
"L4380",269.35,517.9,16912.583,17000
"L4381",285.65,501.6,16384.742,16500
"L4382",269.05,518.2,16922.298,17000
"L4383",302.05,485.2,15853.662,16000
"L4384",269.85,517.4,16896.392,17000
"L4385",289.75,497.5,16251.972,16500
"L4386",268.35,518.9,16944.966,17000
"L4387",292.95,494.3,16148.347,16250
"L4388",270.25,517,16883.439,17000
"L4389",292.65,494.6,16158.062,16250
"L4390",269.75,517.5,16899.63,17000
"L4391",269.65,517.6,16902.868,17000
"L4392",295.55,491.7,16064.151,16250
"L4393",294.25,493,16106.249,16250
"L4394",294.05,493.2,16112.725,16250
"L4395",295.35,491.9,16070.628,16250
"L4396",268.95,518.3,16925.536,17000
"L4397",275.25,512,16721.524,16750
"L4398",275.15,512.1,16724.762,16750
"L4399",289.85,497.4,16248.734,16250
"L4400",296.75,490.5,16025.292,16250
"L4401",285.75,501.5,16381.504,16500
"L4402",297.35,489.9,16005.862,16250
"L4403",295.55,491.7,16064.151,16250
"L4404",274.85,512.4,16734.477,16750
"L4405",297.05,490.2,16015.577,16250
"L4406",298.35,488.9,15973.479,16000
"L4407",297.55,489.7,15999.385,16000
"L4408",296.15,491.1,16044.721,16250
"L4409",295.65,491.6,16060.913,16250
"L4410",286.15,501.1,16368.55,16500
"L4411",290.05,497.2,16242.257,16250
"L4412",269.95,517.3,16893.153,17000
"L4413",286.05,501.2,16371.789,16500
"L4414",295.65,491.6,16060.913,16250
"L4415",296.15,491.1,16044.721,16250
"L4416",296.05,491.2,16047.96,16250
"L4417",289.05,498.2,16274.64,16500
"L4418",297.45,489.8,16002.624,16250
"L4419",290.25,497,16235.781,16250
"L4420",290.85,496.4,16216.351,16250
"L4421",297.15,490.1,16012.339,16250
"L4422",294.05,493.2,16112.725,16250
